#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
123	 8 	 HLi 	 LiH 	 2.136462944944156e-06 	 2.136462944944156e-06
123	 21 	 HN2O 	 HON2 	 0.0040706924369551655 	 0.0040706924369551655
123	 24 	 C 	 C 	 3.54382072423273e-05 	 3.54382072423273e-05
123	 17 	 H2O 	 OH2 	 0.0002258353265240041 	 0.0002258353265240041
123	 19 	 HO 	 OH 	 1.3401054528727836e-05 	 1.3401054528727836e-05
123	 10 	 NO 	 NO 	 8.632589291140508e-05 	 8.632589291140508e-05
123	 7 	 CO 	 OC 	 0.00036160613189023413 	 0.00036160613189023413
123	 12 	 HN 	 NH 	 0.0009416732274093041 	 0.0009416732274093041
123	 16 	 CH2 	 CH2 	 0.002596393134220586 	 0.002596393134220586
124	 8 	 HLi 	 LiH 	 2.178725457459366e-06 	 2.178725457459366e-06
124	 14 	 N2O 	 N2O 	 0.003738605434302586 	 0.003738605434302586
124	 10 	 NO 	 NO 	 8.640821338962784e-05 	 8.640821338962784e-05
124	 18 	 H3N 	 NH3 	 0.00038016719358634893 	 0.00038016719358634893
124	 16 	 CH2 	 CH2 	 0.002596918719644852 	 0.002596918719644852
124	 2 	 FLi 	 LiF 	 0.007134290726514096 	 0.007134290726514096
124	 6 	 C2H2 	 C2H2 	 0.00013805949894108214 	 0.00013805949894108214
124	 7 	 CO 	 OC 	 0.00036172725796918047 	 0.00036172725796918047
124	 20 	 CH 	 CH 	 2.720018539455504e-07 	 2.720018539455504e-07
124	 12 	 HN 	 NH 	 0.0009426232888967064 	 0.0009426232888967064
124	 21 	 HN2O 	 HON2 	 0.004071512490901662 	 0.004071512490901662
124	 1 	 N2 	 N2 	 4.98628343196618e-06 	 4.98628343196618e-06
124	 22 	 CH4O 	 CH4O 	 0.00023504629810030875 	 0.00023504629810030875
124	 25 	 Li 	 Li 	 3.346002768350865e-05 	 3.346002768350865e-05
124	 17 	 H2O 	 OH2 	 0.00022588316725876082 	 0.00022588316725876082
124	 9 	 Na2 	 Na2 	 1.4757746035270995e-06 	 1.4757746035270995e-06
124	 11 	 NO2 	 NO2 	 0.004577537714847085 	 0.004577537714847085
124	 19 	 HO 	 OH 	 1.3352811414890211e-05 	 1.3352811414890211e-05
124	 4 	 CO2 	 CO2 	 0.00761923699499274 	 0.00761923699499274
124	 23 	 HF2 	 HF2 	 0.00268362525945045 	 0.00268362525945045
124	 5 	 F2 	 F2 	 0.0002024424021314071 	 0.0002024424021314071
124	 0 	 H2 	 H2 	 1.250042152216392e-06 	 1.250042152216392e-06
124	 24 	 C 	 C 	 3.599826798873917e-05 	 3.599826798873917e-05
124	 3 	 CHN 	 CNH 	 0.00363261938541311 	 0.00363261938541311
124	 13 	 O3 	 O3 	 0.0036930100001378763 	 0.0036930100001378763
124	 15 	 CH3 	 CH3 	 9.101713571026182e-08 	 9.101713571026182e-08
125	 21 	 HN2O 	 HON2 	 0.0040724092562150534 	 0.0040724092562150534
125	 20 	 CH 	 CH 	 2.693858478688111e-07 	 2.693858478688111e-07
125	 9 	 Na2 	 Na2 	 1.4711837570711178e-06 	 1.4711837570711178e-06
125	 6 	 C2H2 	 C2H2 	 0.0001408583967927007 	 0.0001408583967927007
125	 17 	 H2O 	 OH2 	 0.00022641771488938537 	 0.00022641771488938537
125	 10 	 NO 	 NO 	 8.638821184767756e-05 	 8.638821184767756e-05
125	 13 	 O3 	 O3 	 0.003692726073618957 	 0.003692726073618957
125	 14 	 N2O 	 N2O 	 0.003742005280181312 	 0.003742005280181312
125	 23 	 HF2 	 HF2 	 0.002684124164531998 	 0.002684124164531998
125	 11 	 NO2 	 NO2 	 0.004580865141816066 	 0.004580865141816066
125	 18 	 H3N 	 NH3 	 0.0003803452386482621 	 0.0003803452386482621
125	 1 	 N2 	 N2 	 5.195995188423625e-06 	 5.195995188423625e-06
125	 3 	 CHN 	 CNH 	 0.003634604619930771 	 0.003634604619930771
125	 16 	 CH2 	 CH2 	 0.002597405184442393 	 0.002597405184442393
125	 22 	 CH4O 	 CH4O 	 0.00023512442678672463 	 0.00023512442678672463
125	 25 	 Li 	 Li 	 3.672146292432668e-05 	 3.672146292432668e-05
125	 0 	 H2 	 H2 	 1.3992656546300324e-06 	 1.3992656546300324e-06
125	 8 	 HLi 	 LiH 	 2.1000604157320293e-06 	 2.1000604157320293e-06
125	 2 	 FLi 	 LiF 	 0.007138172584109724 	 0.007138172584109724
125	 24 	 C 	 C 	 3.6300314607812866e-05 	 3.6300314607812866e-05
125	 5 	 F2 	 F2 	 0.00020263860880488893 	 0.00020263860880488893
125	 4 	 CO2 	 CO2 	 0.007616118267974753 	 0.007616118267974753
125	 19 	 HO 	 OH 	 1.3372425651081617e-05 	 1.3372425651081617e-05
125	 15 	 CH3 	 CH3 	 9.554640457239585e-08 	 9.554640457239585e-08
125	 7 	 CO 	 OC 	 0.0003616643285638081 	 0.0003616643285638081
125	 12 	 HN 	 NH 	 0.0009431104907229251 	 0.0009431104907229251
126	 12 	 HN 	 NH 	 0.0009425778395092867 	 0.0009425778395092867
126	 7 	 CO 	 OC 	 0.00036145251214907863 	 0.00036145251214907863
126	 16 	 CH2 	 CH2 	 0.0025971831036894276 	 0.0025971831036894276
126	 19 	 HO 	 OH 	 1.3404384636345844e-05 	 1.3404384636345844e-05
126	 0 	 H2 	 H2 	 1.1846675879853802e-06 	 1.1846675879853802e-06
126	 3 	 CHN 	 CNH 	 0.0036338967569148747 	 0.0036338967569148747
126	 5 	 F2 	 F2 	 0.0002026171920773785 	 0.0002026171920773785
126	 23 	 HF2 	 HF2 	 0.00268479509675201 	 0.00268479509675201
126	 18 	 H3N 	 NH3 	 0.0003792516756500778 	 0.0003792516756500778
126	 20 	 CH 	 CH 	 2.7656954593749536e-07 	 2.7656954593749536e-07
126	 15 	 CH3 	 CH3 	 1.0679391114902703e-07 	 1.0679391114902703e-07
126	 4 	 CO2 	 CO2 	 0.007619906033571608 	 0.007619906033571608
126	 9 	 Na2 	 Na2 	 1.473544282319861e-06 	 1.473544282319861e-06
126	 21 	 HN2O 	 HON2 	 0.004074167686863047 	 0.004074167686863047
126	 14 	 N2O 	 N2O 	 0.0037435894481077816 	 0.0037435894481077816
126	 13 	 O3 	 O3 	 0.0036924739525738253 	 0.0036924739525738253
126	 1 	 N2 	 N2 	 5.504029581689994e-06 	 5.504029581689994e-06
126	 8 	 HLi 	 LiH 	 2.126485767300808e-06 	 2.126485767300808e-06
126	 6 	 C2H2 	 C2H2 	 0.0001434932876348771 	 0.0001434932876348771
126	 2 	 FLi 	 LiF 	 0.007134185426027516 	 0.007134185426027516
126	 24 	 C 	 C 	 3.6348995166484285e-05 	 3.6348995166484285e-05
126	 17 	 H2O 	 OH2 	 0.00022599589223242915 	 0.00022599589223242915
126	 11 	 NO2 	 NO2 	 0.0045809046480095855 	 0.0045809046480095855
126	 22 	 CH4O 	 CH4O 	 0.00023528290241544122 	 0.00023528290241544122
126	 25 	 Li 	 Li 	 3.5325954789646385e-05 	 3.5325954789646385e-05
126	 10 	 NO 	 NO 	 8.651585096983696e-05 	 8.651585096983696e-05
127	 5 	 F2 	 F2 	 0.00020258133314658206 	 0.00020258133314658206
127	 9 	 Na2 	 Na2 	 1.46736126553549e-06 	 1.46736126553549e-06
127	 10 	 NO 	 NO 	 8.666870441403934e-05 	 8.666870441403934e-05
127	 12 	 HN 	 NH 	 0.0009424130826723006 	 0.0009424130826723006
127	 20 	 CH 	 CH 	 2.691755591036578e-07 	 2.691755591036578e-07
127	 0 	 H2 	 H2 	 1.2516233770975172e-06 	 1.2516233770975172e-06
127	 11 	 NO2 	 NO2 	 0.004582915729755254 	 0.004582915729755254
127	 6 	 C2H2 	 C2H2 	 0.00014388454980316376 	 0.00014388454980316376
127	 25 	 Li 	 Li 	 3.57554352705719e-05 	 3.57554352705719e-05
127	 18 	 H3N 	 NH3 	 0.00038014223551813574 	 0.00038014223551813574
127	 4 	 CO2 	 CO2 	 0.007614090017456318 	 0.007614090017456318
127	 17 	 H2O 	 OH2 	 0.0002258654498161018 	 0.0002258654498161018
127	 24 	 C 	 C 	 3.602040919791096e-05 	 3.602040919791096e-05
127	 19 	 HO 	 OH 	 1.3371930783593668e-05 	 1.3371930783593668e-05
127	 3 	 CHN 	 CNH 	 0.00363256441128973 	 0.00363256441128973
127	 22 	 CH4O 	 CH4O 	 0.00023528885701462303 	 0.00023528885701462303
127	 15 	 CH3 	 CH3 	 9.796883360570054e-08 	 9.796883360570054e-08
127	 1 	 N2 	 N2 	 5.423517998247671e-06 	 5.423517998247671e-06
127	 13 	 O3 	 O3 	 0.0036972040059666464 	 0.0036972040059666464
127	 7 	 CO 	 OC 	 0.0003611195438745262 	 0.0003611195438745262
127	 16 	 CH2 	 CH2 	 0.0025984525189507233 	 0.0025984525189507233
127	 23 	 HF2 	 HF2 	 0.002685497196539744 	 0.002685497196539744
127	 2 	 FLi 	 LiF 	 0.007131215772157573 	 0.007131215772157573
127	 14 	 N2O 	 N2O 	 0.0037454300982874777 	 0.0037454300982874777
127	 21 	 HN2O 	 HON2 	 0.004075032181498513 	 0.004075032181498513
127	 8 	 HLi 	 LiH 	 2.1466294013911693e-06 	 2.1466294013911693e-06
128	 17 	 H2O 	 OH2 	 0.00022577833687780253 	 0.00022577833687780253
128	 3 	 CHN 	 CNH 	 0.003629657903950372 	 0.003629657903950372
128	 20 	 CH 	 CH 	 2.7895966048825837e-07 	 2.7895966048825837e-07
128	 21 	 HN2O 	 HON2 	 0.004075036409880889 	 0.004075036409880889
128	 2 	 FLi 	 LiF 	 0.007129442979355421 	 0.007129442979355421
128	 12 	 HN 	 NH 	 0.0009423093144394239 	 0.0009423093144394239
128	 24 	 C 	 C 	 3.60053324686321e-05 	 3.60053324686321e-05
128	 15 	 CH3 	 CH3 	 1.0603352553820176e-07 	 1.0603352553820176e-07
128	 19 	 HO 	 OH 	 1.3378071511722918e-05 	 1.3378071511722918e-05
128	 11 	 NO2 	 NO2 	 0.004582865319614194 	 0.004582865319614194
128	 13 	 O3 	 O3 	 0.0036973216704237234 	 0.0036973216704237234
128	 5 	 F2 	 F2 	 0.0002026435361684658 	 0.0002026435361684658
128	 25 	 Li 	 Li 	 3.67320484229831e-05 	 3.67320484229831e-05
128	 18 	 H3N 	 NH3 	 0.00037991847533252625 	 0.00037991847533252625
128	 14 	 N2O 	 N2O 	 0.003746000149030562 	 0.003746000149030562
128	 22 	 CH4O 	 CH4O 	 0.00023529528499778674 	 0.00023529528499778674
128	 1 	 N2 	 N2 	 5.28561207467827e-06 	 5.28561207467827e-06
128	 10 	 NO 	 NO 	 8.65758496218058e-05 	 8.65758496218058e-05
128	 6 	 C2H2 	 C2H2 	 0.00013761623752545898 	 0.00013761623752545898
128	 23 	 HF2 	 HF2 	 0.0026855424923696502 	 0.0026855424923696502
128	 9 	 Na2 	 Na2 	 1.4640737494511933e-06 	 1.4640737494511933e-06
128	 7 	 CO 	 OC 	 0.0003610498714405365 	 0.0003610498714405365
128	 8 	 HLi 	 LiH 	 2.1350924403924683e-06 	 2.1350924403924683e-06
128	 0 	 H2 	 H2 	 1.141489994365532e-06 	 1.141489994365532e-06
128	 16 	 CH2 	 CH2 	 0.0025973256711924633 	 0.0025973256711924633
128	 4 	 CO2 	 CO2 	 0.00761426594793906 	 0.00761426594793906
129	 25 	 Li 	 Li 	 3.673727788674023e-05 	 3.673727788674023e-05
129	 17 	 H2O 	 OH2 	 0.0002260865449886335 	 0.0002260865449886335
129	 10 	 NO 	 NO 	 8.660436794451305e-05 	 8.660436794451305e-05
129	 8 	 HLi 	 LiH 	 2.236764065443298e-06 	 2.236764065443298e-06
129	 0 	 H2 	 H2 	 1.1425404828237952e-06 	 1.1425404828237952e-06
129	 23 	 HF2 	 HF2 	 0.0026855610572712393 	 0.0026855610572712393
129	 19 	 HO 	 OH 	 1.3392130731019422e-05 	 1.3392130731019422e-05
129	 15 	 CH3 	 CH3 	 9.217124301089173e-08 	 9.217124301089173e-08
129	 11 	 NO2 	 NO2 	 0.004582338707813636 	 0.004582338707813636
129	 5 	 F2 	 F2 	 0.00020288957463297663 	 0.00020288957463297663
129	 13 	 O3 	 O3 	 0.003697034365271204 	 0.003697034365271204
129	 16 	 CH2 	 CH2 	 0.002597623915516811 	 0.002597623915516811
129	 4 	 CO2 	 CO2 	 0.007619538083985869 	 0.007619538083985869
129	 21 	 HN2O 	 HON2 	 0.004075151357150282 	 0.004075151357150282
129	 7 	 CO 	 OC 	 0.0003614485611419251 	 0.0003614485611419251
129	 9 	 Na2 	 Na2 	 1.4645911554295197e-06 	 1.4645911554295197e-06
129	 12 	 HN 	 NH 	 0.0009429074165654073 	 0.0009429074165654073
129	 6 	 C2H2 	 C2H2 	 0.00013765635670695875 	 0.00013765635670695875
129	 14 	 N2O 	 N2O 	 0.0037463600130546986 	 0.0037463600130546986
129	 2 	 FLi 	 LiF 	 0.007137581862761316 	 0.007137581862761316
129	 24 	 C 	 C 	 3.5996813788086504e-05 	 3.5996813788086504e-05
129	 20 	 CH 	 CH 	 2.767918784034038e-07 	 2.767918784034038e-07
129	 22 	 CH4O 	 CH4O 	 0.00023530704233436643 	 0.00023530704233436643
129	 3 	 CHN 	 CNH 	 0.003633612588099821 	 0.003633612588099821
129	 18 	 H3N 	 NH3 	 0.00038027666755135597 	 0.00038027666755135597
129	 1 	 N2 	 N2 	 5.459132960244399e-06 	 5.459132960244399e-06
130	 11 	 NO2 	 NO2 	 0.004581867206549657 	 0.004581867206549657
130	 3 	 CHN 	 CNH 	 0.0036324598917270865 	 0.0036324598917270865
130	 5 	 F2 	 F2 	 0.0002026223333274759 	 0.0002026223333274759
130	 4 	 CO2 	 CO2 	 0.007613965515245178 	 0.007613965515245178
130	 8 	 HLi 	 LiH 	 2.1367971789015524e-06 	 2.1367971789015524e-06
130	 2 	 FLi 	 LiF 	 0.007123136045007597 	 0.007123136045007597
130	 0 	 H2 	 H2 	 1.5815694747874739e-06 	 1.5815694747874739e-06
130	 10 	 NO 	 NO 	 8.650354202151005e-05 	 8.650354202151005e-05
130	 13 	 O3 	 O3 	 0.0036979922864167365 	 0.0036979922864167365
130	 6 	 C2H2 	 C2H2 	 0.00014178635928479476 	 0.00014178635928479476
130	 7 	 CO 	 OC 	 0.0003612953832165723 	 0.0003612953832165723
130	 19 	 HO 	 OH 	 1.3355331336486587e-05 	 1.3355331336486587e-05
130	 16 	 CH2 	 CH2 	 0.00259670939799355 	 0.00259670939799355
130	 9 	 Na2 	 Na2 	 1.477105483573559e-06 	 1.477105483573559e-06
130	 14 	 N2O 	 N2O 	 0.0037484712580298746 	 0.0037484712580298746
130	 18 	 H3N 	 NH3 	 0.00038022442562986444 	 0.00038022442562986444
130	 1 	 N2 	 N2 	 5.513630027125856e-06 	 5.513630027125856e-06
130	 22 	 CH4O 	 CH4O 	 0.00023531371172874147 	 0.00023531371172874147
130	 20 	 CH 	 CH 	 2.765448250979438e-07 	 2.765448250979438e-07
130	 23 	 HF2 	 HF2 	 0.0026856937962557942 	 0.0026856937962557942
130	 24 	 C 	 C 	 3.5502333480033443e-05 	 3.5502333480033443e-05
130	 17 	 H2O 	 OH2 	 0.0002262144860888543 	 0.0002262144860888543
130	 25 	 Li 	 Li 	 3.741903777927423e-05 	 3.741903777927423e-05
130	 21 	 HN2O 	 HON2 	 0.004075357876538037 	 0.004075357876538037
130	 15 	 CH3 	 CH3 	 8.974832860576807e-08 	 8.974832860576807e-08
130	 12 	 HN 	 NH 	 0.0009429286322530532 	 0.0009429286322530532
131	 5 	 F2 	 F2 	 0.00020278981387353672 	 0.00020278981387353672
131	 1 	 N2 	 N2 	 5.538226774213785e-06 	 5.538226774213785e-06
131	 17 	 H2O 	 OH2 	 0.00022599651582708223 	 0.00022599651582708223
131	 4 	 CO2 	 CO2 	 0.007612455535430244 	 0.007612455535430244
131	 19 	 HO 	 OH 	 1.3345962619312046e-05 	 1.3345962619312046e-05
131	 2 	 FLi 	 LiF 	 0.007132754352512226 	 0.007132754352512226
131	 25 	 Li 	 Li 	 3.450981078482997e-05 	 3.450981078482997e-05
131	 14 	 N2O 	 N2O 	 0.0037481000940391336 	 0.0037481000940391336
131	 18 	 H3N 	 NH3 	 0.0003794573199103141 	 0.0003794573199103141
131	 15 	 CH3 	 CH3 	 9.426417454052044e-08 	 9.426417454052044e-08
131	 24 	 C 	 C 	 3.647550091155524e-05 	 3.647550091155524e-05
131	 3 	 CHN 	 CNH 	 0.0036346870886918904 	 0.0036346870886918904
131	 8 	 HLi 	 LiH 	 2.1489693279562967e-06 	 2.1489693279562967e-06
131	 7 	 CO 	 OC 	 0.0003614712337147952 	 0.0003614712337147952
131	 12 	 HN 	 NH 	 0.0009426768558586476 	 0.0009426768558586476
131	 16 	 CH2 	 CH2 	 0.002598653932254887 	 0.002598653932254887
131	 20 	 CH 	 CH 	 2.759941677628605e-07 	 2.759941677628605e-07
131	 13 	 O3 	 O3 	 0.003697931472405005 	 0.003697931472405005
131	 10 	 NO 	 NO 	 8.654508485910502e-05 	 8.654508485910502e-05
131	 22 	 CH4O 	 CH4O 	 0.00023532463388449348 	 0.00023532463388449348
131	 6 	 C2H2 	 C2H2 	 0.00013789054470799775 	 0.00013789054470799775
131	 0 	 H2 	 H2 	 1.5233954035916822e-06 	 1.5233954035916822e-06
131	 9 	 Na2 	 Na2 	 1.4729265839758193e-06 	 1.4729265839758193e-06
131	 23 	 HF2 	 HF2 	 0.0026857747969503487 	 0.0026857747969503487
131	 21 	 HN2O 	 HON2 	 0.004075516392765007 	 0.004075516392765007
131	 11 	 NO2 	 NO2 	 0.0045823549295472814 	 0.0045823549295472814
132	 3 	 CHN 	 CNH 	 0.0036320804162459433 	 0.0036320804162459433
132	 25 	 Li 	 Li 	 3.4760393631342744e-05 	 3.4760393631342744e-05
132	 7 	 CO 	 OC 	 0.00036152299475937646 	 0.00036152299475937646
132	 16 	 CH2 	 CH2 	 0.002598040053007945 	 0.002598040053007945
132	 17 	 H2O 	 OH2 	 0.00022610235040080773 	 0.00022610235040080773
132	 6 	 C2H2 	 C2H2 	 0.00013784348846862505 	 0.00013784348846862505
132	 12 	 HN 	 NH 	 0.0009421668796815528 	 0.0009421668796815528
132	 21 	 HN2O 	 HON2 	 0.004075499160440391 	 0.004075499160440391
132	 8 	 HLi 	 LiH 	 2.180825707539457e-06 	 2.180825707539457e-06
132	 19 	 HO 	 OH 	 1.3382420142990704e-05 	 1.3382420142990704e-05
132	 5 	 F2 	 F2 	 0.00020285875576603966 	 0.00020285875576603966
132	 14 	 N2O 	 N2O 	 0.0037460867311373356 	 0.0037460867311373356
132	 20 	 CH 	 CH 	 2.8011433410302847e-07 	 2.8011433410302847e-07
132	 22 	 CH4O 	 CH4O 	 0.00023532509266624226 	 0.00023532509266624226
132	 2 	 FLi 	 LiF 	 0.00713738328199343 	 0.00713738328199343
132	 23 	 HF2 	 HF2 	 0.0026857917439328852 	 0.0026857917439328852
132	 18 	 H3N 	 NH3 	 0.0003804740106010159 	 0.0003804740106010159
132	 9 	 Na2 	 Na2 	 1.4679031320354232e-06 	 1.4679031320354232e-06
132	 0 	 H2 	 H2 	 1.6253210449235067e-06 	 1.6253210449235067e-06
132	 4 	 CO2 	 CO2 	 0.007614365149724828 	 0.007614365149724828
132	 10 	 NO 	 NO 	 8.664495799737839e-05 	 8.664495799737839e-05
132	 1 	 N2 	 N2 	 5.494690452708722e-06 	 5.494690452708722e-06
132	 15 	 CH3 	 CH3 	 1.0375538647832411e-07 	 1.0375538647832411e-07
132	 11 	 NO2 	 NO2 	 0.0045835614930305035 	 0.0045835614930305035
132	 13 	 O3 	 O3 	 0.0036944040101475777 	 0.0036944040101475777
132	 24 	 C 	 C 	 3.612336402813106e-05 	 3.612336402813106e-05
133	 12 	 HN 	 NH 	 0.0009426697228216023 	 0.0009426697228216023
133	 5 	 F2 	 F2 	 0.000202769661415011 	 0.000202769661415011
133	 19 	 HO 	 OH 	 1.3392398218819317e-05 	 1.3392398218819317e-05
133	 10 	 NO 	 NO 	 8.662589190132392e-05 	 8.662589190132392e-05
133	 3 	 CHN 	 CNH 	 0.003634407011477847 	 0.003634407011477847
133	 16 	 CH2 	 CH2 	 0.0025971061685934336 	 0.0025971061685934336
133	 21 	 HN2O 	 HON2 	 0.004075603251026512 	 0.004075603251026512
133	 11 	 NO2 	 NO2 	 0.004580243279366772 	 0.004580243279366772
133	 13 	 O3 	 O3 	 0.0036971655637292517 	 0.0036971655637292517
133	 24 	 C 	 C 	 3.643820786298383e-05 	 3.643820786298383e-05
133	 7 	 CO 	 OC 	 0.00036105120823308847 	 0.00036105120823308847
133	 0 	 H2 	 H2 	 1.622837783599241e-06 	 1.622837783599241e-06
133	 23 	 HF2 	 HF2 	 0.002685856512610781 	 0.002685856512610781
133	 17 	 H2O 	 OH2 	 0.00022583143786409355 	 0.00022583143786409355
133	 25 	 Li 	 Li 	 3.4739370423652845e-05 	 3.4739370423652845e-05
133	 20 	 CH 	 CH 	 2.742204586806346e-07 	 2.742204586806346e-07
133	 9 	 Na2 	 Na2 	 1.4734830034123215e-06 	 1.4734830034123215e-06
133	 22 	 CH4O 	 CH4O 	 0.00023533317673141355 	 0.00023533317673141355
133	 18 	 H3N 	 NH3 	 0.00038042032052125273 	 0.00038042032052125273
133	 2 	 FLi 	 LiF 	 0.007123058049737255 	 0.007123058049737255
133	 1 	 N2 	 N2 	 5.092975866800248e-06 	 5.092975866800248e-06
133	 6 	 C2H2 	 C2H2 	 0.00014400167502088228 	 0.00014400167502088228
133	 8 	 HLi 	 LiH 	 2.1803689383984008e-06 	 2.1803689383984008e-06
133	 4 	 CO2 	 CO2 	 0.0076190819139058934 	 0.0076190819139058934
133	 15 	 CH3 	 CH3 	 1.0504640755481166e-07 	 1.0504640755481166e-07
133	 14 	 N2O 	 N2O 	 0.003748004161681135 	 0.003748004161681135
134	 25 	 Li 	 Li 	 3.357717393322785e-05 	 3.357717393322785e-05
134	 17 	 H2O 	 OH2 	 0.00022640114435324376 	 0.00022640114435324376
134	 11 	 NO2 	 NO2 	 0.004583578520386187 	 0.004583578520386187
134	 15 	 CH3 	 CH3 	 1.0012223164994216e-07 	 1.0012223164994216e-07
134	 20 	 CH 	 CH 	 2.766214599251899e-07 	 2.766214599251899e-07
134	 9 	 Na2 	 Na2 	 1.4651683460969327e-06 	 1.4651683460969327e-06
134	 1 	 N2 	 N2 	 5.284615154942708e-06 	 5.284615154942708e-06
134	 7 	 CO 	 OC 	 0.0003611947196990713 	 0.0003611947196990713
134	 10 	 NO 	 NO 	 8.673606619929216e-05 	 8.673606619929216e-05
134	 16 	 CH2 	 CH2 	 0.002598517667480666 	 0.002598517667480666
134	 8 	 HLi 	 LiH 	 2.1858746876279075e-06 	 2.1858746876279075e-06
134	 18 	 H3N 	 NH3 	 0.0003806385568214983 	 0.0003806385568214983
134	 0 	 H2 	 H2 	 1.524594249835806e-06 	 1.524594249835806e-06
134	 13 	 O3 	 O3 	 0.0036953408894216467 	 0.0036953408894216467
134	 5 	 F2 	 F2 	 0.00020281364286945354 	 0.00020281364286945354
134	 22 	 CH4O 	 CH4O 	 0.0002353379885755243 	 0.0002353379885755243
134	 4 	 CO2 	 CO2 	 0.007615900115754276 	 0.007615900115754276
134	 6 	 C2H2 	 C2H2 	 0.00014176823638575663 	 0.00014176823638575663
134	 2 	 FLi 	 LiF 	 0.007137890785535292 	 0.007137890785535292
134	 12 	 HN 	 NH 	 0.0009431482947638204 	 0.0009431482947638204
134	 23 	 HF2 	 HF2 	 0.002685913912990194 	 0.002685913912990194
134	 21 	 HN2O 	 HON2 	 0.004075774219220758 	 0.004075774219220758
134	 3 	 CHN 	 CNH 	 0.0036336859171413717 	 0.0036336859171413717
134	 19 	 HO 	 OH 	 1.3386866855069764e-05 	 1.3386866855069764e-05
134	 14 	 N2O 	 N2O 	 0.003746270229799888 	 0.003746270229799888
134	 24 	 C 	 C 	 3.6170454702990905e-05 	 3.6170454702990905e-05
135	 12 	 HN 	 NH 	 0.000943133684308427 	 0.000943133684308427
135	 15 	 CH3 	 CH3 	 1.0756722254627352e-07 	 1.0756722254627352e-07
135	 22 	 CH4O 	 CH4O 	 0.00023534478934818975 	 0.00023534478934818975
135	 24 	 C 	 C 	 3.6331587152177594e-05 	 3.6331587152177594e-05
135	 14 	 N2O 	 N2O 	 0.0037466000763906456 	 0.0037466000763906456
135	 13 	 O3 	 O3 	 0.00369786887970822 	 0.00369786887970822
135	 21 	 HN2O 	 HON2 	 0.004075838923870565 	 0.004075838923870565
135	 5 	 F2 	 F2 	 0.00020270938144361885 	 0.00020270938144361885
135	 2 	 FLi 	 LiF 	 0.007120020517271836 	 0.007120020517271836
135	 20 	 CH 	 CH 	 2.734383572887391e-07 	 2.734383572887391e-07
135	 19 	 HO 	 OH 	 1.338039731203451e-05 	 1.338039731203451e-05
135	 17 	 H2O 	 OH2 	 0.00022628564178703306 	 0.00022628564178703306
135	 9 	 Na2 	 Na2 	 1.4628186592335418e-06 	 1.4628186592335418e-06
135	 1 	 N2 	 N2 	 5.488224041692514e-06 	 5.488224041692514e-06
135	 6 	 C2H2 	 C2H2 	 0.00013785976661697283 	 0.00013785976661697283
135	 11 	 NO2 	 NO2 	 0.004582519322399763 	 0.004582519322399763
135	 10 	 NO 	 NO 	 8.667920814654076e-05 	 8.667920814654076e-05
135	 18 	 H3N 	 NH3 	 0.0003801569951380993 	 0.0003801569951380993
135	 25 	 Li 	 Li 	 3.4280829116823826e-05 	 3.4280829116823826e-05
135	 0 	 H2 	 H2 	 1.5081417592469918e-06 	 1.5081417592469918e-06
135	 23 	 HF2 	 HF2 	 0.0026859847454998886 	 0.0026859847454998886
135	 16 	 CH2 	 CH2 	 0.002597790497711607 	 0.002597790497711607
135	 8 	 HLi 	 LiH 	 2.128922644443495e-06 	 2.128922644443495e-06
135	 7 	 CO 	 OC 	 0.0003609904888689963 	 0.0003609904888689963
135	 3 	 CHN 	 CNH 	 0.003632584838200633 	 0.003632584838200633
135	 4 	 CO2 	 CO2 	 0.007617198551575338 	 0.007617198551575338
136	 5 	 F2 	 F2 	 0.00020278860467455158 	 0.00020278860467455158
136	 7 	 CO 	 OC 	 0.00036126763376892956 	 0.00036126763376892956
136	 23 	 HF2 	 HF2 	 0.002686006486209997 	 0.002686006486209997
136	 12 	 HN 	 NH 	 0.0009424665253635861 	 0.0009424665253635861
136	 9 	 Na2 	 Na2 	 1.4631412971900302e-06 	 1.4631412971900302e-06
136	 21 	 HN2O 	 HON2 	 0.004075932995925434 	 0.004075932995925434
136	 4 	 CO2 	 CO2 	 0.007612341750457698 	 0.007612341750457698
136	 24 	 C 	 C 	 3.609697912006564e-05 	 3.609697912006564e-05
136	 25 	 Li 	 Li 	 3.4843871574283135e-05 	 3.4843871574283135e-05
136	 8 	 HLi 	 LiH 	 2.153751274570224e-06 	 2.153751274570224e-06
136	 16 	 CH2 	 CH2 	 0.002597237060750924 	 0.002597237060750924
136	 14 	 N2O 	 N2O 	 0.0037486111699570664 	 0.0037486111699570664
136	 17 	 H2O 	 OH2 	 0.0002260695812284129 	 0.0002260695812284129
136	 13 	 O3 	 O3 	 0.003697543856311393 	 0.003697543856311393
136	 15 	 CH3 	 CH3 	 9.84184710006712e-08 	 9.84184710006712e-08
136	 0 	 H2 	 H2 	 1.1925298602224142e-06 	 1.1925298602224142e-06
136	 18 	 H3N 	 NH3 	 0.00038015986388560517 	 0.00038015986388560517
136	 11 	 NO2 	 NO2 	 0.004583398892270318 	 0.004583398892270318
136	 22 	 CH4O 	 CH4O 	 0.00023536016899759543 	 0.00023536016899759543
136	 19 	 HO 	 OH 	 1.334921654841255e-05 	 1.334921654841255e-05
