#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
193	 14 	 N2O 	 N2O 	 0.0037496790804851616 	 0.0037496790804851616
193	 8 	 HLi 	 LiH 	 2.149521158132968e-06 	 2.149521158132968e-06
193	 23 	 HF2 	 HF2 	 0.0026866889578116087 	 0.0026866889578116087
193	 4 	 CO2 	 CO2 	 0.007609438456788244 	 0.007609438456788244
193	 9 	 Na2 	 Na2 	 1.4626121755757471e-06 	 1.4626121755757471e-06
193	 21 	 HN2O 	 HON2 	 0.004077181817827799 	 0.004077181817827799
193	 0 	 H2 	 H2 	 1.1207059734732552e-06 	 1.1207059734732552e-06
193	 12 	 HN 	 NH 	 0.0009433858379606121 	 0.0009433858379606121
193	 18 	 H3N 	 NH3 	 0.00037909060893104025 	 0.00037909060893104025
193	 24 	 C 	 C 	 3.643191423596775e-05 	 3.643191423596775e-05
193	 2 	 FLi 	 LiF 	 0.007136923047530101 	 0.007136923047530101
193	 13 	 O3 	 O3 	 0.003699415220989204 	 0.003699415220989204
193	 19 	 HO 	 OH 	 1.333732601556075e-05 	 1.333732601556075e-05
193	 20 	 CH 	 CH 	 2.77297298381428e-07 	 2.77297298381428e-07
193	 10 	 NO 	 NO 	 8.681305181597997e-05 	 8.681305181597997e-05
193	 22 	 CH4O 	 CH4O 	 0.00023543463007336267 	 0.00023543463007336267
193	 15 	 CH3 	 CH3 	 9.38058452700162e-08 	 9.38058452700162e-08
193	 6 	 C2H2 	 C2H2 	 0.00014341125678765448 	 0.00014341125678765448
193	 16 	 CH2 	 CH2 	 0.0025982302692653314 	 0.0025982302692653314
193	 11 	 NO2 	 NO2 	 0.004588589427283209 	 0.004588589427283209
193	 3 	 CHN 	 CNH 	 0.0036298727923693664 	 0.0036298727923693664
193	 17 	 H2O 	 OH2 	 0.0002264275263360583 	 0.0002264275263360583
193	 7 	 CO 	 OC 	 0.0003610857149116062 	 0.0003610857149116062
193	 5 	 F2 	 F2 	 0.00020299403897800563 	 0.00020299403897800563
193	 25 	 Li 	 Li 	 3.552570903941092e-05 	 3.552570903941092e-05
193	 1 	 N2 	 N2 	 5.495708234159335e-06 	 5.495708234159335e-06
194	 25 	 Li 	 Li 	 3.6126462564794146e-05 	 3.6126462564794146e-05
194	 0 	 H2 	 H2 	 1.3886399925160863e-06 	 1.3886399925160863e-06
194	 9 	 Na2 	 Na2 	 1.4660132416089052e-06 	 1.4660132416089052e-06
194	 14 	 N2O 	 N2O 	 0.0037487980940531076 	 0.0037487980940531076
194	 22 	 CH4O 	 CH4O 	 0.0002354365393730735 	 0.0002354365393730735
194	 21 	 HN2O 	 HON2 	 0.0040772151574759155 	 0.0040772151574759155
194	 8 	 HLi 	 LiH 	 2.1261198484157838e-06 	 2.1261198484157838e-06
194	 10 	 NO 	 NO 	 8.669957902651757e-05 	 8.669957902651757e-05
194	 24 	 C 	 C 	 3.586172592133152e-05 	 3.586172592133152e-05
194	 20 	 CH 	 CH 	 2.772449886541669e-07 	 2.772449886541669e-07
194	 19 	 HO 	 OH 	 1.3391545593703362e-05 	 1.3391545593703362e-05
194	 11 	 NO2 	 NO2 	 0.004583590429011992 	 0.004583590429011992
194	 6 	 C2H2 	 C2H2 	 0.00013789491182784598 	 0.00013789491182784598
194	 2 	 FLi 	 LiF 	 0.0071314049672181554 	 0.0071314049672181554
194	 23 	 HF2 	 HF2 	 0.002686713309828421 	 0.002686713309828421
194	 7 	 CO 	 OC 	 0.0003609370572616801 	 0.0003609370572616801
194	 16 	 CH2 	 CH2 	 0.0025983233990565548 	 0.0025983233990565548
194	 15 	 CH3 	 CH3 	 1.1189272547311298e-07 	 1.1189272547311298e-07
194	 12 	 HN 	 NH 	 0.0009434525512513012 	 0.0009434525512513012
194	 1 	 N2 	 N2 	 5.0330902086869244e-06 	 5.0330902086869244e-06
194	 5 	 F2 	 F2 	 0.00020289312966592998 	 0.00020289312966592998
194	 4 	 CO2 	 CO2 	 0.007613789445737739 	 0.007613789445737739
194	 3 	 CHN 	 CNH 	 0.0036333423336812115 	 0.0036333423336812115
194	 17 	 H2O 	 OH2 	 0.00022607440623926135 	 0.00022607440623926135
194	 13 	 O3 	 O3 	 0.003697319531328125 	 0.003697319531328125
194	 18 	 H3N 	 NH3 	 0.00038028137694404537 	 0.00038028137694404537
195	 8 	 HLi 	 LiH 	 2.1227185547711953e-06 	 2.1227185547711953e-06
195	 17 	 H2O 	 OH2 	 0.00022613086090347145 	 0.00022613086090347145
195	 0 	 H2 	 H2 	 1.2870728827661007e-06 	 1.2870728827661007e-06
195	 14 	 N2O 	 N2O 	 0.0037472480514297553 	 0.0037472480514297553
195	 20 	 CH 	 CH 	 2.7565454692934823e-07 	 2.7565454692934823e-07
195	 3 	 CHN 	 CNH 	 0.003629062410499212 	 0.003629062410499212
195	 24 	 C 	 C 	 3.610532075729503e-05 	 3.610532075729503e-05
195	 6 	 C2H2 	 C2H2 	 0.0001373344559380257 	 0.0001373344559380257
195	 23 	 HF2 	 HF2 	 0.0026867171508038103 	 0.0026867171508038103
195	 18 	 H3N 	 NH3 	 0.0003799843722201384 	 0.0003799843722201384
195	 19 	 HO 	 OH 	 1.3388661850832121e-05 	 1.3388661850832121e-05
195	 10 	 NO 	 NO 	 8.663489924309215e-05 	 8.663489924309215e-05
195	 16 	 CH2 	 CH2 	 0.002596552300456621 	 0.002596552300456621
195	 5 	 F2 	 F2 	 0.00020296328741510483 	 0.00020296328741510483
195	 25 	 Li 	 Li 	 3.2876132468956155e-05 	 3.2876132468956155e-05
195	 7 	 CO 	 OC 	 0.0003607265738444083 	 0.0003607265738444083
195	 12 	 HN 	 NH 	 0.0009435353109931921 	 0.0009435353109931921
195	 9 	 Na2 	 Na2 	 1.471664781036678e-06 	 1.471664781036678e-06
195	 21 	 HN2O 	 HON2 	 0.0040772451723039525 	 0.0040772451723039525
195	 13 	 O3 	 O3 	 0.0037006225131860503 	 0.0037006225131860503
195	 15 	 CH3 	 CH3 	 1.0966090160029559e-07 	 1.0966090160029559e-07
195	 2 	 FLi 	 LiF 	 0.007129774153780912 	 0.007129774153780912
195	 4 	 CO2 	 CO2 	 0.007609571574398845 	 0.007609571574398845
195	 1 	 N2 	 N2 	 5.524693632822188e-06 	 5.524693632822188e-06
195	 11 	 NO2 	 NO2 	 0.004586474248285355 	 0.004586474248285355
195	 22 	 CH4O 	 CH4O 	 0.00023543869788718406 	 0.00023543869788718406
196	 1 	 N2 	 N2 	 5.276261485938256e-06 	 5.276261485938256e-06
196	 9 	 Na2 	 Na2 	 1.46266413493638e-06 	 1.46266413493638e-06
196	 10 	 NO 	 NO 	 8.681435573042403e-05 	 8.681435573042403e-05
196	 18 	 H3N 	 NH3 	 0.00037922703633243234 	 0.00037922703633243234
196	 14 	 N2O 	 N2O 	 0.0037474314802910503 	 0.0037474314802910503
196	 4 	 CO2 	 CO2 	 0.007610758602921233 	 0.007610758602921233
196	 25 	 Li 	 Li 	 3.3968404570620234e-05 	 3.3968404570620234e-05
196	 6 	 C2H2 	 C2H2 	 0.000143308651531411 	 0.000143308651531411
196	 7 	 CO 	 OC 	 0.0003608144971734942 	 0.0003608144971734942
196	 16 	 CH2 	 CH2 	 0.0025988027757191797 	 0.0025988027757191797
196	 0 	 H2 	 H2 	 1.3542137694074419e-06 	 1.3542137694074419e-06
196	 2 	 FLi 	 LiF 	 0.00713549973925848 	 0.00713549973925848
196	 19 	 HO 	 OH 	 1.3356900452323511e-05 	 1.3356900452323511e-05
196	 13 	 O3 	 O3 	 0.0036997264205895298 	 0.0036997264205895298
196	 5 	 F2 	 F2 	 0.0002030197740729895 	 0.0002030197740729895
196	 12 	 HN 	 NH 	 0.0009425653611213478 	 0.0009425653611213478
196	 21 	 HN2O 	 HON2 	 0.004077285655426621 	 0.004077285655426621
196	 8 	 HLi 	 LiH 	 2.2139114502013413e-06 	 2.2139114502013413e-06
196	 22 	 CH4O 	 CH4O 	 0.0002354397386120537 	 0.0002354397386120537
196	 23 	 HF2 	 HF2 	 0.002686736726026365 	 0.002686736726026365
196	 17 	 H2O 	 OH2 	 0.00022594867694918403 	 0.00022594867694918403
196	 20 	 CH 	 CH 	 2.7511415833652505e-07 	 2.7511415833652505e-07
196	 15 	 CH3 	 CH3 	 1.074123632736428e-07 	 1.074123632736428e-07
196	 11 	 NO2 	 NO2 	 0.00458610815359542 	 0.00458610815359542
196	 24 	 C 	 C 	 3.5731629054465785e-05 	 3.5731629054465785e-05
196	 3 	 CHN 	 CNH 	 0.00363197515501022 	 0.00363197515501022
197	 6 	 C2H2 	 C2H2 	 0.0001436759360914441 	 0.0001436759360914441
197	 18 	 H3N 	 NH3 	 0.00038005203550057484 	 0.00038005203550057484
197	 15 	 CH3 	 CH3 	 1.1103818456817652e-07 	 1.1103818456817652e-07
197	 20 	 CH 	 CH 	 2.7116122199760733e-07 	 2.7116122199760733e-07
197	 1 	 N2 	 N2 	 5.5836640294822475e-06 	 5.5836640294822475e-06
197	 16 	 CH2 	 CH2 	 0.002598695706235436 	 0.002598695706235436
197	 10 	 NO 	 NO 	 8.683234959519051e-05 	 8.683234959519051e-05
197	 21 	 HN2O 	 HON2 	 0.004077297560580742 	 0.004077297560580742
197	 12 	 HN 	 NH 	 0.0009438617819249296 	 0.0009438617819249296
197	 4 	 CO2 	 CO2 	 0.007615461028867773 	 0.007615461028867773
197	 5 	 F2 	 F2 	 0.0002029625570926361 	 0.0002029625570926361
197	 19 	 HO 	 OH 	 1.3380311695308894e-05 	 1.3380311695308894e-05
197	 25 	 Li 	 Li 	 3.50481632081699e-05 	 3.50481632081699e-05
197	 23 	 HF2 	 HF2 	 0.002686753998734994 	 0.002686753998734994
197	 8 	 HLi 	 LiH 	 2.2535898153004196e-06 	 2.2535898153004196e-06
197	 13 	 O3 	 O3 	 0.0036997429610664792 	 0.0036997429610664792
197	 24 	 C 	 C 	 3.6525205876511545e-05 	 3.6525205876511545e-05
197	 22 	 CH4O 	 CH4O 	 0.0002354414261890973 	 0.0002354414261890973
197	 0 	 H2 	 H2 	 1.0916325301492727e-06 	 1.0916325301492727e-06
197	 17 	 H2O 	 OH2 	 0.00022636038541144242 	 0.00022636038541144242
197	 14 	 N2O 	 N2O 	 0.003747683655850547 	 0.003747683655850547
197	 3 	 CHN 	 CNH 	 0.0036320352984770487 	 0.0036320352984770487
197	 7 	 CO 	 OC 	 0.00036119376478380686 	 0.00036119376478380686
197	 11 	 NO2 	 NO2 	 0.004587047638606398 	 0.004587047638606398
197	 2 	 FLi 	 LiF 	 0.007119492744475953 	 0.007119492744475953
197	 9 	 Na2 	 Na2 	 1.4663724092249228e-06 	 1.4663724092249228e-06
198	 7 	 CO 	 OC 	 0.0003611604366001488 	 0.0003611604366001488
198	 17 	 H2O 	 OH2 	 0.00022613564807588205 	 0.00022613564807588205
198	 8 	 HLi 	 LiH 	 2.1908091603293404e-06 	 2.1908091603293404e-06
198	 20 	 CH 	 CH 	 2.7966076816857855e-07 	 2.7966076816857855e-07
198	 9 	 Na2 	 Na2 	 1.474031929678478e-06 	 1.474031929678478e-06
198	 0 	 H2 	 H2 	 9.764389077521296e-07 	 9.764389077521296e-07
198	 24 	 C 	 C 	 3.618867432715076e-05 	 3.618867432715076e-05
198	 13 	 O3 	 O3 	 0.003701650543009884 	 0.003701650543009884
198	 19 	 HO 	 OH 	 1.341745632559561e-05 	 1.341745632559561e-05
198	 1 	 N2 	 N2 	 5.5462899312139425e-06 	 5.5462899312139425e-06
198	 22 	 CH4O 	 CH4O 	 0.0002354426443429966 	 0.0002354426443429966
198	 21 	 HN2O 	 HON2 	 0.0040773295660330704 	 0.0040773295660330704
198	 16 	 CH2 	 CH2 	 0.002597582194698874 	 0.002597582194698874
198	 18 	 H3N 	 NH3 	 0.000379597058870137 	 0.000379597058870137
198	 6 	 C2H2 	 C2H2 	 0.00014362573793870866 	 0.00014362573793870866
198	 11 	 NO2 	 NO2 	 0.0045865107097543285 	 0.0045865107097543285
198	 15 	 CH3 	 CH3 	 1.0598887236607058e-07 	 1.0598887236607058e-07
198	 2 	 FLi 	 LiF 	 0.0071367088804797 	 0.0071367088804797
198	 10 	 NO 	 NO 	 8.681715786404271e-05 	 8.681715786404271e-05
198	 12 	 HN 	 NH 	 0.0009436386480445509 	 0.0009436386480445509
198	 25 	 Li 	 Li 	 3.549962517605729e-05 	 3.549962517605729e-05
198	 5 	 F2 	 F2 	 0.00020284439232836019 	 0.00020284439232836019
198	 14 	 N2O 	 N2O 	 0.0037494518105667877 	 0.0037494518105667877
198	 3 	 CHN 	 CNH 	 0.0036307237854098346 	 0.0036307237854098346
198	 4 	 CO2 	 CO2 	 0.00761565079214298 	 0.00761565079214298
198	 23 	 HF2 	 HF2 	 0.0026867678796305824 	 0.0026867678796305824
199	 11 	 NO2 	 NO2 	 0.004586002373243344 	 0.004586002373243344
199	 24 	 C 	 C 	 3.65142870046568e-05 	 3.65142870046568e-05
199	 13 	 O3 	 O3 	 0.0036975582816129106 	 0.0036975582816129106
199	 22 	 CH4O 	 CH4O 	 0.00023544388170165714 	 0.00023544388170165714
199	 9 	 Na2 	 Na2 	 1.464101006149021e-06 	 1.464101006149021e-06
199	 21 	 HN2O 	 HON2 	 0.004077338335700984 	 0.004077338335700984
199	 25 	 Li 	 Li 	 3.330594319366971e-05 	 3.330594319366971e-05
199	 20 	 CH 	 CH 	 2.740420256172332e-07 	 2.740420256172332e-07
199	 1 	 N2 	 N2 	 5.5141479699863615e-06 	 5.5141479699863615e-06
199	 10 	 NO 	 NO 	 8.683040956976811e-05 	 8.683040956976811e-05
199	 16 	 CH2 	 CH2 	 0.002598466559398286 	 0.002598466559398286
199	 7 	 CO 	 OC 	 0.0003608813248773054 	 0.0003608813248773054
199	 3 	 CHN 	 CNH 	 0.0036284043367450667 	 0.0036284043367450667
199	 6 	 C2H2 	 C2H2 	 0.00013763711161048891 	 0.00013763711161048891
199	 8 	 HLi 	 LiH 	 2.2091070284039723e-06 	 2.2091070284039723e-06
199	 14 	 N2O 	 N2O 	 0.003749509644196379 	 0.003749509644196379
199	 15 	 CH3 	 CH3 	 1.0883359157144667e-07 	 1.0883359157144667e-07
199	 4 	 CO2 	 CO2 	 0.007612346506406391 	 0.007612346506406391
199	 18 	 H3N 	 NH3 	 0.0003803728895893779 	 0.0003803728895893779
199	 2 	 FLi 	 LiF 	 0.007143160652492479 	 0.007143160652492479
199	 12 	 HN 	 NH 	 0.0009432596430885013 	 0.0009432596430885013
199	 5 	 F2 	 F2 	 0.00020299012189326095 	 0.00020299012189326095
199	 23 	 HF2 	 HF2 	 0.002686775840269026 	 0.002686775840269026
199	 0 	 H2 	 H2 	 1.0678496607469807e-06 	 1.0678496607469807e-06
199	 17 	 H2O 	 OH2 	 0.0002263007761916259 	 0.0002263007761916259
199	 19 	 HO 	 OH 	 1.3337001841952592e-05 	 1.3337001841952592e-05
200	 18 	 H3N 	 NH3 	 0.0003793513333516934 	 0.0003793513333516934
200	 14 	 N2O 	 N2O 	 0.0037483937904035044 	 0.0037483937904035044
200	 0 	 H2 	 H2 	 1.2376493102737957e-06 	 1.2376493102737957e-06
200	 2 	 FLi 	 LiF 	 0.007138244332748836 	 0.007138244332748836
200	 3 	 CHN 	 CNH 	 0.0036325493796589637 	 0.0036325493796589637
200	 10 	 NO 	 NO 	 8.676360948410683e-05 	 8.676360948410683e-05
200	 7 	 CO 	 OC 	 0.0003608530316008382 	 0.0003608530316008382
200	 25 	 Li 	 Li 	 3.4487946133733083e-05 	 3.4487946133733083e-05
200	 23 	 HF2 	 HF2 	 0.0026867821125855 	 0.0026867821125855
200	 12 	 HN 	 NH 	 0.0009432701905388723 	 0.0009432701905388723
200	 21 	 HN2O 	 HON2 	 0.004077369730671438 	 0.004077369730671438
200	 22 	 CH4O 	 CH4O 	 0.00023544558043570843 	 0.00023544558043570843
200	 6 	 C2H2 	 C2H2 	 0.00013880179163676921 	 0.00013880179163676921
200	 15 	 CH3 	 CH3 	 1.0424222095357008e-07 	 1.0424222095357008e-07
200	 8 	 HLi 	 LiH 	 2.1682302711885437e-06 	 2.1682302711885437e-06
200	 5 	 F2 	 F2 	 0.000202877196416838 	 0.000202877196416838
200	 1 	 N2 	 N2 	 5.498529752106545e-06 	 5.498529752106545e-06
200	 17 	 H2O 	 OH2 	 0.000226436395035228 	 0.000226436395035228
200	 4 	 CO2 	 CO2 	 0.007608318264477868 	 0.007608318264477868
200	 24 	 C 	 C 	 3.60607415028134e-05 	 3.60607415028134e-05
200	 19 	 HO 	 OH 	 1.3410519848877655e-05 	 1.3410519848877655e-05
200	 16 	 CH2 	 CH2 	 0.002597538801223006 	 0.002597538801223006
200	 11 	 NO2 	 NO2 	 0.004586791240561719 	 0.004586791240561719
200	 20 	 CH 	 CH 	 2.764763792890576e-07 	 2.764763792890576e-07
200	 9 	 Na2 	 Na2 	 1.4692572552555275e-06 	 1.4692572552555275e-06
200	 13 	 O3 	 O3 	 0.0036981227802277716 	 0.0036981227802277716
201	 9 	 Na2 	 Na2 	 1.460094903710954e-06 	 1.460094903710954e-06
201	 11 	 NO2 	 NO2 	 0.004587922980739545 	 0.004587922980739545
201	 22 	 CH4O 	 CH4O 	 0.00023544703686156218 	 0.00023544703686156218
201	 10 	 NO 	 NO 	 8.67867674834844e-05 	 8.67867674834844e-05
201	 16 	 CH2 	 CH2 	 0.0025982806344307745 	 0.0025982806344307745
201	 13 	 O3 	 O3 	 0.0037010688448845513 	 0.0037010688448845513
201	 7 	 CO 	 OC 	 0.00036097763142065535 	 0.00036097763142065535
201	 6 	 C2H2 	 C2H2 	 0.00013772194496537731 	 0.00013772194496537731
201	 25 	 Li 	 Li 	 3.527125406851371e-05 	 3.527125406851371e-05
201	 12 	 HN 	 NH 	 0.0009436549782821406 	 0.0009436549782821406
201	 19 	 HO 	 OH 	 1.3392131191463793e-05 	 1.3392131191463793e-05
201	 20 	 CH 	 CH 	 2.7016809876000987e-07 	 2.7016809876000987e-07
201	 4 	 CO2 	 CO2 	 0.0076138926925393684 	 0.0076138926925393684
201	 5 	 F2 	 F2 	 0.00020282952114830855 	 0.00020282952114830855
201	 14 	 N2O 	 N2O 	 0.0037497124021955318 	 0.0037497124021955318
201	 18 	 H3N 	 NH3 	 0.0003795443953028922 	 0.0003795443953028922
201	 1 	 N2 	 N2 	 5.317106804293865e-06 	 5.317106804293865e-06
201	 0 	 H2 	 H2 	 1.3615067461701386e-06 	 1.3615067461701386e-06
201	 24 	 C 	 C 	 3.654371459751604e-05 	 3.654371459751604e-05
201	 21 	 HN2O 	 HON2 	 0.00407741873656955 	 0.00407741873656955
201	 3 	 CHN 	 CNH 	 0.0036300344602763547 	 0.0036300344602763547
201	 17 	 H2O 	 OH2 	 0.00022632835271573268 	 0.00022632835271573268
201	 8 	 HLi 	 LiH 	 2.2573939460484363e-06 	 2.2573939460484363e-06
201	 23 	 HF2 	 HF2 	 0.002686813890113022 	 0.002686813890113022
201	 2 	 FLi 	 LiF 	 0.007124909580783151 	 0.007124909580783151
201	 15 	 CH3 	 CH3 	 1.0085491956501167e-07 	 1.0085491956501167e-07
202	 6 	 C2H2 	 C2H2 	 0.00013749457258795605 	 0.00013749457258795605
202	 20 	 CH 	 CH 	 2.72983944170566e-07 	 2.72983944170566e-07
202	 9 	 Na2 	 Na2 	 1.4650402952643498e-06 	 1.4650402952643498e-06
202	 1 	 N2 	 N2 	 5.395901170845969e-06 	 5.395901170845969e-06
202	 4 	 CO2 	 CO2 	 0.007611511785123257 	 0.007611511785123257
202	 18 	 H3N 	 NH3 	 0.00037956142081787766 	 0.00037956142081787766
202	 8 	 HLi 	 LiH 	 2.181607919183947e-06 	 2.181607919183947e-06
202	 25 	 Li 	 Li 	 3.8028433476796384e-05 	 3.8028433476796384e-05
202	 16 	 CH2 	 CH2 	 0.0025987381897842614 	 0.0025987381897842614
202	 23 	 HF2 	 HF2 	 0.0026868192035803926 	 0.0026868192035803926
202	 0 	 H2 	 H2 	 1.0011676290891621e-06 	 1.0011676290891621e-06
202	 22 	 CH4O 	 CH4O 	 0.0002354509843667763 	 0.0002354509843667763
202	 19 	 HO 	 OH 	 1.3340293075858024e-05 	 1.3340293075858024e-05
202	 11 	 NO2 	 NO2 	 0.004584853289122138 	 0.004584853289122138
202	 2 	 FLi 	 LiF 	 0.0071403451838545325 	 0.0071403451838545325
202	 15 	 CH3 	 CH3 	 1.0989558476319619e-07 	 1.0989558476319619e-07
202	 24 	 C 	 C 	 3.5620316929894175e-05 	 3.5620316929894175e-05
202	 5 	 F2 	 F2 	 0.00020292554350471998 	 0.00020292554350471998
202	 12 	 HN 	 NH 	 0.0009435505286493769 	 0.0009435505286493769
202	 14 	 N2O 	 N2O 	 0.003751406411815535 	 0.003751406411815535
202	 3 	 CHN 	 CNH 	 0.003627714843228752 	 0.003627714843228752
202	 7 	 CO 	 OC 	 0.0003607461052544369 	 0.0003607461052544369
202	 17 	 H2O 	 OH2 	 0.0002261757170284051 	 0.0002261757170284051
202	 13 	 O3 	 O3 	 0.003700888424295721 	 0.003700888424295721
202	 10 	 NO 	 NO 	 8.669504522850655e-05 	 8.669504522850655e-05
202	 21 	 HN2O 	 HON2 	 0.00407746429428895 	 0.00407746429428895
203	 17 	 H2O 	 OH2 	 0.000226094335640894 	 0.000226094335640894
203	 8 	 HLi 	 LiH 	 2.1195844657059184e-06 	 2.1195844657059184e-06
203	 20 	 CH 	 CH 	 2.7417441894857463e-07 	 2.7417441894857463e-07
203	 24 	 C 	 C 	 3.563241328304774e-05 	 3.563241328304774e-05
203	 2 	 FLi 	 LiF 	 0.007120043917518926 	 0.007120043917518926
203	 13 	 O3 	 O3 	 0.0036999920533359694 	 0.0036999920533359694
203	 1 	 N2 	 N2 	 5.515798914781187e-06 	 5.515798914781187e-06
203	 10 	 NO 	 NO 	 8.677289565480454e-05 	 8.677289565480454e-05
203	 22 	 CH4O 	 CH4O 	 0.00023545145285158996 	 0.00023545145285158996
203	 23 	 HF2 	 HF2 	 0.0026868305877559514 	 0.0026868305877559514
203	 14 	 N2O 	 N2O 	 0.003750997156273584 	 0.003750997156273584
203	 16 	 CH2 	 CH2 	 0.0025981302112442887 	 0.0025981302112442887
203	 3 	 CHN 	 CNH 	 0.0036285973440463256 	 0.0036285973440463256
203	 5 	 F2 	 F2 	 0.00020306685145215697 	 0.00020306685145215697
203	 0 	 H2 	 H2 	 1.1688214023756494e-06 	 1.1688214023756494e-06
203	 9 	 Na2 	 Na2 	 1.4638362692585797e-06 	 1.4638362692585797e-06
203	 6 	 C2H2 	 C2H2 	 0.00014122752610527616 	 0.00014122752610527616
203	 19 	 HO 	 OH 	 1.3407018085548445e-05 	 1.3407018085548445e-05
203	 25 	 Li 	 Li 	 3.3776448122382805e-05 	 3.3776448122382805e-05
203	 15 	 CH3 	 CH3 	 1.0516730708038269e-07 	 1.0516730708038269e-07
203	 7 	 CO 	 OC 	 0.0003609979923468487 	 0.0003609979923468487
203	 4 	 CO2 	 CO2 	 0.007609774556396613 	 0.007609774556396613
203	 12 	 HN 	 NH 	 0.0009429439523322762 	 0.0009429439523322762
203	 21 	 HN2O 	 HON2 	 0.004077478293071454 	 0.004077478293071454
203	 18 	 H3N 	 NH3 	 0.00037991342412300663 	 0.00037991342412300663
203	 11 	 NO2 	 NO2 	 0.004585021171356371 	 0.004585021171356371
204	 5 	 F2 	 F2 	 0.00020302716200769396 	 0.00020302716200769396
204	 13 	 O3 	 O3 	 0.003701680975582203 	 0.003701680975582203
204	 3 	 CHN 	 CNH 	 0.0036321344607614047 	 0.0036321344607614047
204	 18 	 H3N 	 NH3 	 0.00037930300510234546 	 0.00037930300510234546
204	 0 	 H2 	 H2 	 1.6390138879101799e-06 	 1.6390138879101799e-06
204	 7 	 CO 	 OC 	 0.0003609770257928186 	 0.0003609770257928186
204	 16 	 CH2 	 CH2 	 0.002598375370167711 	 0.002598375370167711
204	 21 	 HN2O 	 HON2 	 0.004077480786726062 	 0.004077480786726062
204	 9 	 Na2 	 Na2 	 1.472778622341023e-06 	 1.472778622341023e-06
204	 2 	 FLi 	 LiF 	 0.007138916053362444 	 0.007138916053362444
204	 10 	 NO 	 NO 	 8.678932827079137e-05 	 8.678932827079137e-05
204	 14 	 N2O 	 N2O 	 0.0037490123282327126 	 0.0037490123282327126
204	 24 	 C 	 C 	 3.644662226211558e-05 	 3.644662226211558e-05
204	 8 	 HLi 	 LiH 	 2.2250412757931386e-06 	 2.2250412757931386e-06
204	 4 	 CO2 	 CO2 	 0.007612921537638484 	 0.007612921537638484
204	 23 	 HF2 	 HF2 	 0.0026868460218611944 	 0.0026868460218611944
204	 1 	 N2 	 N2 	 5.5622954045907385e-06 	 5.5622954045907385e-06
204	 15 	 CH3 	 CH3 	 1.0611631192773156e-07 	 1.0611631192773156e-07
204	 6 	 C2H2 	 C2H2 	 0.0001378622369690985 	 0.0001378622369690985
204	 17 	 H2O 	 OH2 	 0.00022647148806511134 	 0.00022647148806511134
204	 20 	 CH 	 CH 	 2.7521642831106026e-07 	 2.7521642831106026e-07
204	 25 	 Li 	 Li 	 3.334974581738511e-05 	 3.334974581738511e-05
204	 12 	 HN 	 NH 	 0.0009433368561656474 	 0.0009433368561656474
204	 22 	 CH4O 	 CH4O 	 0.0002354539354260421 	 0.0002354539354260421
204	 19 	 HO 	 OH 	 1.3409871500872627e-05 	 1.3409871500872627e-05
204	 11 	 NO2 	 NO2 	 0.004587893621267005 	 0.004587893621267005
205	 21 	 HN2O 	 HON2 	 0.004077500389677355 	 0.004077500389677355
205	 1 	 N2 	 N2 	 5.201682266654718e-06 	 5.201682266654718e-06
205	 20 	 CH 	 CH 	 2.7965081426687513e-07 	 2.7965081426687513e-07
205	 8 	 HLi 	 LiH 	 2.2002516766753584e-06 	 2.2002516766753584e-06
205	 19 	 HO 	 OH 	 1.3403338559369598e-05 	 1.3403338559369598e-05
205	 6 	 C2H2 	 C2H2 	 0.0001379256839253766 	 0.0001379256839253766
205	 17 	 H2O 	 OH2 	 0.00022604200255555535 	 0.00022604200255555535
205	 23 	 HF2 	 HF2 	 0.002686858460680639 	 0.002686858460680639
205	 7 	 CO 	 OC 	 0.0003610371394062277 	 0.0003610371394062277
205	 9 	 Na2 	 Na2 	 1.4734026118855552e-06 	 1.4734026118855552e-06
205	 18 	 H3N 	 NH3 	 0.0003800836184211217 	 0.0003800836184211217
205	 24 	 C 	 C 	 3.585357458761726e-05 	 3.585357458761726e-05
205	 5 	 F2 	 F2 	 0.00020293952181481235 	 0.00020293952181481235
205	 15 	 CH3 	 CH3 	 1.0285100153968294e-07 	 1.0285100153968294e-07
205	 3 	 CHN 	 CNH 	 0.003631301392899124 	 0.003631301392899124
205	 13 	 O3 	 O3 	 0.003701108377860859 	 0.003701108377860859
205	 2 	 FLi 	 LiF 	 0.0071290014727767165 	 0.0071290014727767165
205	 14 	 N2O 	 N2O 	 0.00375203749358775 	 0.00375203749358775
205	 12 	 HN 	 NH 	 0.000942502109393373 	 0.000942502109393373
205	 16 	 CH2 	 CH2 	 0.0025986551940680933 	 0.0025986551940680933
205	 22 	 CH4O 	 CH4O 	 0.00023545466733041644 	 0.00023545466733041644
205	 11 	 NO2 	 NO2 	 0.004588086868677312 	 0.004588086868677312
205	 10 	 NO 	 NO 	 8.679070444027514e-05 	 8.679070444027514e-05
205	 0 	 H2 	 H2 	 1.0439007581412661e-06 	 1.0439007581412661e-06
205	 25 	 Li 	 Li 	 3.287864518616912e-05 	 3.287864518616912e-05
205	 4 	 CO2 	 CO2 	 0.007615760690389747 	 0.007615760690389747
206	 14 	 N2O 	 N2O 	 0.0037509355050686552 	 0.0037509355050686552
206	 11 	 NO2 	 NO2 	 0.004584901028656068 	 0.004584901028656068
