#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
81	 12 	 HN 	 NH 	 0.0014292140222177789 	 0.0014292140222177789
81	 11 	 NO2 	 NO2 	 0.005674697219951401 	 0.005674697219951401
81	 9 	 Na2 	 Na2 	 3.2005258330936574e-06 	 3.2005258330936574e-06
81	 25 	 Li 	 Li 	 4.546007182925674e-05 	 4.546007182925674e-05
81	 5 	 F2 	 F2 	 0.00027983954407975075 	 0.00027983954407975075
81	 21 	 HN2O 	 HON2 	 0.005170539196315039 	 0.005170539196315039
81	 4 	 CO2 	 CO2 	 0.006068896897400686 	 0.006068896897400686
81	 2 	 FLi 	 LiF 	 0.006652622089530806 	 0.006652622089530806
81	 10 	 NO 	 NO 	 0.00013155773446982779 	 0.00013155773446982779
81	 23 	 HF2 	 HF2 	 0.0030040295856976 	 0.0030040295856976
81	 0 	 H2 	 H2 	 1.054818839614048e-06 	 1.054818839614048e-06
81	 1 	 N2 	 N2 	 1.1324309400146181e-05 	 1.1324309400146181e-05
81	 17 	 H2O 	 OH2 	 0.000294240872045345 	 0.000294240872045345
81	 15 	 CH3 	 CH3 	 2.5715124756297775e-05 	 2.5715124756297775e-05
81	 18 	 H3N 	 NH3 	 0.0006716636636191843 	 0.0006716636636191843
81	 14 	 N2O 	 N2O 	 0.004810099941216646 	 0.004810099941216646
81	 20 	 CH 	 CH 	 1.3104224031523281e-06 	 1.3104224031523281e-06
81	 6 	 C2H2 	 C2H2 	 7.709813440946446e-05 	 7.709813440946446e-05
81	 19 	 HO 	 OH 	 2.395324875635207e-05 	 2.395324875635207e-05
81	 13 	 O3 	 O3 	 0.0049833222915638 	 0.0049833222915638
81	 8 	 HLi 	 LiH 	 5.217973885969565e-07 	 5.217973885969565e-07
81	 24 	 C 	 C 	 8.27532183702778e-05 	 8.27532183702778e-05
81	 16 	 CH2 	 CH2 	 0.0032250229411329933 	 0.0032250229411329933
81	 7 	 CO 	 OC 	 0.00027176335549594616 	 0.00027176335549594616
81	 3 	 CHN 	 CNH 	 0.0031697501056587676 	 0.0031697501056587676
82	 5 	 F2 	 F2 	 0.00028544739486876917 	 0.00028544739486876917
82	 20 	 CH 	 CH 	 1.3112491953393651e-06 	 1.3112491953393651e-06
82	 2 	 FLi 	 LiF 	 0.006631526816003171 	 0.006631526816003171
82	 8 	 HLi 	 LiH 	 5.911396782227584e-07 	 5.911396782227584e-07
82	 17 	 H2O 	 OH2 	 0.0002957963839962053 	 0.0002957963839962053
82	 15 	 CH3 	 CH3 	 2.7063020495342025e-05 	 2.7063020495342025e-05
82	 21 	 HN2O 	 HON2 	 0.0052466820336351085 	 0.0052466820336351085
82	 4 	 CO2 	 CO2 	 0.005944847250110707 	 0.005944847250110707
82	 16 	 CH2 	 CH2 	 0.003235009953505038 	 0.003235009953505038
82	 14 	 N2O 	 N2O 	 0.004902830357498765 	 0.004902830357498765
82	 12 	 HN 	 NH 	 0.0014742395030979665 	 0.0014742395030979665
82	 7 	 CO 	 OC 	 0.0002676764454080553 	 0.0002676764454080553
82	 23 	 HF2 	 HF2 	 0.003032597391232599 	 0.003032597391232599
82	 3 	 CHN 	 CNH 	 0.0031398476443406237 	 0.0031398476443406237
82	 22 	 CH4O 	 CH4O 	 0.0002763650405244877 	 0.0002763650405244877
82	 19 	 HO 	 OH 	 2.4842800545550908e-05 	 2.4842800545550908e-05
82	 9 	 Na2 	 Na2 	 3.6583551320146556e-06 	 3.6583551320146556e-06
82	 24 	 C 	 C 	 8.675752745861161e-05 	 8.675752745861161e-05
82	 1 	 N2 	 N2 	 1.2383388651779762e-05 	 1.2383388651779762e-05
82	 0 	 H2 	 H2 	 1.0371788749778595e-06 	 1.0371788749778595e-06
82	 10 	 NO 	 NO 	 0.00013766352559469887 	 0.00013766352559469887
82	 11 	 NO2 	 NO2 	 0.0058829689269670315 	 0.0058829689269670315
82	 25 	 Li 	 Li 	 4.769065026407696e-05 	 4.769065026407696e-05
82	 18 	 H3N 	 NH3 	 0.0006907192812187664 	 0.0006907192812187664
82	 13 	 O3 	 O3 	 0.005097092791262535 	 0.005097092791262535
82	 6 	 C2H2 	 C2H2 	 7.733914545843502e-05 	 7.733914545843502e-05
83	 9 	 Na2 	 Na2 	 3.706003053969506e-06 	 3.706003053969506e-06
83	 15 	 CH3 	 CH3 	 2.8467422093949328e-05 	 2.8467422093949328e-05
83	 5 	 F2 	 F2 	 0.00029243658341339255 	 0.00029243658341339255
83	 13 	 O3 	 O3 	 0.005075520036690596 	 0.005075520036690596
83	 7 	 CO 	 OC 	 0.00026482530374798976 	 0.00026482530374798976
83	 25 	 Li 	 Li 	 5.279021595280568e-05 	 5.279021595280568e-05
83	 4 	 CO2 	 CO2 	 0.005874610272427068 	 0.005874610272427068
83	 19 	 HO 	 OH 	 2.513227752276825e-05 	 2.513227752276825e-05
83	 6 	 C2H2 	 C2H2 	 7.691344878982579e-05 	 7.691344878982579e-05
83	 11 	 NO2 	 NO2 	 0.005894809802731877 	 0.005894809802731877
83	 20 	 CH 	 CH 	 1.2786770414466921e-06 	 1.2786770414466921e-06
83	 14 	 N2O 	 N2O 	 0.0049699105683756045 	 0.0049699105683756045
83	 10 	 NO 	 NO 	 0.00013927349733972396 	 0.00013927349733972396
83	 0 	 H2 	 H2 	 9.335528880207729e-07 	 9.335528880207729e-07
83	 8 	 HLi 	 LiH 	 6.987908958456382e-07 	 6.987908958456382e-07
83	 2 	 FLi 	 LiF 	 0.006582126334804245 	 0.006582126334804245
83	 16 	 CH2 	 CH2 	 0.0032592505772212274 	 0.0032592505772212274
83	 12 	 HN 	 NH 	 0.001500443709798933 	 0.001500443709798933
83	 17 	 H2O 	 OH2 	 0.0003012575254775349 	 0.0003012575254775349
83	 22 	 CH4O 	 CH4O 	 0.0002786245499138132 	 0.0002786245499138132
83	 24 	 C 	 C 	 8.880872260549166e-05 	 8.880872260549166e-05
83	 3 	 CHN 	 CNH 	 0.003105163621680282 	 0.003105163621680282
83	 1 	 N2 	 N2 	 1.38817055363544e-05 	 1.38817055363544e-05
83	 23 	 HF2 	 HF2 	 0.003062703503223037 	 0.003062703503223037
83	 18 	 H3N 	 NH3 	 0.000699095691422751 	 0.000699095691422751
83	 21 	 HN2O 	 HON2 	 0.005344288969511139 	 0.005344288969511139
84	 18 	 H3N 	 NH3 	 0.0006996401853331547 	 0.0006996401853331547
84	 8 	 HLi 	 LiH 	 6.845179352219083e-07 	 6.845179352219083e-07
84	 9 	 Na2 	 Na2 	 3.977618090247469e-06 	 3.977618090247469e-06
84	 11 	 NO2 	 NO2 	 0.005953080347128623 	 0.005953080347128623
84	 25 	 Li 	 Li 	 4.988623382242138e-05 	 4.988623382242138e-05
84	 20 	 CH 	 CH 	 3.3443504062813763e-06 	 3.3443504062813763e-06
84	 5 	 F2 	 F2 	 0.00028637249391668334 	 0.00028637249391668334
84	 22 	 CH4O 	 CH4O 	 0.0002677184171280756 	 0.0002677184171280756
84	 2 	 FLi 	 LiF 	 0.006695933217033706 	 0.006695933217033706
84	 24 	 C 	 C 	 7.214217148529221e-05 	 7.214217148529221e-05
84	 12 	 HN 	 NH 	 0.0012838202377716374 	 0.0012838202377716374
84	 16 	 CH2 	 CH2 	 0.002944492747866641 	 0.002944492747866641
84	 10 	 NO 	 NO 	 0.00010279349869395176 	 0.00010279349869395176
84	 13 	 O3 	 O3 	 0.004100118481871044 	 0.004100118481871044
84	 0 	 H2 	 H2 	 2.8464824545369696e-06 	 2.8464824545369696e-06
84	 14 	 N2O 	 N2O 	 0.004021422185591596 	 0.004021422185591596
84	 19 	 HO 	 OH 	 2.012170133298818e-05 	 2.012170133298818e-05
84	 1 	 N2 	 N2 	 5.6311652153475055e-06 	 5.6311652153475055e-06
84	 21 	 HN2O 	 HON2 	 0.004386743637380805 	 0.004386743637380805
84	 17 	 H2O 	 OH2 	 0.00026733745769910527 	 0.00026733745769910527
84	 7 	 CO 	 OC 	 0.0003528176532664584 	 0.0003528176532664584
84	 3 	 CHN 	 CNH 	 0.003403868778308829 	 0.003403868778308829
84	 23 	 HF2 	 HF2 	 0.002715866635073284 	 0.002715866635073284
84	 4 	 CO2 	 CO2 	 0.007396348409244334 	 0.007396348409244334
84	 15 	 CH3 	 CH3 	 2.8858617746489305e-07 	 2.8858617746489305e-07
84	 6 	 C2H2 	 C2H2 	 0.0001255911439946937 	 0.0001255911439946937
85	 1 	 N2 	 N2 	 4.85279238453176e-06 	 4.85279238453176e-06
85	 15 	 CH3 	 CH3 	 1.1789979610386006e-07 	 1.1789979610386006e-07
85	 22 	 CH4O 	 CH4O 	 0.00023169815359926679 	 0.00023169815359926679
85	 14 	 N2O 	 N2O 	 0.003694299185605554 	 0.003694299185605554
85	 11 	 NO2 	 NO2 	 0.00448089368668143 	 0.00448089368668143
85	 23 	 HF2 	 HF2 	 0.0026835228371638238 	 0.0026835228371638238
85	 4 	 CO2 	 CO2 	 0.0075314363777757 	 0.0075314363777757
85	 24 	 C 	 C 	 4.3219060538939503e-05 	 4.3219060538939503e-05
85	 6 	 C2H2 	 C2H2 	 0.00012256770888164538 	 0.00012256770888164538
85	 21 	 HN2O 	 HON2 	 0.004176839777375478 	 0.004176839777375478
85	 19 	 HO 	 OH 	 1.730132621183878e-05 	 1.730132621183878e-05
85	 9 	 Na2 	 Na2 	 3.6594973175461132e-06 	 3.6594973175461132e-06
85	 2 	 FLi 	 LiF 	 0.006965221551517513 	 0.006965221551517513
85	 5 	 F2 	 F2 	 0.0002110074897231592 	 0.0002110074897231592
85	 3 	 CHN 	 CNH 	 0.0034433640493478483 	 0.0034433640493478483
85	 25 	 Li 	 Li 	 3.7747373384483335e-05 	 3.7747373384483335e-05
85	 0 	 H2 	 H2 	 3.499067193230435e-06 	 3.499067193230435e-06
85	 8 	 HLi 	 LiH 	 4.326689901141607e-06 	 4.326689901141607e-06
85	 13 	 O3 	 O3 	 0.0035858837880385244 	 0.0035858837880385244
85	 17 	 H2O 	 OH2 	 0.00025090392034672377 	 0.00025090392034672377
85	 12 	 HN 	 NH 	 0.0010232940691858826 	 0.0010232940691858826
85	 16 	 CH2 	 CH2 	 0.0026250623327172223 	 0.0026250623327172223
85	 7 	 CO 	 OC 	 0.00036703149948725167 	 0.00036703149948725167
