#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
256	 5 	 F2 	 F2 	 0.00015016429364155697 	 0.00015016429364155697
256	 16 	 CH2 	 CH2 	 0.0029032377334853817 	 0.0029032377334853817
256	 15 	 CH3 	 CH3 	 1.4430552962939504e-07 	 1.4430552962939504e-07
256	 13 	 O3 	 O3 	 0.002699686922120254 	 0.002699686922120254
256	 11 	 NO2 	 NO2 	 0.003507745158293324 	 0.003507745158293324
256	 14 	 N2O 	 N2O 	 0.003516333417555153 	 0.003516333417555153
256	 6 	 C2H2 	 C2H2 	 5.001879696193351e-05 	 5.001879696193351e-05
256	 24 	 C 	 C 	 4.891710207331506e-05 	 4.891710207331506e-05
256	 25 	 Li 	 Li 	 6.138588390431245e-06 	 6.138588390431245e-06
256	 20 	 CH 	 CH 	 5.040760164988099e-09 	 5.040760164988099e-09
256	 10 	 NO 	 NO 	 1.9496488849489935e-05 	 1.9496488849489935e-05
256	 17 	 H2O 	 OH2 	 0.0002607394519252312 	 0.0002607394519252312
256	 4 	 CO2 	 CO2 	 0.008023003057651265 	 0.008023003057651265
256	 19 	 HO 	 OH 	 1.2619215976376143e-05 	 1.2619215976376143e-05
256	 2 	 FLi 	 LiF 	 0.007437714658876433 	 0.007437714658876433
256	 1 	 N2 	 N2 	 5.956254190266343e-06 	 5.956254190266343e-06
256	 23 	 HF2 	 HF2 	 0.0017868050869531186 	 0.0017868050869531186
256	 0 	 H2 	 H2 	 5.105736271242785e-06 	 5.105736271242785e-06
256	 18 	 H3N 	 NH3 	 0.0005501088794812658 	 0.0005501088794812658
256	 7 	 CO 	 OC 	 0.0003900744063008044 	 0.0003900744063008044
256	 21 	 HN2O 	 HON2 	 0.002996462850302161 	 0.002996462850302161
256	 12 	 HN 	 NH 	 0.0008857235139803805 	 0.0008857235139803805
256	 22 	 CH4O 	 CH4O 	 0.0001271002040962764 	 0.0001271002040962764
256	 9 	 Na2 	 Na2 	 2.9652204042510173e-06 	 2.9652204042510173e-06
256	 3 	 CHN 	 CNH 	 0.002885232779740921 	 0.002885232779740921
257	 1 	 N2 	 N2 	 5.952991655784565e-06 	 5.952991655784565e-06
257	 23 	 HF2 	 HF2 	 0.0017868077347818817 	 0.0017868077347818817
257	 14 	 N2O 	 N2O 	 0.0035185794294939187 	 0.0035185794294939187
257	 4 	 CO2 	 CO2 	 0.008031491480716912 	 0.008031491480716912
257	 20 	 CH 	 CH 	 4.482709502138497e-09 	 4.482709502138497e-09
257	 15 	 CH3 	 CH3 	 1.5001352342874118e-07 	 1.5001352342874118e-07
257	 21 	 HN2O 	 HON2 	 0.002996453746379194 	 0.002996453746379194
257	 25 	 Li 	 Li 	 4.971478215184473e-06 	 4.971478215184473e-06
257	 11 	 NO2 	 NO2 	 0.003510126632839387 	 0.003510126632839387
257	 22 	 CH4O 	 CH4O 	 0.00012710050803680503 	 0.00012710050803680503
257	 12 	 HN 	 NH 	 0.0008854719135860105 	 0.0008854719135860105
257	 17 	 H2O 	 OH2 	 0.00026067514485901707 	 0.00026067514485901707
257	 8 	 HLi 	 LiH 	 9.569140698971211e-06 	 9.569140698971211e-06
257	 6 	 C2H2 	 C2H2 	 5.004642433083558e-05 	 5.004642433083558e-05
257	 5 	 F2 	 F2 	 0.0001502070342994884 	 0.0001502070342994884
257	 18 	 H3N 	 NH3 	 0.000549946236699444 	 0.000549946236699444
257	 2 	 FLi 	 LiF 	 0.007429106303440067 	 0.007429106303440067
257	 24 	 C 	 C 	 4.88763165989595e-05 	 4.88763165989595e-05
257	 16 	 CH2 	 CH2 	 0.0029016449174065167 	 0.0029016449174065167
257	 13 	 O3 	 O3 	 0.0027025357571367134 	 0.0027025357571367134
257	 3 	 CHN 	 CNH 	 0.002885390292704535 	 0.002885390292704535
257	 7 	 CO 	 OC 	 0.0003899784158955324 	 0.0003899784158955324
257	 0 	 H2 	 H2 	 5.064198009805763e-06 	 5.064198009805763e-06
257	 19 	 HO 	 OH 	 1.2656619446055286e-05 	 1.2656619446055286e-05
257	 9 	 Na2 	 Na2 	 2.969995363822879e-06 	 2.969995363822879e-06
257	 10 	 NO 	 NO 	 1.9492790492138387e-05 	 1.9492790492138387e-05
258	 15 	 CH3 	 CH3 	 1.5066518970932061e-07 	 1.5066518970932061e-07
258	 6 	 C2H2 	 C2H2 	 5.01770592001372e-05 	 5.01770592001372e-05
258	 10 	 NO 	 NO 	 1.9538349669863446e-05 	 1.9538349669863446e-05
258	 13 	 O3 	 O3 	 0.0027003680052846003 	 0.0027003680052846003
258	 20 	 CH 	 CH 	 4.496324268664048e-09 	 4.496324268664048e-09
258	 14 	 N2O 	 N2O 	 0.0035170335939318123 	 0.0035170335939318123
258	 19 	 HO 	 OH 	 1.2668033620484424e-05 	 1.2668033620484424e-05
258	 7 	 CO 	 OC 	 0.0003900515766052447 	 0.0003900515766052447
258	 23 	 HF2 	 HF2 	 0.0017868059907796745 	 0.0017868059907796745
258	 18 	 H3N 	 NH3 	 0.0005506288615504444 	 0.0005506288615504444
258	 11 	 NO2 	 NO2 	 0.0035091456184111287 	 0.0035091456184111287
258	 22 	 CH4O 	 CH4O 	 0.00012710059490833277 	 0.00012710059490833277
258	 21 	 HN2O 	 HON2 	 0.0029964507618172945 	 0.0029964507618172945
258	 3 	 CHN 	 CNH 	 0.0028857351023516683 	 0.0028857351023516683
258	 0 	 H2 	 H2 	 5.335283316692614e-06 	 5.335283316692614e-06
258	 9 	 Na2 	 Na2 	 2.97506738802665e-06 	 2.97506738802665e-06
258	 17 	 H2O 	 OH2 	 0.0002605779862535584 	 0.0002605779862535584
258	 16 	 CH2 	 CH2 	 0.0029025803612906533 	 0.0029025803612906533
258	 12 	 HN 	 NH 	 0.0008858518907894915 	 0.0008858518907894915
258	 8 	 HLi 	 LiH 	 9.334118083689581e-06 	 9.334118083689581e-06
258	 24 	 C 	 C 	 4.8796430127706386e-05 	 4.8796430127706386e-05
258	 4 	 CO2 	 CO2 	 0.008024501499386718 	 0.008024501499386718
258	 5 	 F2 	 F2 	 0.00015012809870114326 	 0.00015012809870114326
258	 1 	 N2 	 N2 	 5.661739443124605e-06 	 5.661739443124605e-06
258	 2 	 FLi 	 LiF 	 0.007428927419848977 	 0.007428927419848977
258	 25 	 Li 	 Li 	 5.062919448777495e-06 	 5.062919448777495e-06
259	 25 	 Li 	 Li 	 5.628924572885966e-06 	 5.628924572885966e-06
259	 2 	 FLi 	 LiF 	 0.007430318235685086 	 0.007430318235685086
259	 22 	 CH4O 	 CH4O 	 0.000127100472729064 	 0.000127100472729064
259	 11 	 NO2 	 NO2 	 0.003509219739834206 	 0.003509219739834206
259	 6 	 C2H2 	 C2H2 	 4.9415428137635106e-05 	 4.9415428137635106e-05
259	 15 	 CH3 	 CH3 	 1.5119834709525295e-07 	 1.5119834709525295e-07
259	 4 	 CO2 	 CO2 	 0.008021084420471957 	 0.008021084420471957
259	 17 	 H2O 	 OH2 	 0.00026098663025749685 	 0.00026098663025749685
259	 21 	 HN2O 	 HON2 	 0.002996454615460462 	 0.002996454615460462
259	 18 	 H3N 	 NH3 	 0.0005494857906449941 	 0.0005494857906449941
259	 7 	 CO 	 OC 	 0.0003896277902602126 	 0.0003896277902602126
259	 16 	 CH2 	 CH2 	 0.002901994623130732 	 0.002901994623130732
259	 0 	 H2 	 H2 	 4.907292334509263e-06 	 4.907292334509263e-06
259	 10 	 NO 	 NO 	 1.9482476555677886e-05 	 1.9482476555677886e-05
259	 1 	 N2 	 N2 	 5.909725305776094e-06 	 5.909725305776094e-06
259	 13 	 O3 	 O3 	 0.002701919543505947 	 0.002701919543505947
259	 19 	 HO 	 OH 	 1.2681185204485077e-05 	 1.2681185204485077e-05
259	 8 	 HLi 	 LiH 	 9.272047478283416e-06 	 9.272047478283416e-06
259	 3 	 CHN 	 CNH 	 0.002884818317807526 	 0.002884818317807526
259	 9 	 Na2 	 Na2 	 2.9807089583967585e-06 	 2.9807089583967585e-06
259	 24 	 C 	 C 	 4.852342328291809e-05 	 4.852342328291809e-05
259	 14 	 N2O 	 N2O 	 0.0035180433442088387 	 0.0035180433442088387
259	 5 	 F2 	 F2 	 0.00015017960285557488 	 0.00015017960285557488
259	 20 	 CH 	 CH 	 4.971988960641553e-09 	 4.971988960641553e-09
259	 12 	 HN 	 NH 	 0.0008851784826600885 	 0.0008851784826600885
259	 23 	 HF2 	 HF2 	 0.0017868051898484987 	 0.0017868051898484987
260	 12 	 HN 	 NH 	 0.0008858478443635375 	 0.0008858478443635375
260	 17 	 H2O 	 OH2 	 0.0002608065787477539 	 0.0002608065787477539
260	 23 	 HF2 	 HF2 	 0.001786804472282855 	 0.001786804472282855
260	 6 	 C2H2 	 C2H2 	 4.9410913307194103e-05 	 4.9410913307194103e-05
260	 1 	 N2 	 N2 	 5.924755182428911e-06 	 5.924755182428911e-06
260	 24 	 C 	 C 	 4.856999520576698e-05 	 4.856999520576698e-05
260	 0 	 H2 	 H2 	 5.176833311478091e-06 	 5.176833311478091e-06
260	 3 	 CHN 	 CNH 	 0.0028849255805669647 	 0.0028849255805669647
260	 21 	 HN2O 	 HON2 	 0.00299644864442365 	 0.00299644864442365
260	 9 	 Na2 	 Na2 	 2.966989472777499e-06 	 2.966989472777499e-06
260	 5 	 F2 	 F2 	 0.0001501634525611275 	 0.0001501634525611275
260	 14 	 N2O 	 N2O 	 0.0035200779887390476 	 0.0035200779887390476
260	 7 	 CO 	 OC 	 0.0003900684966900908 	 0.0003900684966900908
260	 15 	 CH3 	 CH3 	 1.3480268100623909e-07 	 1.3480268100623909e-07
260	 13 	 O3 	 O3 	 0.002699023008782897 	 0.002699023008782897
260	 18 	 H3N 	 NH3 	 0.0005494070897202701 	 0.0005494070897202701
260	 16 	 CH2 	 CH2 	 0.0029020844279667307 	 0.0029020844279667307
260	 20 	 CH 	 CH 	 5.072356634440329e-09 	 5.072356634440329e-09
260	 22 	 CH4O 	 CH4O 	 0.0001270997433826362 	 0.0001270997433826362
260	 10 	 NO 	 NO 	 1.9536277395044124e-05 	 1.9536277395044124e-05
260	 4 	 CO2 	 CO2 	 0.008021313401272248 	 0.008021313401272248
260	 11 	 NO2 	 NO2 	 0.0035099813562600468 	 0.0035099813562600468
260	 8 	 HLi 	 LiH 	 9.3663031490982e-06 	 9.3663031490982e-06
260	 25 	 Li 	 Li 	 5.976117285671575e-06 	 5.976117285671575e-06
260	 19 	 HO 	 OH 	 1.267718723057724e-05 	 1.267718723057724e-05
260	 2 	 FLi 	 LiF 	 0.007438649318060582 	 0.007438649318060582
261	 4 	 CO2 	 CO2 	 0.00802874473818603 	 0.00802874473818603
261	 24 	 C 	 C 	 4.88017810808847e-05 	 4.88017810808847e-05
261	 20 	 CH 	 CH 	 5.078577431274196e-09 	 5.078577431274196e-09
261	 22 	 CH4O 	 CH4O 	 0.00012710050668269696 	 0.00012710050668269696
261	 13 	 O3 	 O3 	 0.002702404041362415 	 0.002702404041362415
261	 5 	 F2 	 F2 	 0.00015014558734755863 	 0.00015014558734755863
261	 6 	 C2H2 	 C2H2 	 4.9848912720766094e-05 	 4.9848912720766094e-05
261	 18 	 H3N 	 NH3 	 0.0005504732597129329 	 0.0005504732597129329
261	 17 	 H2O 	 OH2 	 0.00026095396129501496 	 0.00026095396129501496
261	 9 	 Na2 	 Na2 	 2.971148845995885e-06 	 2.971148845995885e-06
261	 19 	 HO 	 OH 	 1.2655453034375412e-05 	 1.2655453034375412e-05
261	 11 	 NO2 	 NO2 	 0.003509648967250056 	 0.003509648967250056
261	 1 	 N2 	 N2 	 5.944416013066543e-06 	 5.944416013066543e-06
261	 8 	 HLi 	 LiH 	 9.573347101395096e-06 	 9.573347101395096e-06
261	 0 	 H2 	 H2 	 5.049540984697564e-06 	 5.049540984697564e-06
261	 3 	 CHN 	 CNH 	 0.002884319368365422 	 0.002884319368365422
261	 23 	 HF2 	 HF2 	 0.0017868047222599865 	 0.0017868047222599865
261	 12 	 HN 	 NH 	 0.0008854744779682814 	 0.0008854744779682814
261	 21 	 HN2O 	 HON2 	 0.002996456141670325 	 0.002996456141670325
261	 16 	 CH2 	 CH2 	 0.0029032947481566194 	 0.0029032947481566194
261	 10 	 NO 	 NO 	 1.953205068065784e-05 	 1.953205068065784e-05
261	 2 	 FLi 	 LiF 	 0.007433546431000247 	 0.007433546431000247
261	 7 	 CO 	 OC 	 0.0003900874484891926 	 0.0003900874484891926
261	 14 	 N2O 	 N2O 	 0.003518477633227964 	 0.003518477633227964
261	 25 	 Li 	 Li 	 6.443719404177098e-06 	 6.443719404177098e-06
261	 15 	 CH3 	 CH3 	 1.37560691136885e-07 	 1.37560691136885e-07
262	 0 	 H2 	 H2 	 4.995896594793435e-06 	 4.995896594793435e-06
262	 15 	 CH3 	 CH3 	 1.3913508581102775e-07 	 1.3913508581102775e-07
262	 10 	 NO 	 NO 	 1.9465285615517955e-05 	 1.9465285615517955e-05
262	 9 	 Na2 	 Na2 	 2.9589790528511133e-06 	 2.9589790528511133e-06
262	 12 	 HN 	 NH 	 0.0008852538334478371 	 0.0008852538334478371
262	 3 	 CHN 	 CNH 	 0.0028853832622557705 	 0.0028853832622557705
262	 13 	 O3 	 O3 	 0.002702341333420705 	 0.002702341333420705
262	 2 	 FLi 	 LiF 	 0.00742911726785403 	 0.00742911726785403
262	 19 	 HO 	 OH 	 1.266341275824255e-05 	 1.266341275824255e-05
262	 7 	 CO 	 OC 	 0.0003897115595082248 	 0.0003897115595082248
262	 23 	 HF2 	 HF2 	 0.001786806131548126 	 0.001786806131548126
262	 11 	 NO2 	 NO2 	 0.003508248664721764 	 0.003508248664721764
262	 14 	 N2O 	 N2O 	 0.0035192878412481886 	 0.0035192878412481886
262	 18 	 H3N 	 NH3 	 0.0005499241191852664 	 0.0005499241191852664
262	 8 	 HLi 	 LiH 	 9.617101222988031e-06 	 9.617101222988031e-06
262	 6 	 C2H2 	 C2H2 	 5.0167190033083686e-05 	 5.0167190033083686e-05
262	 4 	 CO2 	 CO2 	 0.008029955248084225 	 0.008029955248084225
262	 22 	 CH4O 	 CH4O 	 0.00012710000778616117 	 0.00012710000778616117
262	 21 	 HN2O 	 HON2 	 0.00299645276199923 	 0.00299645276199923
262	 17 	 H2O 	 OH2 	 0.0002604044368251177 	 0.0002604044368251177
262	 5 	 F2 	 F2 	 0.00015004608522716794 	 0.00015004608522716794
262	 20 	 CH 	 CH 	 4.648790114602232e-09 	 4.648790114602232e-09
262	 1 	 N2 	 N2 	 5.725507342462675e-06 	 5.725507342462675e-06
262	 25 	 Li 	 Li 	 5.067075170200938e-06 	 5.067075170200938e-06
262	 16 	 CH2 	 CH2 	 0.002903039092547856 	 0.002903039092547856
262	 24 	 C 	 C 	 4.862687332155277e-05 	 4.862687332155277e-05
263	 14 	 N2O 	 N2O 	 0.003518345317740526 	 0.003518345317740526
263	 8 	 HLi 	 LiH 	 9.237270411805837e-06 	 9.237270411805837e-06
263	 17 	 H2O 	 OH2 	 0.00026020676324014174 	 0.00026020676324014174
263	 23 	 HF2 	 HF2 	 0.001786806465221159 	 0.001786806465221159
263	 9 	 Na2 	 Na2 	 2.9852757333422835e-06 	 2.9852757333422835e-06
263	 13 	 O3 	 O3 	 0.002701653209222686 	 0.002701653209222686
263	 3 	 CHN 	 CNH 	 0.0028862307785478256 	 0.0028862307785478256
263	 5 	 F2 	 F2 	 0.00015019319857914403 	 0.00015019319857914403
263	 25 	 Li 	 Li 	 5.996408515315246e-06 	 5.996408515315246e-06
263	 22 	 CH4O 	 CH4O 	 0.00012710057003516073 	 0.00012710057003516073
263	 4 	 CO2 	 CO2 	 0.00802583706736781 	 0.00802583706736781
263	 16 	 CH2 	 CH2 	 0.002903459458190342 	 0.002903459458190342
263	 20 	 CH 	 CH 	 4.87243822096934e-09 	 4.87243822096934e-09
263	 2 	 FLi 	 LiF 	 0.007437666019059092 	 0.007437666019059092
263	 21 	 HN2O 	 HON2 	 0.002996455280745901 	 0.002996455280745901
263	 15 	 CH3 	 CH3 	 1.5060981558908803e-07 	 1.5060981558908803e-07
263	 0 	 H2 	 H2 	 4.9025610326767806e-06 	 4.9025610326767806e-06
263	 18 	 H3N 	 NH3 	 0.0005497517330054655 	 0.0005497517330054655
263	 6 	 C2H2 	 C2H2 	 5.3135067165711325e-05 	 5.3135067165711325e-05
263	 11 	 NO2 	 NO2 	 0.0035095387857322965 	 0.0035095387857322965
263	 12 	 HN 	 NH 	 0.0008854972565152803 	 0.0008854972565152803
263	 19 	 HO 	 OH 	 1.2647669218980695e-05 	 1.2647669218980695e-05
263	 10 	 NO 	 NO 	 1.9525179584505585e-05 	 1.9525179584505585e-05
263	 24 	 C 	 C 	 4.872361623498631e-05 	 4.872361623498631e-05
263	 1 	 N2 	 N2 	 5.915751796703546e-06 	 5.915751796703546e-06
263	 7 	 CO 	 OC 	 0.00039033800191823353 	 0.00039033800191823353
264	 13 	 O3 	 O3 	 0.0027014526665461182 	 0.0027014526665461182
264	 10 	 NO 	 NO 	 1.9517123639349314e-05 	 1.9517123639349314e-05
264	 11 	 NO2 	 NO2 	 0.003507868024937508 	 0.003507868024937508
264	 15 	 CH3 	 CH3 	 1.4291847716115423e-07 	 1.4291847716115423e-07
264	 4 	 CO2 	 CO2 	 0.008030733849518731 	 0.008030733849518731
264	 3 	 CHN 	 CNH 	 0.0028844069152897476 	 0.0028844069152897476
264	 16 	 CH2 	 CH2 	 0.0029015970071447693 	 0.0029015970071447693
264	 6 	 C2H2 	 C2H2 	 5.004776566894275e-05 	 5.004776566894275e-05
264	 8 	 HLi 	 LiH 	 9.41852061155887e-06 	 9.41852061155887e-06
264	 20 	 CH 	 CH 	 4.644026497982044e-09 	 4.644026497982044e-09
264	 18 	 H3N 	 NH3 	 0.0005491008412442851 	 0.0005491008412442851
264	 12 	 HN 	 NH 	 0.0008855276109892454 	 0.0008855276109892454
264	 7 	 CO 	 OC 	 0.0003901077294407107 	 0.0003901077294407107
264	 17 	 H2O 	 OH2 	 0.0002606417193862997 	 0.0002606417193862997
264	 22 	 CH4O 	 CH4O 	 0.00012710033517564248 	 0.00012710033517564248
264	 0 	 H2 	 H2 	 5.218688066587515e-06 	 5.218688066587515e-06
264	 9 	 Na2 	 Na2 	 2.96579360924807e-06 	 2.96579360924807e-06
264	 1 	 N2 	 N2 	 5.728799988808308e-06 	 5.728799988808308e-06
264	 5 	 F2 	 F2 	 0.00015011652440972343 	 0.00015011652440972343
264	 19 	 HO 	 OH 	 1.2623898701766245e-05 	 1.2623898701766245e-05
264	 2 	 FLi 	 LiF 	 0.007432092304548205 	 0.007432092304548205
264	 25 	 Li 	 Li 	 6.358416712828774e-06 	 6.358416712828774e-06
264	 23 	 HF2 	 HF2 	 0.0017868067086255499 	 0.0017868067086255499
264	 14 	 N2O 	 N2O 	 0.003518506747311535 	 0.003518506747311535
264	 21 	 HN2O 	 HON2 	 0.0029964635703450117 	 0.0029964635703450117
264	 24 	 C 	 C 	 4.879497350260754e-05 	 4.879497350260754e-05
265	 19 	 HO 	 OH 	 1.26547379737079e-05 	 1.26547379737079e-05
265	 2 	 FLi 	 LiF 	 0.007441117833114056 	 0.007441117833114056
265	 4 	 CO2 	 CO2 	 0.008022400225517272 	 0.008022400225517272
265	 6 	 C2H2 	 C2H2 	 5.33047577437813e-05 	 5.33047577437813e-05
265	 16 	 CH2 	 CH2 	 0.00290237644093623 	 0.00290237644093623
265	 20 	 CH 	 CH 	 4.968744206751573e-09 	 4.968744206751573e-09
265	 11 	 NO2 	 NO2 	 0.0035093124633697684 	 0.0035093124633697684
265	 14 	 N2O 	 N2O 	 0.003518279957494129 	 0.003518279957494129
265	 7 	 CO 	 OC 	 0.0003896155023169099 	 0.0003896155023169099
265	 8 	 HLi 	 LiH 	 9.401383686872163e-06 	 9.401383686872163e-06
265	 12 	 HN 	 NH 	 0.0008859411605837772 	 0.0008859411605837772
265	 21 	 HN2O 	 HON2 	 0.0029964642040097387 	 0.0029964642040097387
265	 18 	 H3N 	 NH3 	 0.0005490419140232273 	 0.0005490419140232273
265	 13 	 O3 	 O3 	 0.0026991856953994414 	 0.0026991856953994414
265	 25 	 Li 	 Li 	 6.4522914825600246e-06 	 6.4522914825600246e-06
265	 3 	 CHN 	 CNH 	 0.0028850287007037554 	 0.0028850287007037554
265	 1 	 N2 	 N2 	 5.94361562064428e-06 	 5.94361562064428e-06
265	 10 	 NO 	 NO 	 1.9493224195101917e-05 	 1.9493224195101917e-05
265	 5 	 F2 	 F2 	 0.00015022359402238722 	 0.00015022359402238722
265	 0 	 H2 	 H2 	 4.930489574072119e-06 	 4.930489574072119e-06
265	 23 	 HF2 	 HF2 	 0.0017868082395975 	 0.0017868082395975
265	 24 	 C 	 C 	 4.859400558133406e-05 	 4.859400558133406e-05
265	 22 	 CH4O 	 CH4O 	 0.0001271002755592071 	 0.0001271002755592071
265	 15 	 CH3 	 CH3 	 1.519140559556238e-07 	 1.519140559556238e-07
265	 9 	 Na2 	 Na2 	 2.9777462915937843e-06 	 2.9777462915937843e-06
265	 17 	 H2O 	 OH2 	 0.00026051185032588875 	 0.00026051185032588875
266	 12 	 HN 	 NH 	 0.0008850340391117769 	 0.0008850340391117769
266	 9 	 Na2 	 Na2 	 2.9775645812691903e-06 	 2.9775645812691903e-06
266	 23 	 HF2 	 HF2 	 0.001786809990943791 	 0.001786809990943791
266	 14 	 N2O 	 N2O 	 0.003518249137310365 	 0.003518249137310365
266	 19 	 HO 	 OH 	 1.2641898927692523e-05 	 1.2641898927692523e-05
266	 6 	 C2H2 	 C2H2 	 5.30911883202717e-05 	 5.30911883202717e-05
266	 17 	 H2O 	 OH2 	 0.00026036374062941565 	 0.00026036374062941565
266	 22 	 CH4O 	 CH4O 	 0.00012710073280170384 	 0.00012710073280170384
266	 16 	 CH2 	 CH2 	 0.0029033068350385557 	 0.0029033068350385557
266	 10 	 NO 	 NO 	 1.953326109485983e-05 	 1.953326109485983e-05
266	 20 	 CH 	 CH 	 4.897128620582319e-09 	 4.897128620582319e-09
266	 1 	 N2 	 N2 	 5.937314861651914e-06 	 5.937314861651914e-06
266	 2 	 FLi 	 LiF 	 0.0074434911142838124 	 0.0074434911142838124
266	 21 	 HN2O 	 HON2 	 0.0029964617418547575 	 0.0029964617418547575
266	 5 	 F2 	 F2 	 0.00015011612059007872 	 0.00015011612059007872
266	 18 	 H3N 	 NH3 	 0.0005502233345488131 	 0.0005502233345488131
266	 25 	 Li 	 Li 	 5.944270674830074e-06 	 5.944270674830074e-06
266	 24 	 C 	 C 	 4.8610402244457215e-05 	 4.8610402244457215e-05
266	 11 	 NO2 	 NO2 	 0.003508183795850996 	 0.003508183795850996
266	 0 	 H2 	 H2 	 5.219108602997943e-06 	 5.219108602997943e-06
266	 8 	 HLi 	 LiH 	 9.361630977848374e-06 	 9.361630977848374e-06
266	 4 	 CO2 	 CO2 	 0.008024331244237548 	 0.008024331244237548
266	 15 	 CH3 	 CH3 	 1.3097068719031837e-07 	 1.3097068719031837e-07
266	 7 	 CO 	 OC 	 0.0003900443206709143 	 0.0003900443206709143
266	 3 	 CHN 	 CNH 	 0.0028847318983555824 	 0.0028847318983555824
266	 13 	 O3 	 O3 	 0.0027013227267308954 	 0.0027013227267308954
267	 2 	 FLi 	 LiF 	 0.007431513357269959 	 0.007431513357269959
267	 19 	 HO 	 OH 	 1.2672452902069185e-05 	 1.2672452902069185e-05
267	 10 	 NO 	 NO 	 1.950890934023423e-05 	 1.950890934023423e-05
267	 20 	 CH 	 CH 	 4.862217444888785e-09 	 4.862217444888785e-09
267	 12 	 HN 	 NH 	 0.0008853128058543593 	 0.0008853128058543593
267	 7 	 CO 	 OC 	 0.00038971265335327465 	 0.00038971265335327465
267	 1 	 N2 	 N2 	 5.837333832252826e-06 	 5.837333832252826e-06
267	 18 	 H3N 	 NH3 	 0.000550094758131487 	 0.000550094758131487
267	 9 	 Na2 	 Na2 	 2.9756634516891352e-06 	 2.9756634516891352e-06
267	 25 	 Li 	 Li 	 6.284321988325025e-06 	 6.284321988325025e-06
267	 17 	 H2O 	 OH2 	 0.0002601980043805389 	 0.0002601980043805389
267	 16 	 CH2 	 CH2 	 0.002902524632102294 	 0.002902524632102294
267	 13 	 O3 	 O3 	 0.0026991210910334556 	 0.0026991210910334556
267	 4 	 CO2 	 CO2 	 0.008023908104889753 	 0.008023908104889753
267	 23 	 HF2 	 HF2 	 0.0017868074661587493 	 0.0017868074661587493
267	 15 	 CH3 	 CH3 	 1.495992144883348e-07 	 1.495992144883348e-07
267	 24 	 C 	 C 	 4.884376049871318e-05 	 4.884376049871318e-05
267	 6 	 C2H2 	 C2H2 	 4.9523400765598306e-05 	 4.9523400765598306e-05
267	 11 	 NO2 	 NO2 	 0.003507898035369992 	 0.003507898035369992
267	 21 	 HN2O 	 HON2 	 0.002996457566243157 	 0.002996457566243157
267	 14 	 N2O 	 N2O 	 0.0035181825595780934 	 0.0035181825595780934
267	 3 	 CHN 	 CNH 	 0.002885645134686099 	 0.002885645134686099
267	 22 	 CH4O 	 CH4O 	 0.0001271009294339241 	 0.0001271009294339241
267	 0 	 H2 	 H2 	 5.281237213567537e-06 	 5.281237213567537e-06
267	 5 	 F2 	 F2 	 0.00015008595245036938 	 0.00015008595245036938
267	 8 	 HLi 	 LiH 	 9.557443563905353e-06 	 9.557443563905353e-06
268	 10 	 NO 	 NO 	 1.949253351568984e-05 	 1.949253351568984e-05
268	 23 	 HF2 	 HF2 	 0.0017868078046086896 	 0.0017868078046086896
268	 2 	 FLi 	 LiF 	 0.007438882628364736 	 0.007438882628364736
268	 22 	 CH4O 	 CH4O 	 0.000127100649969385 	 0.000127100649969385
268	 20 	 CH 	 CH 	 4.9725306201337475e-09 	 4.9725306201337475e-09
268	 9 	 Na2 	 Na2 	 2.9735977236242253e-06 	 2.9735977236242253e-06
268	 1 	 N2 	 N2 	 5.89856293917195e-06 	 5.89856293917195e-06
268	 8 	 HLi 	 LiH 	 9.520010486136557e-06 	 9.520010486136557e-06
268	 3 	 CHN 	 CNH 	 0.0028853629718525505 	 0.0028853629718525505
268	 19 	 HO 	 OH 	 1.266260695135079e-05 	 1.266260695135079e-05
268	 16 	 CH2 	 CH2 	 0.002901859766672195 	 0.002901859766672195
268	 4 	 CO2 	 CO2 	 0.00802904005886627 	 0.00802904005886627
268	 7 	 CO 	 OC 	 0.00039017972339048975 	 0.00039017972339048975
268	 17 	 H2O 	 OH2 	 0.000260492478967984 	 0.000260492478967984
268	 15 	 CH3 	 CH3 	 1.4129140237138654e-07 	 1.4129140237138654e-07
268	 18 	 H3N 	 NH3 	 0.000550163823928768 	 0.000550163823928768
268	 24 	 C 	 C 	 4.8669982798013616e-05 	 4.8669982798013616e-05
268	 12 	 HN 	 NH 	 0.0008857959184359324 	 0.0008857959184359324
268	 5 	 F2 	 F2 	 0.00015010614425585634 	 0.00015010614425585634
268	 14 	 N2O 	 N2O 	 0.0035179425118128885 	 0.0035179425118128885
268	 6 	 C2H2 	 C2H2 	 5.133834461283652e-05 	 5.133834461283652e-05
268	 13 	 O3 	 O3 	 0.0027002840906224647 	 0.0027002840906224647
268	 21 	 HN2O 	 HON2 	 0.0029964553794863793 	 0.0029964553794863793
268	 25 	 Li 	 Li 	 6.070803653633029e-06 	 6.070803653633029e-06
268	 0 	 H2 	 H2 	 5.1784640187790045e-06 	 5.1784640187790045e-06
268	 11 	 NO2 	 NO2 	 0.0035090318044153196 	 0.0035090318044153196
269	 21 	 HN2O 	 HON2 	 0.002996465929730558 	 0.002996465929730558
269	 11 	 NO2 	 NO2 	 0.0035084489342050184 	 0.0035084489342050184
269	 8 	 HLi 	 LiH 	 9.247849553868992e-06 	 9.247849553868992e-06
269	 3 	 CHN 	 CNH 	 0.0028857736564801896 	 0.0028857736564801896
