#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
269	 10 	 NO 	 NO 	 1.951786811303063e-05 	 1.951786811303063e-05
269	 14 	 N2O 	 N2O 	 0.003517029214892921 	 0.003517029214892921
269	 7 	 CO 	 OC 	 0.0003900351409139661 	 0.0003900351409139661
269	 0 	 H2 	 H2 	 5.4206627289174976e-06 	 5.4206627289174976e-06
269	 5 	 F2 	 F2 	 0.00015006543093017832 	 0.00015006543093017832
269	 20 	 CH 	 CH 	 4.586205526205852e-09 	 4.586205526205852e-09
269	 2 	 FLi 	 LiF 	 0.007430860313261747 	 0.007430860313261747
269	 16 	 CH2 	 CH2 	 0.002903369242570953 	 0.002903369242570953
269	 9 	 Na2 	 Na2 	 2.965175785513473e-06 	 2.965175785513473e-06
269	 19 	 HO 	 OH 	 1.2654886075291662e-05 	 1.2654886075291662e-05
269	 15 	 CH3 	 CH3 	 1.4623076703162173e-07 	 1.4623076703162173e-07
269	 25 	 Li 	 Li 	 6.024004377936137e-06 	 6.024004377936137e-06
269	 4 	 CO2 	 CO2 	 0.008026253243420085 	 0.008026253243420085
269	 13 	 O3 	 O3 	 0.0027024555719870605 	 0.0027024555719870605
269	 23 	 HF2 	 HF2 	 0.0017868021041849795 	 0.0017868021041849795
269	 24 	 C 	 C 	 4.876742766362179e-05 	 4.876742766362179e-05
269	 22 	 CH4O 	 CH4O 	 0.00012709979330345102 	 0.00012709979330345102
269	 18 	 H3N 	 NH3 	 0.0005503257865711183 	 0.0005503257865711183
269	 6 	 C2H2 	 C2H2 	 4.972605013140836e-05 	 4.972605013140836e-05
269	 12 	 HN 	 NH 	 0.0008852825688935572 	 0.0008852825688935572
269	 17 	 H2O 	 OH2 	 0.0002607738788071825 	 0.0002607738788071825
269	 1 	 N2 	 N2 	 5.950929952319739e-06 	 5.950929952319739e-06
270	 25 	 Li 	 Li 	 5.630256374253898e-06 	 5.630256374253898e-06
270	 2 	 FLi 	 LiF 	 0.0074355194614454615 	 0.0074355194614454615
270	 21 	 HN2O 	 HON2 	 0.002996434086870966 	 0.002996434086870966
270	 24 	 C 	 C 	 4.857060741141293e-05 	 4.857060741141293e-05
270	 4 	 CO2 	 CO2 	 0.008023504401324554 	 0.008023504401324554
270	 14 	 N2O 	 N2O 	 0.003518316228461085 	 0.003518316228461085
270	 22 	 CH4O 	 CH4O 	 0.00012709877020442907 	 0.00012709877020442907
270	 18 	 H3N 	 NH3 	 0.0005503144574932916 	 0.0005503144574932916
270	 1 	 N2 	 N2 	 5.884161067873321e-06 	 5.884161067873321e-06
270	 15 	 CH3 	 CH3 	 1.4494710696977837e-07 	 1.4494710696977837e-07
270	 11 	 NO2 	 NO2 	 0.003509750783984547 	 0.003509750783984547
270	 23 	 HF2 	 HF2 	 0.0017867979905802087 	 0.0017867979905802087
270	 12 	 HN 	 NH 	 0.0008854996391350998 	 0.0008854996391350998
270	 13 	 O3 	 O3 	 0.0026987908672027544 	 0.0026987908672027544
270	 20 	 CH 	 CH 	 4.973466917142643e-09 	 4.973466917142643e-09
270	 7 	 CO 	 OC 	 0.00038972649623312996 	 0.00038972649623312996
270	 0 	 H2 	 H2 	 5.075282231741301e-06 	 5.075282231741301e-06
270	 16 	 CH2 	 CH2 	 0.002901945299796584 	 0.002901945299796584
270	 10 	 NO 	 NO 	 1.9522954705249376e-05 	 1.9522954705249376e-05
270	 5 	 F2 	 F2 	 0.00015013907129825412 	 0.00015013907129825412
270	 9 	 Na2 	 Na2 	 2.9698220163383585e-06 	 2.9698220163383585e-06
270	 6 	 C2H2 	 C2H2 	 5.2223086901119463e-05 	 5.2223086901119463e-05
270	 3 	 CHN 	 CNH 	 0.0028848732228563953 	 0.0028848732228563953
270	 19 	 HO 	 OH 	 1.2645602605906222e-05 	 1.2645602605906222e-05
270	 8 	 HLi 	 LiH 	 9.24726267240594e-06 	 9.24726267240594e-06
270	 17 	 H2O 	 OH2 	 0.00026032900089765343 	 0.00026032900089765343
271	 24 	 C 	 C 	 4.886921395094405e-05 	 4.886921395094405e-05
271	 5 	 F2 	 F2 	 0.00015006877670078637 	 0.00015006877670078637
271	 17 	 H2O 	 OH2 	 0.00026017333395552154 	 0.00026017333395552154
271	 0 	 H2 	 H2 	 5.0221378500068775e-06 	 5.0221378500068775e-06
271	 11 	 NO2 	 NO2 	 0.003509562432792713 	 0.003509562432792713
271	 18 	 H3N 	 NH3 	 0.0005490144124463062 	 0.0005490144124463062
271	 20 	 CH 	 CH 	 4.722488102976624e-09 	 4.722488102976624e-09
271	 23 	 HF2 	 HF2 	 0.0017867948318970224 	 0.0017867948318970224
271	 15 	 CH3 	 CH3 	 1.4080480693596228e-07 	 1.4080480693596228e-07
271	 1 	 N2 	 N2 	 5.921801444477556e-06 	 5.921801444477556e-06
271	 8 	 HLi 	 LiH 	 9.460248743419355e-06 	 9.460248743419355e-06
271	 7 	 CO 	 OC 	 0.000389636754520687 	 0.000389636754520687
271	 21 	 HN2O 	 HON2 	 0.002996400437955222 	 0.002996400437955222
271	 6 	 C2H2 	 C2H2 	 5.31577057314879e-05 	 5.31577057314879e-05
271	 22 	 CH4O 	 CH4O 	 0.00012709697556745038 	 0.00012709697556745038
271	 19 	 HO 	 OH 	 1.2643947231363873e-05 	 1.2643947231363873e-05
271	 14 	 N2O 	 N2O 	 0.003518142762377725 	 0.003518142762377725
271	 4 	 CO2 	 CO2 	 0.008028017486391247 	 0.008028017486391247
271	 12 	 HN 	 NH 	 0.0008854433039069671 	 0.0008854433039069671
271	 3 	 CHN 	 CNH 	 0.0028864105413300262 	 0.0028864105413300262
271	 25 	 Li 	 Li 	 5.40634233144718e-06 	 5.40634233144718e-06
271	 9 	 Na2 	 Na2 	 2.9808466096468057e-06 	 2.9808466096468057e-06
271	 16 	 CH2 	 CH2 	 0.0029014717559604146 	 0.0029014717559604146
271	 13 	 O3 	 O3 	 0.0027022710947937952 	 0.0027022710947937952
271	 2 	 FLi 	 LiF 	 0.007434105716263721 	 0.007434105716263721
271	 10 	 NO 	 NO 	 1.9509291187962735e-05 	 1.9509291187962735e-05
272	 24 	 C 	 C 	 4.8799861842464296e-05 	 4.8799861842464296e-05
272	 3 	 CHN 	 CNH 	 0.0028849031863638084 	 0.0028849031863638084
272	 11 	 NO2 	 NO2 	 0.003507966154347725 	 0.003507966154347725
272	 25 	 Li 	 Li 	 6.124179159478061e-06 	 6.124179159478061e-06
272	 4 	 CO2 	 CO2 	 0.008032073863021889 	 0.008032073863021889
272	 6 	 C2H2 	 C2H2 	 5.2511001817108766e-05 	 5.2511001817108766e-05
272	 0 	 H2 	 H2 	 5.179216677752477e-06 	 5.179216677752477e-06
272	 23 	 HF2 	 HF2 	 0.0017867961403477417 	 0.0017867961403477417
272	 21 	 HN2O 	 HON2 	 0.0029964003228674404 	 0.0029964003228674404
272	 15 	 CH3 	 CH3 	 1.4083873379948842e-07 	 1.4083873379948842e-07
272	 2 	 FLi 	 LiF 	 0.007430485313152285 	 0.007430485313152285
272	 17 	 H2O 	 OH2 	 0.000260523345694831 	 0.000260523345694831
272	 8 	 HLi 	 LiH 	 9.37150752622785e-06 	 9.37150752622785e-06
272	 9 	 Na2 	 Na2 	 2.9681174995690067e-06 	 2.9681174995690067e-06
272	 10 	 NO 	 NO 	 1.950019399250804e-05 	 1.950019399250804e-05
272	 13 	 O3 	 O3 	 0.002700549015755302 	 0.002700549015755302
272	 12 	 HN 	 NH 	 0.0008851932554937706 	 0.0008851932554937706
272	 7 	 CO 	 OC 	 0.0003896751670899633 	 0.0003896751670899633
272	 20 	 CH 	 CH 	 4.857139608473589e-09 	 4.857139608473589e-09
272	 22 	 CH4O 	 CH4O 	 0.0001270972598130875 	 0.0001270972598130875
272	 1 	 N2 	 N2 	 5.895839603065347e-06 	 5.895839603065347e-06
272	 5 	 F2 	 F2 	 0.00014999756979945802 	 0.00014999756979945802
272	 18 	 H3N 	 NH3 	 0.000549348650743401 	 0.000549348650743401
272	 14 	 N2O 	 N2O 	 0.003517060540510066 	 0.003517060540510066
272	 16 	 CH2 	 CH2 	 0.002901515376919036 	 0.002901515376919036
272	 19 	 HO 	 OH 	 1.2648386622235452e-05 	 1.2648386622235452e-05
273	 23 	 HF2 	 HF2 	 0.0017867943513852089 	 0.0017867943513852089
273	 13 	 O3 	 O3 	 0.002698647118558161 	 0.002698647118558161
273	 3 	 CHN 	 CNH 	 0.002884737414664604 	 0.002884737414664604
273	 9 	 Na2 	 Na2 	 2.9659154499325836e-06 	 2.9659154499325836e-06
273	 25 	 Li 	 Li 	 6.3809582598816765e-06 	 6.3809582598816765e-06
273	 2 	 FLi 	 LiF 	 0.007439272453549207 	 0.007439272453549207
273	 8 	 HLi 	 LiH 	 9.571905744492053e-06 	 9.571905744492053e-06
273	 12 	 HN 	 NH 	 0.00088497665957213 	 0.00088497665957213
273	 7 	 CO 	 OC 	 0.0003901602290152374 	 0.0003901602290152374
273	 15 	 CH3 	 CH3 	 1.4464606881832162e-07 	 1.4464606881832162e-07
273	 17 	 H2O 	 OH2 	 0.0002602814757382729 	 0.0002602814757382729
273	 22 	 CH4O 	 CH4O 	 0.00012709706417780506 	 0.00012709706417780506
273	 10 	 NO 	 NO 	 1.95046234871603e-05 	 1.95046234871603e-05
273	 5 	 F2 	 F2 	 0.00015016834097367942 	 0.00015016834097367942
273	 11 	 NO2 	 NO2 	 0.0035067586452846283 	 0.0035067586452846283
273	 24 	 C 	 C 	 4.893102347542942e-05 	 4.893102347542942e-05
273	 21 	 HN2O 	 HON2 	 0.002996396520735473 	 0.002996396520735473
273	 16 	 CH2 	 CH2 	 0.002903795425386606 	 0.002903795425386606
273	 19 	 HO 	 OH 	 1.2647809088032867e-05 	 1.2647809088032867e-05
273	 6 	 C2H2 	 C2H2 	 5.3095246871630186e-05 	 5.3095246871630186e-05
273	 14 	 N2O 	 N2O 	 0.0035161133878540292 	 0.0035161133878540292
273	 0 	 H2 	 H2 	 5.549973532388856e-06 	 5.549973532388856e-06
273	 1 	 N2 	 N2 	 5.726570233307167e-06 	 5.726570233307167e-06
273	 18 	 H3N 	 NH3 	 0.0005506696503194443 	 0.0005506696503194443
273	 4 	 CO2 	 CO2 	 0.00802609376835785 	 0.00802609376835785
273	 20 	 CH 	 CH 	 4.8110646702576656e-09 	 4.8110646702576656e-09
274	 8 	 HLi 	 LiH 	 9.600215007109518e-06 	 9.600215007109518e-06
274	 15 	 CH3 	 CH3 	 1.3908514993215427e-07 	 1.3908514993215427e-07
274	 20 	 CH 	 CH 	 4.0757196583603353e-08 	 4.0757196583603353e-08
274	 0 	 H2 	 H2 	 5.470464394086222e-06 	 5.470464394086222e-06
274	 11 	 NO2 	 NO2 	 0.0035087726415652548 	 0.0035087726415652548
274	 7 	 CO 	 OC 	 0.00039009308806428497 	 0.00039009308806428497
274	 9 	 Na2 	 Na2 	 2.96349837400393e-06 	 2.96349837400393e-06
274	 6 	 C2H2 	 C2H2 	 5.281851747138404e-05 	 5.281851747138404e-05
274	 3 	 CHN 	 CNH 	 0.0028842685320833485 	 0.0028842685320833485
274	 14 	 N2O 	 N2O 	 0.0035197356220471477 	 0.0035197356220471477
274	 21 	 HN2O 	 HON2 	 0.002996391736717455 	 0.002996391736717455
274	 17 	 H2O 	 OH2 	 0.00026058199381129765 	 0.00026058199381129765
274	 5 	 F2 	 F2 	 0.0001501221144136779 	 0.0001501221144136779
274	 13 	 O3 	 O3 	 0.00269924844306498 	 0.00269924844306498
274	 2 	 FLi 	 LiF 	 0.007428805865063205 	 0.007428805865063205
274	 12 	 HN 	 NH 	 0.000885789631786714 	 0.000885789631786714
274	 4 	 CO2 	 CO2 	 0.008023838234513709 	 0.008023838234513709
274	 16 	 CH2 	 CH2 	 0.002903193727033418 	 0.002903193727033418
274	 22 	 CH4O 	 CH4O 	 0.00012709751237966103 	 0.00012709751237966103
274	 25 	 Li 	 Li 	 6.291953504515778e-06 	 6.291953504515778e-06
274	 19 	 HO 	 OH 	 1.2687761071531782e-05 	 1.2687761071531782e-05
274	 10 	 NO 	 NO 	 1.951696697884762e-05 	 1.951696697884762e-05
274	 18 	 H3N 	 NH3 	 0.0005491368727285222 	 0.0005491368727285222
274	 1 	 N2 	 N2 	 5.488756160663599e-06 	 5.488756160663599e-06
274	 24 	 C 	 C 	 4.859284649915523e-05 	 4.859284649915523e-05
274	 23 	 HF2 	 HF2 	 0.0017867942059113392 	 0.0017867942059113392
275	 2 	 FLi 	 LiF 	 0.007428971690241981 	 0.007428971690241981
275	 19 	 HO 	 OH 	 1.2674626458184397e-05 	 1.2674626458184397e-05
275	 1 	 N2 	 N2 	 5.420031484326386e-06 	 5.420031484326386e-06
275	 20 	 CH 	 CH 	 4.357753615871791e-09 	 4.357753615871791e-09
275	 12 	 HN 	 NH 	 0.0008852630546869026 	 0.0008852630546869026
275	 8 	 HLi 	 LiH 	 9.437052057018897e-06 	 9.437052057018897e-06
275	 13 	 O3 	 O3 	 0.0027019933762102185 	 0.0027019933762102185
275	 4 	 CO2 	 CO2 	 0.008022123489260952 	 0.008022123489260952
275	 22 	 CH4O 	 CH4O 	 0.00012709662044785506 	 0.00012709662044785506
275	 24 	 C 	 C 	 4.873359280323054e-05 	 4.873359280323054e-05
275	 7 	 CO 	 OC 	 0.0003896388027370777 	 0.0003896388027370777
275	 16 	 CH2 	 CH2 	 0.0029031804955312844 	 0.0029031804955312844
275	 6 	 C2H2 	 C2H2 	 5.0234516141625845e-05 	 5.0234516141625845e-05
275	 10 	 NO 	 NO 	 1.9488102641909654e-05 	 1.9488102641909654e-05
275	 0 	 H2 	 H2 	 5.448152111378194e-06 	 5.448152111378194e-06
275	 3 	 CHN 	 CNH 	 0.002885226220491842 	 0.002885226220491842
275	 23 	 HF2 	 HF2 	 0.0017867913822859323 	 0.0017867913822859323
275	 14 	 N2O 	 N2O 	 0.003517017917866098 	 0.003517017917866098
275	 9 	 Na2 	 Na2 	 2.9692969897722714e-06 	 2.9692969897722714e-06
275	 21 	 HN2O 	 HON2 	 0.002996379182126994 	 0.002996379182126994
275	 17 	 H2O 	 OH2 	 0.00026049227016753453 	 0.00026049227016753453
275	 5 	 F2 	 F2 	 0.00015012968634330496 	 0.00015012968634330496
275	 18 	 H3N 	 NH3 	 0.0005497576973935732 	 0.0005497576973935732
275	 11 	 NO2 	 NO2 	 0.0035068272484850443 	 0.0035068272484850443
275	 15 	 CH3 	 CH3 	 1.427194496227557e-07 	 1.427194496227557e-07
275	 25 	 Li 	 Li 	 6.751285617243424e-06 	 6.751285617243424e-06
276	 9 	 Na2 	 Na2 	 2.9690090638256147e-06 	 2.9690090638256147e-06
276	 12 	 HN 	 NH 	 0.0008852269839114324 	 0.0008852269839114324
276	 7 	 CO 	 OC 	 0.00039003168942886967 	 0.00039003168942886967
276	 6 	 C2H2 	 C2H2 	 4.95844086551381e-05 	 4.95844086551381e-05
276	 18 	 H3N 	 NH3 	 0.0005504584364090217 	 0.0005504584364090217
276	 11 	 NO2 	 NO2 	 0.0035084873639368353 	 0.0035084873639368353
276	 14 	 N2O 	 N2O 	 0.003516965085962531 	 0.003516965085962531
276	 24 	 C 	 C 	 4.8683127021740675e-05 	 4.8683127021740675e-05
276	 4 	 CO2 	 CO2 	 0.00803054999386901 	 0.00803054999386901
276	 25 	 Li 	 Li 	 6.9546078355769125e-06 	 6.9546078355769125e-06
276	 17 	 H2O 	 OH2 	 0.0002609180547823544 	 0.0002609180547823544
276	 13 	 O3 	 O3 	 0.0026987511367209823 	 0.0026987511367209823
276	 8 	 HLi 	 LiH 	 9.553458890131401e-06 	 9.553458890131401e-06
276	 16 	 CH2 	 CH2 	 0.00290134826227197 	 0.00290134826227197
276	 19 	 HO 	 OH 	 1.266875147453149e-05 	 1.266875147453149e-05
276	 20 	 CH 	 CH 	 4.880895979749137e-09 	 4.880895979749137e-09
276	 22 	 CH4O 	 CH4O 	 0.00012709521887804346 	 0.00012709521887804346
276	 21 	 HN2O 	 HON2 	 0.002996375036787728 	 0.002996375036787728
276	 15 	 CH3 	 CH3 	 1.4697999034434483e-07 	 1.4697999034434483e-07
276	 3 	 CHN 	 CNH 	 0.0028857218841041097 	 0.0028857218841041097
276	 5 	 F2 	 F2 	 0.0001500922665560849 	 0.0001500922665560849
276	 10 	 NO 	 NO 	 1.951120473939309e-05 	 1.951120473939309e-05
276	 1 	 N2 	 N2 	 5.883321237915913e-06 	 5.883321237915913e-06
276	 2 	 FLi 	 LiF 	 0.007442088427306757 	 0.007442088427306757
276	 0 	 H2 	 H2 	 5.3415088324224715e-06 	 5.3415088324224715e-06
276	 23 	 HF2 	 HF2 	 0.0017867884286823462 	 0.0017867884286823462
277	 9 	 Na2 	 Na2 	 2.9791786077394875e-06 	 2.9791786077394875e-06
277	 8 	 HLi 	 LiH 	 9.495619310341665e-06 	 9.495619310341665e-06
277	 12 	 HN 	 NH 	 0.0008850900162694841 	 0.0008850900162694841
277	 3 	 CHN 	 CNH 	 0.0028855510379984734 	 0.0028855510379984734
277	 16 	 CH2 	 CH2 	 0.0029013852288853987 	 0.0029013852288853987
277	 11 	 NO2 	 NO2 	 0.003507063860513386 	 0.003507063860513386
277	 25 	 Li 	 Li 	 5.475533935499833e-06 	 5.475533935499833e-06
277	 5 	 F2 	 F2 	 0.0001500806055693755 	 0.0001500806055693755
277	 21 	 HN2O 	 HON2 	 0.0029963673870953365 	 0.0029963673870953365
277	 7 	 CO 	 OC 	 0.0003897841993351591 	 0.0003897841993351591
277	 22 	 CH4O 	 CH4O 	 0.00012709503024943108 	 0.00012709503024943108
277	 18 	 H3N 	 NH3 	 0.0005502699464319973 	 0.0005502699464319973
277	 4 	 CO2 	 CO2 	 0.008023407538429936 	 0.008023407538429936
277	 15 	 CH3 	 CH3 	 1.4638539317004157e-07 	 1.4638539317004157e-07
277	 10 	 NO 	 NO 	 1.9473712813865115e-05 	 1.9473712813865115e-05
277	 19 	 HO 	 OH 	 1.2665659949491058e-05 	 1.2665659949491058e-05
277	 17 	 H2O 	 OH2 	 0.00026025507374627773 	 0.00026025507374627773
277	 1 	 N2 	 N2 	 5.660066531950514e-06 	 5.660066531950514e-06
277	 14 	 N2O 	 N2O 	 0.003516710722650704 	 0.003516710722650704
277	 6 	 C2H2 	 C2H2 	 4.9508691792962095e-05 	 4.9508691792962095e-05
277	 0 	 H2 	 H2 	 4.85822284482226e-06 	 4.85822284482226e-06
277	 13 	 O3 	 O3 	 0.002698925484754978 	 0.002698925484754978
277	 20 	 CH 	 CH 	 4.484765356752949e-09 	 4.484765356752949e-09
277	 24 	 C 	 C 	 4.8749245519415146e-05 	 4.8749245519415146e-05
277	 2 	 FLi 	 LiF 	 0.007426286403217723 	 0.007426286403217723
277	 23 	 HF2 	 HF2 	 0.0017867864368281499 	 0.0017867864368281499
278	 12 	 HN 	 NH 	 0.00088593109243374 	 0.00088593109243374
278	 18 	 H3N 	 NH3 	 0.0005493474869860919 	 0.0005493474869860919
278	 13 	 O3 	 O3 	 0.002699074111757025 	 0.002699074111757025
278	 2 	 FLi 	 LiF 	 0.007435188001295244 	 0.007435188001295244
278	 23 	 HF2 	 HF2 	 0.0017867874463044677 	 0.0017867874463044677
278	 11 	 NO2 	 NO2 	 0.0035072836518226717 	 0.0035072836518226717
278	 0 	 H2 	 H2 	 5.3723505537151144e-06 	 5.3723505537151144e-06
278	 7 	 CO 	 OC 	 0.0003902716357263644 	 0.0003902716357263644
278	 8 	 HLi 	 LiH 	 9.589963393623793e-06 	 9.589963393623793e-06
278	 19 	 HO 	 OH 	 1.2704322745158182e-05 	 1.2704322745158182e-05
278	 3 	 CHN 	 CNH 	 0.002884867833981403 	 0.002884867833981403
278	 1 	 N2 	 N2 	 5.865600529926582e-06 	 5.865600529926582e-06
278	 16 	 CH2 	 CH2 	 0.00290229973370856 	 0.00290229973370856
278	 24 	 C 	 C 	 4.879243714027388e-05 	 4.879243714027388e-05
278	 14 	 N2O 	 N2O 	 0.0035179645910291216 	 0.0035179645910291216
278	 10 	 NO 	 NO 	 1.9467909844156683e-05 	 1.9467909844156683e-05
278	 9 	 Na2 	 Na2 	 2.9567761773157456e-06 	 2.9567761773157456e-06
278	 17 	 H2O 	 OH2 	 0.0002606037402682216 	 0.0002606037402682216
278	 22 	 CH4O 	 CH4O 	 0.00012709504332785988 	 0.00012709504332785988
278	 20 	 CH 	 CH 	 4.597622885100774e-09 	 4.597622885100774e-09
278	 4 	 CO2 	 CO2 	 0.008032006667546882 	 0.008032006667546882
278	 5 	 F2 	 F2 	 0.00015003421935465722 	 0.00015003421935465722
278	 25 	 Li 	 Li 	 5.29204160793765e-06 	 5.29204160793765e-06
278	 15 	 CH3 	 CH3 	 1.4706350295343047e-07 	 1.4706350295343047e-07
278	 21 	 HN2O 	 HON2 	 0.0029963729121911305 	 0.0029963729121911305
278	 6 	 C2H2 	 C2H2 	 4.982665920749295e-05 	 4.982665920749295e-05
279	 17 	 H2O 	 OH2 	 0.00026073484519881175 	 0.00026073484519881175
279	 24 	 C 	 C 	 4.8615471045788544e-05 	 4.8615471045788544e-05
279	 1 	 N2 	 N2 	 5.9553020905221324e-06 	 5.9553020905221324e-06
279	 13 	 O3 	 O3 	 0.002699747601859021 	 0.002699747601859021
279	 4 	 CO2 	 CO2 	 0.008031071649246596 	 0.008031071649246596
279	 22 	 CH4O 	 CH4O 	 0.00012709580363809298 	 0.00012709580363809298
279	 23 	 HF2 	 HF2 	 0.0017867857152668225 	 0.0017867857152668225
279	 5 	 F2 	 F2 	 0.0001500252548266179 	 0.0001500252548266179
279	 12 	 HN 	 NH 	 0.0008848891233509201 	 0.0008848891233509201
279	 8 	 HLi 	 LiH 	 9.526993161986736e-06 	 9.526993161986736e-06
279	 2 	 FLi 	 LiF 	 0.007435279425494592 	 0.007435279425494592
279	 6 	 C2H2 	 C2H2 	 5.0295695257473764e-05 	 5.0295695257473764e-05
279	 15 	 CH3 	 CH3 	 1.3228035034170322e-07 	 1.3228035034170322e-07
279	 16 	 CH2 	 CH2 	 0.002903429247557496 	 0.002903429247557496
279	 20 	 CH 	 CH 	 5.386204648876134e-09 	 5.386204648876134e-09
279	 3 	 CHN 	 CNH 	 0.002886314964757262 	 0.002886314964757262
279	 7 	 CO 	 OC 	 0.00039024230195202844 	 0.00039024230195202844
279	 0 	 H2 	 H2 	 5.49586313820252e-06 	 5.49586313820252e-06
279	 21 	 HN2O 	 HON2 	 0.0029963544746747285 	 0.0029963544746747285
279	 11 	 NO2 	 NO2 	 0.00350788027826552 	 0.00350788027826552
279	 9 	 Na2 	 Na2 	 2.9795892343533516e-06 	 2.9795892343533516e-06
279	 10 	 NO 	 NO 	 1.9518135987738968e-05 	 1.9518135987738968e-05
279	 19 	 HO 	 OH 	 1.2663652083804328e-05 	 1.2663652083804328e-05
279	 14 	 N2O 	 N2O 	 0.0035161986493153522 	 0.0035161986493153522
279	 18 	 H3N 	 NH3 	 0.000549767263540383 	 0.000549767263540383
279	 25 	 Li 	 Li 	 5.604939775295735e-06 	 5.604939775295735e-06
280	 7 	 CO 	 OC 	 0.00038962487057656085 	 0.00038962487057656085
280	 11 	 NO2 	 NO2 	 0.00350915091955234 	 0.00350915091955234
280	 15 	 CH3 	 CH3 	 1.3321195651850353e-07 	 1.3321195651850353e-07
280	 24 	 C 	 C 	 4.8693307186014604e-05 	 4.8693307186014604e-05
280	 1 	 N2 	 N2 	 5.571340551422682e-06 	 5.571340551422682e-06
280	 25 	 Li 	 Li 	 5.083201218296308e-06 	 5.083201218296308e-06
280	 19 	 HO 	 OH 	 1.2635525216927231e-05 	 1.2635525216927231e-05
280	 9 	 Na2 	 Na2 	 2.9645757907576155e-06 	 2.9645757907576155e-06
280	 20 	 CH 	 CH 	 5.154898741710549e-09 	 5.154898741710549e-09
280	 23 	 HF2 	 HF2 	 0.0017867892747967427 	 0.0017867892747967427
280	 10 	 NO 	 NO 	 1.952986181207127e-05 	 1.952986181207127e-05
280	 14 	 N2O 	 N2O 	 0.0035176992751854885 	 0.0035176992751854885
280	 3 	 CHN 	 CNH 	 0.002885262799518932 	 0.002885262799518932
280	 16 	 CH2 	 CH2 	 0.002901161733846208 	 0.002901161733846208
280	 21 	 HN2O 	 HON2 	 0.0029963679427649397 	 0.0029963679427649397
280	 18 	 H3N 	 NH3 	 0.0005503116705803373 	 0.0005503116705803373
280	 22 	 CH4O 	 CH4O 	 0.00012709471743881242 	 0.00012709471743881242
280	 4 	 CO2 	 CO2 	 0.008022169112997714 	 0.008022169112997714
280	 13 	 O3 	 O3 	 0.0026991181173935297 	 0.0026991181173935297
280	 6 	 C2H2 	 C2H2 	 4.959716512678909e-05 	 4.959716512678909e-05
280	 8 	 HLi 	 LiH 	 9.298973431370497e-06 	 9.298973431370497e-06
280	 0 	 H2 	 H2 	 5.129881391376673e-06 	 5.129881391376673e-06
280	 12 	 HN 	 NH 	 0.0008854954996064696 	 0.0008854954996064696
280	 5 	 F2 	 F2 	 0.0001500502592968013 	 0.0001500502592968013
280	 2 	 FLi 	 LiF 	 0.007430839461844212 	 0.007430839461844212
280	 17 	 H2O 	 OH2 	 0.00026053383265108347 	 0.00026053383265108347
281	 1 	 N2 	 N2 	 5.898080966637802e-06 	 5.898080966637802e-06
281	 8 	 HLi 	 LiH 	 9.376915450906027e-06 	 9.376915450906027e-06
281	 15 	 CH3 	 CH3 	 1.3332288375730744e-07 	 1.3332288375730744e-07
281	 6 	 C2H2 	 C2H2 	 5.017347893409859e-05 	 5.017347893409859e-05
281	 7 	 CO 	 OC 	 0.0003901413716516419 	 0.0003901413716516419
281	 18 	 H3N 	 NH3 	 0.0005491308295993023 	 0.0005491308295993023
281	 21 	 HN2O 	 HON2 	 0.0029963683548735656 	 0.0029963683548735656
281	 20 	 CH 	 CH 	 5.126652348570922e-09 	 5.126652348570922e-09
281	 4 	 CO2 	 CO2 	 0.008028520388872891 	 0.008028520388872891
281	 0 	 H2 	 H2 	 4.927792079419493e-06 	 4.927792079419493e-06
281	 17 	 H2O 	 OH2 	 0.0002600993275860814 	 0.0002600993275860814
281	 24 	 C 	 C 	 4.864039080303546e-05 	 4.864039080303546e-05
281	 10 	 NO 	 NO 	 1.950220108961832e-05 	 1.950220108961832e-05
281	 23 	 HF2 	 HF2 	 0.001786785595610117 	 0.001786785595610117
281	 22 	 CH4O 	 CH4O 	 0.00012709512455386698 	 0.00012709512455386698
281	 13 	 O3 	 O3 	 0.0027007633964889455 	 0.0027007633964889455
281	 19 	 HO 	 OH 	 1.2669117324847122e-05 	 1.2669117324847122e-05
281	 3 	 CHN 	 CNH 	 0.002884228391477716 	 0.002884228391477716
281	 25 	 Li 	 Li 	 6.186268639408873e-06 	 6.186268639408873e-06
281	 9 	 Na2 	 Na2 	 2.971152043159721e-06 	 2.971152043159721e-06
281	 12 	 HN 	 NH 	 0.0008855358939729466 	 0.0008855358939729466
281	 2 	 FLi 	 LiF 	 0.007425495796236433 	 0.007425495796236433
281	 14 	 N2O 	 N2O 	 0.0035179682024267848 	 0.0035179682024267848
281	 16 	 CH2 	 CH2 	 0.0029033379731435074 	 0.0029033379731435074
281	 5 	 F2 	 F2 	 0.00015011514759156322 	 0.00015011514759156322
