#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
76	 8 	 HLi 	 LiH 	 5.035022296990162e-07 	 5.035022296990162e-07
76	 20 	 CH 	 CH 	 3.435514111235375e-06 	 3.435514111235375e-06
77	 11 	 NO2 	 NO2 	 0.005261916067340373 	 0.005261916067340373
77	 12 	 HN 	 NH 	 0.0012320224012247849 	 0.0012320224012247849
77	 5 	 F2 	 F2 	 0.00025135944017816436 	 0.00025135944017816436
77	 9 	 Na2 	 Na2 	 1.80721598918102e-05 	 1.80721598918102e-05
77	 18 	 H3N 	 NH3 	 0.000689041250509513 	 0.000689041250509513
77	 0 	 H2 	 H2 	 1.4579055414453488e-07 	 1.4579055414453488e-07
77	 6 	 C2H2 	 C2H2 	 0.00013670688901536244 	 0.00013670688901536244
77	 20 	 CH 	 CH 	 3.4492922784892567e-06 	 3.4492922784892567e-06
77	 15 	 CH3 	 CH3 	 4.532891145575864e-05 	 4.532891145575864e-05
77	 8 	 HLi 	 LiH 	 5.319821400766854e-07 	 5.319821400766854e-07
77	 22 	 CH4O 	 CH4O 	 0.00028493288187081444 	 0.00028493288187081444
77	 23 	 HF2 	 HF2 	 0.003062999689788577 	 0.003062999689788577
77	 24 	 C 	 C 	 3.233874542072375e-05 	 3.233874542072375e-05
77	 4 	 CO2 	 CO2 	 0.006405276404124272 	 0.006405276404124272
77	 7 	 CO 	 OC 	 0.00033147614360353497 	 0.00033147614360353497
77	 21 	 HN2O 	 HON2 	 0.004924085390929369 	 0.004924085390929369
77	 17 	 H2O 	 OH2 	 0.0002570776405943576 	 0.0002570776405943576
77	 16 	 CH2 	 CH2 	 0.00335662119318727 	 0.00335662119318727
77	 1 	 N2 	 N2 	 2.9301070854106647e-06 	 2.9301070854106647e-06
77	 13 	 O3 	 O3 	 0.004938532472820616 	 0.004938532472820616
77	 10 	 NO 	 NO 	 0.00011893009832641163 	 0.00011893009832641163
77	 2 	 FLi 	 LiF 	 0.006963833053272464 	 0.006963833053272464
77	 19 	 HO 	 OH 	 1.3687058670168729e-05 	 1.3687058670168729e-05
77	 14 	 N2O 	 N2O 	 0.004015902000824061 	 0.004015902000824061
77	 3 	 CHN 	 CNH 	 0.003349674736473998 	 0.003349674736473998
77	 25 	 Li 	 Li 	 4.456623366298435e-05 	 4.456623366298435e-05
78	 7 	 CO 	 OC 	 0.0003283576434376152 	 0.0003283576434376152
78	 2 	 FLi 	 LiF 	 0.006959666357156449 	 0.006959666357156449
78	 19 	 HO 	 OH 	 1.3775064406940995e-05 	 1.3775064406940995e-05
78	 14 	 N2O 	 N2O 	 0.0040239343694508075 	 0.0040239343694508075
78	 11 	 NO2 	 NO2 	 0.005301401332672465 	 0.005301401332672465
78	 25 	 Li 	 Li 	 4.903133841962222e-05 	 4.903133841962222e-05
78	 8 	 HLi 	 LiH 	 4.76694544902783e-07 	 4.76694544902783e-07
78	 16 	 CH2 	 CH2 	 0.003372263548374886 	 0.003372263548374886
78	 4 	 CO2 	 CO2 	 0.006330754674895435 	 0.006330754674895435
78	 6 	 C2H2 	 C2H2 	 0.00013543630928316292 	 0.00013543630928316292
78	 17 	 H2O 	 OH2 	 0.00025705892445725674 	 0.00025705892445725674
78	 24 	 C 	 C 	 3.313266169697916e-05 	 3.313266169697916e-05
78	 21 	 HN2O 	 HON2 	 0.004980388724515839 	 0.004980388724515839
78	 12 	 HN 	 NH 	 0.001256925506770639 	 0.001256925506770639
78	 15 	 CH3 	 CH3 	 4.964226618208436e-05 	 4.964226618208436e-05
78	 9 	 Na2 	 Na2 	 1.9682386645922966e-05 	 1.9682386645922966e-05
78	 23 	 HF2 	 HF2 	 0.00308880532982696 	 0.00308880532982696
78	 1 	 N2 	 N2 	 3.5129855066519213e-06 	 3.5129855066519213e-06
78	 18 	 H3N 	 NH3 	 0.0007056139548300004 	 0.0007056139548300004
78	 0 	 H2 	 H2 	 2.8319894606384085e-08 	 2.8319894606384085e-08
78	 22 	 CH4O 	 CH4O 	 0.0002880607352987208 	 0.0002880607352987208
78	 5 	 F2 	 F2 	 0.00025912857144183446 	 0.00025912857144183446
78	 13 	 O3 	 O3 	 0.0050489237936978066 	 0.0050489237936978066
78	 20 	 CH 	 CH 	 3.57683057705095e-06 	 3.57683057705095e-06
78	 3 	 CHN 	 CNH 	 0.0033180495126904123 	 0.0033180495126904123
78	 10 	 NO 	 NO 	 0.00012234595093589336 	 0.00012234595093589336
79	 13 	 O3 	 O3 	 0.0050484509025561005 	 0.0050484509025561005
79	 21 	 HN2O 	 HON2 	 0.0049946697511639585 	 0.0049946697511639585
79	 17 	 H2O 	 OH2 	 0.00025670296115676836 	 0.00025670296115676836
79	 8 	 HLi 	 LiH 	 4.658078582572698e-07 	 4.658078582572698e-07
79	 23 	 HF2 	 HF2 	 0.0030924460585812705 	 0.0030924460585812705
79	 2 	 FLi 	 LiF 	 0.006931199178267104 	 0.006931199178267104
79	 25 	 Li 	 Li 	 4.5339846476982686e-05 	 4.5339846476982686e-05
79	 9 	 Na2 	 Na2 	 1.9840238816197994e-05 	 1.9840238816197994e-05
79	 11 	 NO2 	 NO2 	 0.005338666985605811 	 0.005338666985605811
79	 14 	 N2O 	 N2O 	 0.004055662799035658 	 0.004055662799035658
79	 19 	 HO 	 OH 	 1.3972670813873583e-05 	 1.3972670813873583e-05
79	 18 	 H3N 	 NH3 	 0.0007113255996812932 	 0.0007113255996812932
79	 16 	 CH2 	 CH2 	 0.0033897966768591213 	 0.0033897966768591213
79	 3 	 CHN 	 CNH 	 0.0033085228311017212 	 0.0033085228311017212
79	 12 	 HN 	 NH 	 0.001263632324369652 	 0.001263632324369652
79	 0 	 H2 	 H2 	 2.4309068692750917e-09 	 2.4309068692750917e-09
79	 24 	 C 	 C 	 3.3909718014627453e-05 	 3.3909718014627453e-05
79	 4 	 CO2 	 CO2 	 0.006286718795175332 	 0.006286718795175332
79	 20 	 CH 	 CH 	 3.5014978186702544e-06 	 3.5014978186702544e-06
79	 6 	 C2H2 	 C2H2 	 0.0001331268707859788 	 0.0001331268707859788
79	 15 	 CH3 	 CH3 	 5.143778611795032e-05 	 5.143778611795032e-05
79	 1 	 N2 	 N2 	 3.6631262925503086e-06 	 3.6631262925503086e-06
79	 5 	 F2 	 F2 	 0.0002615468871446713 	 0.0002615468871446713
79	 22 	 CH4O 	 CH4O 	 0.00028869165126109566 	 0.00028869165126109566
79	 10 	 NO 	 NO 	 0.0001232847509467351 	 0.0001232847509467351
79	 7 	 CO 	 OC 	 0.0003195417738563831 	 0.0003195417738563831
80	 14 	 N2O 	 N2O 	 0.004086872793969519 	 0.004086872793969519
80	 22 	 CH4O 	 CH4O 	 0.00028895575216746045 	 0.00028895575216746045
80	 3 	 CHN 	 CNH 	 0.003282943611473055 	 0.003282943611473055
80	 21 	 HN2O 	 HON2 	 0.0050263561855990405 	 0.0050263561855990405
80	 6 	 C2H2 	 C2H2 	 0.00013157314162301985 	 0.00013157314162301985
80	 7 	 CO 	 OC 	 0.00031833144158416776 	 0.00031833144158416776
80	 4 	 CO2 	 CO2 	 0.00622830557944947 	 0.00622830557944947
80	 10 	 NO 	 NO 	 0.00012416195399452153 	 0.00012416195399452153
80	 9 	 Na2 	 Na2 	 2.039507631892254e-05 	 2.039507631892254e-05
80	 0 	 H2 	 H2 	 5.274039462937406e-08 	 5.274039462937406e-08
80	 12 	 HN 	 NH 	 0.0012775636862422848 	 0.0012775636862422848
80	 8 	 HLi 	 LiH 	 4.6232671201798274e-07 	 4.6232671201798274e-07
80	 19 	 HO 	 OH 	 1.396999317075391e-05 	 1.396999317075391e-05
80	 1 	 N2 	 N2 	 4.050993612482858e-06 	 4.050993612482858e-06
80	 18 	 H3N 	 NH3 	 0.0007198735763483873 	 0.0007198735763483873
80	 13 	 O3 	 O3 	 0.005140898605237731 	 0.005140898605237731
80	 24 	 C 	 C 	 3.4909329857155256e-05 	 3.4909329857155256e-05
80	 5 	 F2 	 F2 	 0.00026556294901258976 	 0.00026556294901258976
80	 25 	 Li 	 Li 	 4.41775837804767e-05 	 4.41775837804767e-05
80	 11 	 NO2 	 NO2 	 0.0054265467237675 	 0.0054265467237675
80	 16 	 CH2 	 CH2 	 0.003413083731513414 	 0.003413083731513414
80	 15 	 CH3 	 CH3 	 5.346816604407423e-05 	 5.346816604407423e-05
80	 20 	 CH 	 CH 	 3.554865057975401e-06 	 3.554865057975401e-06
80	 23 	 HF2 	 HF2 	 0.003118336037226266 	 0.003118336037226266
80	 2 	 FLi 	 LiF 	 0.006892221503293172 	 0.006892221503293172
80	 17 	 H2O 	 OH2 	 0.00025888576224113115 	 0.00025888576224113115
81	 7 	 CO 	 OC 	 0.00031399114489534996 	 0.00031399114489534996
81	 19 	 HO 	 OH 	 1.4067710792186136e-05 	 1.4067710792186136e-05
81	 15 	 CH3 	 CH3 	 5.4378179592315696e-05 	 5.4378179592315696e-05
81	 3 	 CHN 	 CNH 	 0.0032545068640610414 	 0.0032545068640610414
81	 12 	 HN 	 NH 	 0.001289388479964018 	 0.001289388479964018
81	 14 	 N2O 	 N2O 	 0.004146971888714124 	 0.004146971888714124
81	 21 	 HN2O 	 HON2 	 0.005078804447410831 	 0.005078804447410831
81	 24 	 C 	 C 	 3.5207655477557625e-05 	 3.5207655477557625e-05
81	 8 	 HLi 	 LiH 	 4.147531359569138e-07 	 4.147531359569138e-07
81	 5 	 F2 	 F2 	 0.00026893312502412875 	 0.00026893312502412875
81	 17 	 H2O 	 OH2 	 0.0002583993075072102 	 0.0002583993075072102
81	 1 	 N2 	 N2 	 4.290695426961186e-06 	 4.290695426961186e-06
81	 23 	 HF2 	 HF2 	 0.003125775263876843 	 0.003125775263876843
81	 9 	 Na2 	 Na2 	 2.1601302924853603e-05 	 2.1601302924853603e-05
81	 10 	 NO 	 NO 	 0.00012689843765223332 	 0.00012689843765223332
81	 2 	 FLi 	 LiF 	 0.0068740190605302755 	 0.0068740190605302755
81	 6 	 C2H2 	 C2H2 	 0.00012182841121443169 	 0.00012182841121443169
81	 13 	 O3 	 O3 	 0.005180378168442808 	 0.005180378168442808
81	 16 	 CH2 	 CH2 	 0.0034239761053884744 	 0.0034239761053884744
81	 20 	 CH 	 CH 	 3.5175001493836104e-06 	 3.5175001493836104e-06
81	 18 	 H3N 	 NH3 	 0.0007270836265312941 	 0.0007270836265312941
81	 11 	 NO2 	 NO2 	 0.005429458832455636 	 0.005429458832455636
81	 22 	 CH4O 	 CH4O 	 0.0002902234939659223 	 0.0002902234939659223
81	 0 	 H2 	 H2 	 5.136913409360404e-08 	 5.136913409360404e-08
81	 4 	 CO2 	 CO2 	 0.006155124324405695 	 0.006155124324405695
81	 25 	 Li 	 Li 	 4.769394134947589e-05 	 4.769394134947589e-05
82	 5 	 F2 	 F2 	 0.00026968679870977995 	 0.00026968679870977995
82	 20 	 CH 	 CH 	 3.5434223744878993e-06 	 3.5434223744878993e-06
82	 4 	 CO2 	 CO2 	 0.006132729360274356 	 0.006132729360274356
82	 2 	 FLi 	 LiF 	 0.006871491328787845 	 0.006871491328787845
82	 7 	 CO 	 OC 	 0.0003094964390191366 	 0.0003094964390191366
82	 10 	 NO 	 NO 	 0.00012806994343684497 	 0.00012806994343684497
82	 23 	 HF2 	 HF2 	 0.0031335667832094165 	 0.0031335667832094165
82	 25 	 Li 	 Li 	 5.033194950426642e-05 	 5.033194950426642e-05
82	 24 	 C 	 C 	 3.621504316375892e-05 	 3.621504316375892e-05
82	 18 	 H3N 	 NH3 	 0.0007338699366075665 	 0.0007338699366075665
82	 1 	 N2 	 N2 	 4.6841588835014655e-06 	 4.6841588835014655e-06
82	 9 	 Na2 	 Na2 	 2.2042354802949695e-05 	 2.2042354802949695e-05
82	 15 	 CH3 	 CH3 	 5.7886652435512654e-05 	 5.7886652435512654e-05
82	 21 	 HN2O 	 HON2 	 0.005127349063542723 	 0.005127349063542723
82	 14 	 N2O 	 N2O 	 0.004216641398128231 	 0.004216641398128231
82	 22 	 CH4O 	 CH4O 	 0.00029261845238129553 	 0.00029261845238129553
82	 19 	 HO 	 OH 	 1.4280030178222275e-05 	 1.4280030178222275e-05
82	 12 	 HN 	 NH 	 0.0013114804277117693 	 0.0013114804277117693
82	 17 	 H2O 	 OH2 	 0.0002587140479006349 	 0.0002587140479006349
82	 11 	 NO2 	 NO2 	 0.0055317748684666525 	 0.0055317748684666525
82	 16 	 CH2 	 CH2 	 0.0034511771937953788 	 0.0034511771937953788
82	 6 	 C2H2 	 C2H2 	 0.00012333851180347668 	 0.00012333851180347668
82	 13 	 O3 	 O3 	 0.005305467851187923 	 0.005305467851187923
82	 8 	 HLi 	 LiH 	 4.2155195613628486e-07 	 4.2155195613628486e-07
82	 0 	 H2 	 H2 	 6.09002070104174e-08 	 6.09002070104174e-08
82	 3 	 CHN 	 CNH 	 0.003209667276402377 	 0.003209667276402377
83	 5 	 F2 	 F2 	 0.00027517598509809013 	 0.00027517598509809013
83	 9 	 Na2 	 Na2 	 2.252048361553046e-05 	 2.252048361553046e-05
83	 18 	 H3N 	 NH3 	 0.00073495645974856 	 0.00073495645974856
83	 11 	 NO2 	 NO2 	 0.005534617991973526 	 0.005534617991973526
83	 23 	 HF2 	 HF2 	 0.0031430136707975057 	 0.0031430136707975057
83	 20 	 CH 	 CH 	 3.6045634155848594e-06 	 3.6045634155848594e-06
83	 6 	 C2H2 	 C2H2 	 0.0001230750593110167 	 0.0001230750593110167
83	 16 	 CH2 	 CH2 	 0.003448504864511724 	 0.003448504864511724
83	 24 	 C 	 C 	 3.698047516598001e-05 	 3.698047516598001e-05
83	 15 	 CH3 	 CH3 	 5.759270806032965e-05 	 5.759270806032965e-05
83	 21 	 HN2O 	 HON2 	 0.005143177696068955 	 0.005143177696068955
83	 22 	 CH4O 	 CH4O 	 0.00029266430354553315 	 0.00029266430354553315
83	 3 	 CHN 	 CNH 	 0.003196397143474561 	 0.003196397143474561
83	 1 	 N2 	 N2 	 4.965498288375393e-06 	 4.965498288375393e-06
83	 8 	 HLi 	 LiH 	 4.1716618329751e-07 	 4.1716618329751e-07
83	 4 	 CO2 	 CO2 	 0.006047527442191572 	 0.006047527442191572
83	 14 	 N2O 	 N2O 	 0.004237714476231258 	 0.004237714476231258
83	 17 	 H2O 	 OH2 	 0.00026020184853607533 	 0.00026020184853607533
83	 10 	 NO 	 NO 	 0.00013065063916950433 	 0.00013065063916950433
83	 7 	 CO 	 OC 	 0.0003029310348488675 	 0.0003029310348488675
83	 0 	 H2 	 H2 	 5.732144966629158e-09 	 5.732144966629158e-09
83	 25 	 Li 	 Li 	 4.833870305871607e-05 	 4.833870305871607e-05
83	 2 	 FLi 	 LiF 	 0.006835709522597731 	 0.006835709522597731
83	 12 	 HN 	 NH 	 0.0013196629744079045 	 0.0013196629744079045
83	 13 	 O3 	 O3 	 0.0053114534599204176 	 0.0053114534599204176
83	 19 	 HO 	 OH 	 1.4543173195585048e-05 	 1.4543173195585048e-05
84	 1 	 N2 	 N2 	 5.1819239920244954e-06 	 5.1819239920244954e-06
84	 22 	 CH4O 	 CH4O 	 0.0002934816424827395 	 0.0002934816424827395
84	 6 	 C2H2 	 C2H2 	 0.00012033803587980516 	 0.00012033803587980516
84	 11 	 NO2 	 NO2 	 0.0055701400435243425 	 0.0055701400435243425
84	 21 	 HN2O 	 HON2 	 0.005173452070191694 	 0.005173452070191694
84	 14 	 N2O 	 N2O 	 0.004279358893486118 	 0.004279358893486118
84	 2 	 FLi 	 LiF 	 0.006829011417805617 	 0.006829011417805617
84	 7 	 CO 	 OC 	 0.00029869503277546526 	 0.00029869503277546526
84	 17 	 H2O 	 OH2 	 0.00025857661615644536 	 0.00025857661615644536
84	 5 	 F2 	 F2 	 0.0002791468096049088 	 0.0002791468096049088
84	 24 	 C 	 C 	 3.805978492964173e-05 	 3.805978492964173e-05
84	 10 	 NO 	 NO 	 0.0001329173920435127 	 0.0001329173920435127
84	 19 	 HO 	 OH 	 1.4614266016249236e-05 	 1.4614266016249236e-05
84	 4 	 CO2 	 CO2 	 0.00598189437526746 	 0.00598189437526746
84	 9 	 Na2 	 Na2 	 2.315220516732905e-05 	 2.315220516732905e-05
84	 15 	 CH3 	 CH3 	 5.8973625295087484e-05 	 5.8973625295087484e-05
84	 13 	 O3 	 O3 	 0.005403204179756227 	 0.005403204179756227
84	 0 	 H2 	 H2 	 1.0325713083399212e-08 	 1.0325713083399212e-08
84	 23 	 HF2 	 HF2 	 0.003164316485154638 	 0.003164316485154638
84	 20 	 CH 	 CH 	 3.5945229784233934e-06 	 3.5945229784233934e-06
84	 3 	 CHN 	 CNH 	 0.0031580232705182725 	 0.0031580232705182725
84	 12 	 HN 	 NH 	 0.001338596882537045 	 0.001338596882537045
84	 25 	 Li 	 Li 	 5.168026384705873e-05 	 5.168026384705873e-05
84	 16 	 CH2 	 CH2 	 0.003472567915517157 	 0.003472567915517157
84	 8 	 HLi 	 LiH 	 3.8450471761062123e-07 	 3.8450471761062123e-07
84	 18 	 H3N 	 NH3 	 0.000743473779442107 	 0.000743473779442107
85	 11 	 NO2 	 NO2 	 0.005663463232300838 	 0.005663463232300838
85	 22 	 CH4O 	 CH4O 	 0.0002962603364259558 	 0.0002962603364259558
85	 1 	 N2 	 N2 	 5.717241725434402e-06 	 5.717241725434402e-06
85	 4 	 CO2 	 CO2 	 0.0059100701503193185 	 0.0059100701503193185
85	 8 	 HLi 	 LiH 	 3.7256410635966624e-07 	 3.7256410635966624e-07
85	 19 	 HO 	 OH 	 1.4466790981471744e-05 	 1.4466790981471744e-05
85	 18 	 H3N 	 NH3 	 0.000748657796384557 	 0.000748657796384557
85	 17 	 H2O 	 OH2 	 0.0002556643857380654 	 0.0002556643857380654
85	 21 	 HN2O 	 HON2 	 0.005258902485543686 	 0.005258902485543686
85	 6 	 C2H2 	 C2H2 	 0.00011583020815088361 	 0.00011583020815088361
85	 23 	 HF2 	 HF2 	 0.0031868497827588216 	 0.0031868497827588216
85	 15 	 CH3 	 CH3 	 6.407257156365421e-05 	 6.407257156365421e-05
85	 25 	 Li 	 Li 	 5.186368865616333e-05 	 5.186368865616333e-05
85	 0 	 H2 	 H2 	 1.4659742958275262e-08 	 1.4659742958275262e-08
85	 10 	 NO 	 NO 	 0.00013901756047800685 	 0.00013901756047800685
85	 14 	 N2O 	 N2O 	 0.00437982472808221 	 0.00437982472808221
85	 3 	 CHN 	 CNH 	 0.0031265089954088067 	 0.0031265089954088067
85	 13 	 O3 	 O3 	 0.005563627360883946 	 0.005563627360883946
85	 16 	 CH2 	 CH2 	 0.003502183427458536 	 0.003502183427458536
85	 5 	 F2 	 F2 	 0.0002891410514261032 	 0.0002891410514261032
85	 2 	 FLi 	 LiF 	 0.006776068819592374 	 0.006776068819592374
85	 20 	 CH 	 CH 	 3.7156108772333263e-06 	 3.7156108772333263e-06
85	 24 	 C 	 C 	 3.926816819031986e-05 	 3.926816819031986e-05
85	 7 	 CO 	 OC 	 0.00028830244367783985 	 0.00028830244367783985
85	 9 	 Na2 	 Na2 	 2.4033043762575857e-05 	 2.4033043762575857e-05
85	 12 	 HN 	 NH 	 0.0013631267888461575 	 0.0013631267888461575
86	 1 	 N2 	 N2 	 6.148942711345137e-06 	 6.148942711345137e-06
86	 24 	 C 	 C 	 3.964413165529504e-05 	 3.964413165529504e-05
86	 3 	 CHN 	 CNH 	 0.0031178726522538463 	 0.0031178726522538463
86	 13 	 O3 	 O3 	 0.005561531270660639 	 0.005561531270660639
86	 21 	 HN2O 	 HON2 	 0.00528930463062511 	 0.00528930463062511
86	 7 	 CO 	 OC 	 0.00028834854853161034 	 0.00028834854853161034
86	 16 	 CH2 	 CH2 	 0.003502826518302708 	 0.003502826518302708
86	 2 	 FLi 	 LiF 	 0.006764403292481018 	 0.006764403292481018
86	 18 	 H3N 	 NH3 	 0.0007588158244226656 	 0.0007588158244226656
86	 10 	 NO 	 NO 	 0.00013896572759015174 	 0.00013896572759015174
86	 20 	 CH 	 CH 	 3.6109517766790064e-06 	 3.6109517766790064e-06
86	 22 	 CH4O 	 CH4O 	 0.0002984946116664156 	 0.0002984946116664156
86	 15 	 CH3 	 CH3 	 6.467880568845406e-05 	 6.467880568845406e-05
86	 23 	 HF2 	 HF2 	 0.003198720540085275 	 0.003198720540085275
86	 19 	 HO 	 OH 	 1.4772194665155176e-05 	 1.4772194665155176e-05
86	 9 	 Na2 	 Na2 	 2.4031185640895188e-05 	 2.4031185640895188e-05
86	 6 	 C2H2 	 C2H2 	 0.00011281654399673778 	 0.00011281654399673778
86	 5 	 F2 	 F2 	 0.000291272684436481 	 0.000291272684436481
86	 8 	 HLi 	 LiH 	 3.2175383372659393e-07 	 3.2175383372659393e-07
86	 14 	 N2O 	 N2O 	 0.004403298882828924 	 0.004403298882828924
86	 0 	 H2 	 H2 	 4.944075662541478e-08 	 4.944075662541478e-08
86	 25 	 Li 	 Li 	 5.461875812969659e-05 	 5.461875812969659e-05
86	 11 	 NO2 	 NO2 	 0.0057293913701105745 	 0.0057293913701105745
86	 17 	 H2O 	 OH2 	 0.00026022243000816916 	 0.00026022243000816916
86	 4 	 CO2 	 CO2 	 0.005821061098661275 	 0.005821061098661275
86	 12 	 HN 	 NH 	 0.0013706186544162097 	 0.0013706186544162097
87	 19 	 HO 	 OH 	 1.4786119774686777e-05 	 1.4786119774686777e-05
87	 25 	 Li 	 Li 	 5.080306512992236e-05 	 5.080306512992236e-05
87	 10 	 NO 	 NO 	 0.00013998406937257274 	 0.00013998406937257274
87	 1 	 N2 	 N2 	 6.518441484917913e-06 	 6.518441484917913e-06
87	 16 	 CH2 	 CH2 	 0.0035136527005150027 	 0.0035136527005150027
87	 13 	 O3 	 O3 	 0.0056182945985420035 	 0.0056182945985420035
87	 12 	 HN 	 NH 	 0.0013784130380134509 	 0.0013784130380134509
87	 6 	 C2H2 	 C2H2 	 0.00011095404045045038 	 0.00011095404045045038
87	 21 	 HN2O 	 HON2 	 0.005335607549897863 	 0.005335607549897863
87	 3 	 CHN 	 CNH 	 0.0030853084757432757 	 0.0030853084757432757
87	 22 	 CH4O 	 CH4O 	 0.0003003501448742624 	 0.0003003501448742624
87	 2 	 FLi 	 LiF 	 0.006752507711764763 	 0.006752507711764763
87	 20 	 CH 	 CH 	 3.5508453878978142e-06 	 3.5508453878978142e-06
87	 0 	 H2 	 H2 	 3.3272993507168856e-08 	 3.3272993507168856e-08
87	 18 	 H3N 	 NH3 	 0.0007621947948549338 	 0.0007621947948549338
87	 17 	 H2O 	 OH2 	 0.0002569931892809869 	 0.0002569931892809869
87	 5 	 F2 	 F2 	 0.0002964496439058693 	 0.0002964496439058693
87	 15 	 CH3 	 CH3 	 6.577582943340927e-05 	 6.577582943340927e-05
87	 9 	 Na2 	 Na2 	 2.4773992242496725e-05 	 2.4773992242496725e-05
87	 24 	 C 	 C 	 4.233445541639109e-05 	 4.233445541639109e-05
87	 23 	 HF2 	 HF2 	 0.003219481291021203 	 0.003219481291021203
87	 11 	 NO2 	 NO2 	 0.005808361798712246 	 0.005808361798712246
87	 4 	 CO2 	 CO2 	 0.005744617780533136 	 0.005744617780533136
87	 14 	 N2O 	 N2O 	 0.004472477192184458 	 0.004472477192184458
87	 8 	 HLi 	 LiH 	 2.7716008780706546e-07 	 2.7716008780706546e-07
87	 7 	 CO 	 OC 	 0.00027973028098437054 	 0.00027973028098437054
88	 20 	 CH 	 CH 	 3.539099025200315e-06 	 3.539099025200315e-06
88	 23 	 HF2 	 HF2 	 0.0032230771638889467 	 0.0032230771638889467
88	 25 	 Li 	 Li 	 5.025701068107009e-05 	 5.025701068107009e-05
88	 10 	 NO 	 NO 	 0.0001432854298209452 	 0.0001432854298209452
88	 14 	 N2O 	 N2O 	 0.0044964528816403325 	 0.0044964528816403325
88	 9 	 Na2 	 Na2 	 2.493766417862245e-05 	 2.493766417862245e-05
88	 8 	 HLi 	 LiH 	 2.925609144028113e-07 	 2.925609144028113e-07
88	 22 	 CH4O 	 CH4O 	 0.0003010839367218083 	 0.0003010839367218083
88	 21 	 HN2O 	 HON2 	 0.005367753759687506 	 0.005367753759687506
88	 2 	 FLi 	 LiF 	 0.0067366081125635816 	 0.0067366081125635816
88	 11 	 NO2 	 NO2 	 0.0058100197010454045 	 0.0058100197010454045
88	 19 	 HO 	 OH 	 1.5222132280062674e-05 	 1.5222132280062674e-05
88	 6 	 C2H2 	 C2H2 	 0.00010764141127839338 	 0.00010764141127839338
88	 1 	 N2 	 N2 	 7.241341783675195e-06 	 7.241341783675195e-06
88	 4 	 CO2 	 CO2 	 0.005730435072430355 	 0.005730435072430355
88	 16 	 CH2 	 CH2 	 0.003523356721441364 	 0.003523356721441364
88	 13 	 O3 	 O3 	 0.005684432098142157 	 0.005684432098142157
88	 15 	 CH3 	 CH3 	 6.658412815816207e-05 	 6.658412815816207e-05
88	 24 	 C 	 C 	 4.369458809418878e-05 	 4.369458809418878e-05
88	 18 	 H3N 	 NH3 	 0.0007668144669708109 	 0.0007668144669708109
88	 17 	 H2O 	 OH2 	 0.0002595245434719762 	 0.0002595245434719762
88	 7 	 CO 	 OC 	 0.00027569926336175804 	 0.00027569926336175804
88	 3 	 CHN 	 CNH 	 0.003050618445426415 	 0.003050618445426415
88	 12 	 HN 	 NH 	 0.0014014819181408444 	 0.0014014819181408444
88	 0 	 H2 	 H2 	 4.173054775856957e-08 	 4.173054775856957e-08
88	 5 	 F2 	 F2 	 0.0003012008482841523 	 0.0003012008482841523
89	 5 	 F2 	 F2 	 0.00030146267069141534 	 0.00030146267069141534
89	 10 	 NO 	 NO 	 0.00014576744814672707 	 0.00014576744814672707
89	 15 	 CH3 	 CH3 	 6.57913729851143e-05 	 6.57913729851143e-05
89	 22 	 CH4O 	 CH4O 	 0.0003020957194551923 	 0.0003020957194551923
89	 16 	 CH2 	 CH2 	 0.0035222790152061112 	 0.0035222790152061112
89	 25 	 Li 	 Li 	 4.8385141523096104e-05 	 4.8385141523096104e-05
89	 7 	 CO 	 OC 	 0.00027540141366448644 	 0.00027540141366448644
89	 17 	 H2O 	 OH2 	 0.0002599047224069224 	 0.0002599047224069224
89	 6 	 C2H2 	 C2H2 	 0.00010352156038636103 	 0.00010352156038636103
89	 4 	 CO2 	 CO2 	 0.005694645338899686 	 0.005694645338899686
89	 11 	 NO2 	 NO2 	 0.00589344395386603 	 0.00589344395386603
89	 3 	 CHN 	 CNH 	 0.0030460457369361634 	 0.0030460457369361634
89	 1 	 N2 	 N2 	 8.114712394814947e-06 	 8.114712394814947e-06
89	 19 	 HO 	 OH 	 1.5430275226636342e-05 	 1.5430275226636342e-05
89	 14 	 N2O 	 N2O 	 0.004583460839304205 	 0.004583460839304205
89	 12 	 HN 	 NH 	 0.0014049737689084388 	 0.0014049737689084388
89	 0 	 H2 	 H2 	 3.504250140063772e-08 	 3.504250140063772e-08
89	 2 	 FLi 	 LiF 	 0.006705702018862336 	 0.006705702018862336
89	 23 	 HF2 	 HF2 	 0.0032458641032518244 	 0.0032458641032518244
89	 8 	 HLi 	 LiH 	 2.6298771099441383e-07 	 2.6298771099441383e-07
89	 24 	 C 	 C 	 4.531645336236799e-05 	 4.531645336236799e-05
89	 20 	 CH 	 CH 	 3.409963224650892e-06 	 3.409963224650892e-06
89	 13 	 O3 	 O3 	 0.005788334315890453 	 0.005788334315890453
89	 9 	 Na2 	 Na2 	 2.565265652970312e-05 	 2.565265652970312e-05
89	 18 	 H3N 	 NH3 	 0.0007644622453105604 	 0.0007644622453105604
89	 21 	 HN2O 	 HON2 	 0.005445383326033291 	 0.005445383326033291
90	 9 	 Na2 	 Na2 	 2.571392277736152e-05 	 2.571392277736152e-05
90	 6 	 C2H2 	 C2H2 	 0.00010011465799303974 	 0.00010011465799303974
