#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
228	 6 	 C2H2 	 C2H2 	 2.56708974166072 	 2.56708974166072
228	 1 	 N2 	 N2 	 8.66583881175148e-05 	 8.66583881175148e-05
228	 11 	 NO2 	 NO2 	 0.014151255200154717 	 0.014151255200154717
228	 15 	 CH3 	 CH3 	 0.0005590418082285862 	 0.0005590418082285862
228	 2 	 FLi 	 LiF 	 0.0054895780539376705 	 0.0054895780539376705
228	 23 	 HF2 	 HF2 	 0.003846304671921139 	 0.003846304671921139
228	 19 	 HO 	 OH 	 6.563228358758784e-09 	 6.563228358758784e-09
228	 13 	 O3 	 O3 	 0.015758887813471036 	 0.015758887813471036
228	 8 	 HLi 	 LiH 	 5.3019372003213646e-09 	 5.3019372003213646e-09
228	 3 	 CHN 	 CNH 	 0.002149861582095996 	 0.002149861582095996
228	 16 	 CH2 	 CH2 	 0.006068517625419861 	 0.006068517625419861
228	 7 	 CO 	 OC 	 4.140843187044092e-05 	 4.140843187044092e-05
228	 14 	 N2O 	 N2O 	 0.011411085221462504 	 0.011411085221462504
228	 4 	 CO2 	 CO2 	 0.0018108758245793748 	 0.0018108758245793748
228	 24 	 C 	 C 	 2.4306160468365815e-06 	 2.4306160468365815e-06
228	 22 	 CH4O 	 CH4O 	 0.000437453317136525 	 0.000437453317136525
228	 17 	 H2O 	 OH2 	 9.70407754885369e-06 	 9.70407754885369e-06
228	 9 	 Na2 	 Na2 	 9.078831721457143e-06 	 9.078831721457143e-06
228	 18 	 H3N 	 NH3 	 0.0009378487697802265 	 0.0009378487697802265
228	 12 	 HN 	 NH 	 0.003110884346800901 	 0.003110884346800901
228	 25 	 Li 	 Li 	 0.0001326125541005893 	 0.0001326125541005893
228	 10 	 NO 	 NO 	 0.0005841955970751987 	 0.0005841955970751987
228	 20 	 CH 	 CH 	 1.6366826646170178e-05 	 1.6366826646170178e-05
228	 21 	 HN2O 	 HON2 	 0.009544645122891975 	 0.009544645122891975
228	 5 	 F2 	 F2 	 0.0003522763788690159 	 0.0003522763788690159
228	 0 	 H2 	 H2 	 5.966490905377242e-06 	 5.966490905377242e-06
229	 22 	 CH4O 	 CH4O 	 0.00043745226622033496 	 0.00043745226622033496
229	 1 	 N2 	 N2 	 8.491852964316892e-05 	 8.491852964316892e-05
229	 8 	 HLi 	 LiH 	 1.0534183777009388e-08 	 1.0534183777009388e-08
229	 7 	 CO 	 OC 	 4.1459792540011955e-05 	 4.1459792540011955e-05
229	 11 	 NO2 	 NO2 	 0.014125601039104348 	 0.014125601039104348
229	 14 	 N2O 	 N2O 	 0.011412513032691734 	 0.011412513032691734
229	 9 	 Na2 	 Na2 	 9.080779870318478e-06 	 9.080779870318478e-06
229	 2 	 FLi 	 LiF 	 0.005491723778330773 	 0.005491723778330773
229	 25 	 Li 	 Li 	 0.0001282710891400393 	 0.0001282710891400393
229	 18 	 H3N 	 NH3 	 0.0009393040862004175 	 0.0009393040862004175
229	 17 	 H2O 	 OH2 	 9.679623269995637e-06 	 9.679623269995637e-06
229	 0 	 H2 	 H2 	 4.908411657244511e-06 	 4.908411657244511e-06
229	 10 	 NO 	 NO 	 0.0005855402013361366 	 0.0005855402013361366
229	 15 	 CH3 	 CH3 	 0.000559444519287463 	 0.000559444519287463
229	 4 	 CO2 	 CO2 	 0.0018096133426566967 	 0.0018096133426566967
229	 5 	 F2 	 F2 	 0.00035207538105231896 	 0.00035207538105231896
229	 23 	 HF2 	 HF2 	 0.003846305134559662 	 0.003846305134559662
229	 20 	 CH 	 CH 	 1.626119362780597e-05 	 1.626119362780597e-05
229	 3 	 CHN 	 CNH 	 0.0021562234978048126 	 0.0021562234978048126
229	 19 	 HO 	 OH 	 6.779126423693409e-09 	 6.779126423693409e-09
229	 16 	 CH2 	 CH2 	 0.006069778868488197 	 0.006069778868488197
229	 12 	 HN 	 NH 	 0.003111224775893685 	 0.003111224775893685
229	 6 	 C2H2 	 C2H2 	 1.6009232851506954 	 1.6009232851506954
229	 24 	 C 	 C 	 2.4034865336244116e-06 	 2.4034865336244116e-06
229	 13 	 O3 	 O3 	 0.01575957422775631 	 0.01575957422775631
229	 21 	 HN2O 	 HON2 	 0.009544643399600919 	 0.009544643399600919
230	 18 	 H3N 	 NH3 	 0.0009391788249355415 	 0.0009391788249355415
230	 14 	 N2O 	 N2O 	 0.011413447902317228 	 0.011413447902317228
230	 1 	 N2 	 N2 	 8.615864192442052e-05 	 8.615864192442052e-05
230	 9 	 Na2 	 Na2 	 9.070723793491846e-06 	 9.070723793491846e-06
230	 19 	 HO 	 OH 	 6.408338824755778e-09 	 6.408338824755778e-09
230	 7 	 CO 	 OC 	 4.14911568146905e-05 	 4.14911568146905e-05
230	 24 	 C 	 C 	 2.4241819258323835e-06 	 2.4241819258323835e-06
230	 2 	 FLi 	 LiF 	 0.005495753406527446 	 0.005495753406527446
230	 11 	 NO2 	 NO2 	 0.014125840583954243 	 0.014125840583954243
230	 3 	 CHN 	 CNH 	 0.0021379376428921925 	 0.0021379376428921925
230	 4 	 CO2 	 CO2 	 0.001809591484730668 	 0.001809591484730668
230	 12 	 HN 	 NH 	 0.003110422787486423 	 0.003110422787486423
230	 20 	 CH 	 CH 	 1.6296703057703805e-05 	 1.6296703057703805e-05
230	 8 	 HLi 	 LiH 	 6.9631362119808174e-09 	 6.9631362119808174e-09
230	 17 	 H2O 	 OH2 	 9.40104642684113e-06 	 9.40104642684113e-06
230	 22 	 CH4O 	 CH4O 	 0.00043745443607768263 	 0.00043745443607768263
230	 23 	 HF2 	 HF2 	 0.0038463002606064756 	 0.0038463002606064756
230	 15 	 CH3 	 CH3 	 0.0005584331266090487 	 0.0005584331266090487
230	 6 	 C2H2 	 C2H2 	 2.308785273975636 	 2.308785273975636
230	 10 	 NO 	 NO 	 0.0005856048248805677 	 0.0005856048248805677
230	 16 	 CH2 	 CH2 	 0.006069513772176836 	 0.006069513772176836
230	 5 	 F2 	 F2 	 0.00035220738556807887 	 0.00035220738556807887
230	 25 	 Li 	 Li 	 0.0001279411508115621 	 0.0001279411508115621
230	 21 	 HN2O 	 HON2 	 0.00954464169200674 	 0.00954464169200674
230	 0 	 H2 	 H2 	 4.931526361917815e-06 	 4.931526361917815e-06
230	 13 	 O3 	 O3 	 0.015722638885693987 	 0.015722638885693987
231	 18 	 H3N 	 NH3 	 0.0009385415500827689 	 0.0009385415500827689
231	 3 	 CHN 	 CNH 	 0.0021781948914221206 	 0.0021781948914221206
231	 7 	 CO 	 OC 	 4.16306296614076e-05 	 4.16306296614076e-05
231	 17 	 H2O 	 OH2 	 9.36118536122388e-06 	 9.36118536122388e-06
231	 24 	 C 	 C 	 2.435146866935361e-06 	 2.435146866935361e-06
231	 21 	 HN2O 	 HON2 	 0.009544630789748546 	 0.009544630789748546
231	 16 	 CH2 	 CH2 	 0.006070645788627633 	 0.006070645788627633
231	 6 	 C2H2 	 C2H2 	 1.4984211627918471 	 1.4984211627918471
231	 9 	 Na2 	 Na2 	 9.077502395814967e-06 	 9.077502395814967e-06
231	 20 	 CH 	 CH 	 1.627797729496576e-05 	 1.627797729496576e-05
231	 8 	 HLi 	 LiH 	 5.942839006229744e-09 	 5.942839006229744e-09
231	 2 	 FLi 	 LiF 	 0.0054981228497371915 	 0.0054981228497371915
231	 0 	 H2 	 H2 	 4.839607611559259e-06 	 4.839607611559259e-06
231	 19 	 HO 	 OH 	 7.098236106585698e-09 	 7.098236106585698e-09
231	 22 	 CH4O 	 CH4O 	 0.00043745169659894964 	 0.00043745169659894964
231	 25 	 Li 	 Li 	 0.00013333721722981912 	 0.00013333721722981912
231	 11 	 NO2 	 NO2 	 0.01414942835443809 	 0.01414942835443809
231	 15 	 CH3 	 CH3 	 0.0005588120785256632 	 0.0005588120785256632
231	 13 	 O3 	 O3 	 0.015757177403204495 	 0.015757177403204495
231	 23 	 HF2 	 HF2 	 0.003846301637865971 	 0.003846301637865971
231	 10 	 NO 	 NO 	 0.0005854741163611076 	 0.0005854741163611076
231	 12 	 HN 	 NH 	 0.003110062261793082 	 0.003110062261793082
231	 1 	 N2 	 N2 	 8.467947798716654e-05 	 8.467947798716654e-05
231	 14 	 N2O 	 N2O 	 0.01141402339863389 	 0.01141402339863389
231	 5 	 F2 	 F2 	 0.000352154249889451 	 0.000352154249889451
231	 4 	 CO2 	 CO2 	 0.0018094421314295548 	 0.0018094421314295548
232	 10 	 NO 	 NO 	 0.0005853740321846415 	 0.0005853740321846415
232	 7 	 CO 	 OC 	 4.1437497571577775e-05 	 4.1437497571577775e-05
232	 4 	 CO2 	 CO2 	 0.0018121489892429332 	 0.0018121489892429332
232	 11 	 NO2 	 NO2 	 0.014149973860776875 	 0.014149973860776875
232	 14 	 N2O 	 N2O 	 0.011411856309432795 	 0.011411856309432795
232	 12 	 HN 	 NH 	 0.003110477178328485 	 0.003110477178328485
232	 1 	 N2 	 N2 	 8.532629189266517e-05 	 8.532629189266517e-05
232	 6 	 C2H2 	 C2H2 	 1.5441101205383874 	 1.5441101205383874
232	 16 	 CH2 	 CH2 	 0.006068863203095271 	 0.006068863203095271
232	 9 	 Na2 	 Na2 	 9.080466471027918e-06 	 9.080466471027918e-06
232	 25 	 Li 	 Li 	 0.00013561190667034563 	 0.00013561190667034563
232	 3 	 CHN 	 CNH 	 0.002166437835898402 	 0.002166437835898402
232	 21 	 HN2O 	 HON2 	 0.009544616760692631 	 0.009544616760692631
232	 23 	 HF2 	 HF2 	 0.00384629799392901 	 0.00384629799392901
232	 17 	 H2O 	 OH2 	 9.388812364709238e-06 	 9.388812364709238e-06
232	 2 	 FLi 	 LiF 	 0.005500936996456497 	 0.005500936996456497
232	 22 	 CH4O 	 CH4O 	 0.0004374508605816747 	 0.0004374508605816747
232	 24 	 C 	 C 	 2.3800029564067226e-06 	 2.3800029564067226e-06
232	 13 	 O3 	 O3 	 0.01575979823205063 	 0.01575979823205063
232	 18 	 H3N 	 NH3 	 0.0009389450536991546 	 0.0009389450536991546
232	 19 	 HO 	 OH 	 3.67702441185403e-09 	 3.67702441185403e-09
232	 5 	 F2 	 F2 	 0.00035204610947108157 	 0.00035204610947108157
232	 0 	 H2 	 H2 	 5.696678066595658e-06 	 5.696678066595658e-06
232	 20 	 CH 	 CH 	 1.6285248675540396e-05 	 1.6285248675540396e-05
232	 8 	 HLi 	 LiH 	 6.633420694499159e-09 	 6.633420694499159e-09
232	 15 	 CH3 	 CH3 	 0.0005580959041425082 	 0.0005580959041425082
233	 23 	 HF2 	 HF2 	 0.0038462962172451077 	 0.0038462962172451077
233	 10 	 NO 	 NO 	 0.0005854779092277013 	 0.0005854779092277013
233	 24 	 C 	 C 	 2.4260754118690603e-06 	 2.4260754118690603e-06
233	 0 	 H2 	 H2 	 5.647133496986717e-06 	 5.647133496986717e-06
233	 16 	 CH2 	 CH2 	 0.006068041728711923 	 0.006068041728711923
233	 1 	 N2 	 N2 	 8.587112885399233e-05 	 8.587112885399233e-05
233	 22 	 CH4O 	 CH4O 	 0.00043744986937188293 	 0.00043744986937188293
233	 17 	 H2O 	 OH2 	 9.45066050835535e-06 	 9.45066050835535e-06
233	 19 	 HO 	 OH 	 3.5918990052764636e-09 	 3.5918990052764636e-09
233	 21 	 HN2O 	 HON2 	 0.00954460986259427 	 0.00954460986259427
233	 6 	 C2H2 	 C2H2 	 3.281737160512807 	 3.281737160512807
233	 8 	 HLi 	 LiH 	 2.8246207914398664e-09 	 2.8246207914398664e-09
233	 14 	 N2O 	 N2O 	 0.01141523103510955 	 0.01141523103510955
233	 5 	 F2 	 F2 	 0.00035216235860084953 	 0.00035216235860084953
233	 20 	 CH 	 CH 	 1.629870820176815e-05 	 1.629870820176815e-05
233	 9 	 Na2 	 Na2 	 9.085081487378338e-06 	 9.085081487378338e-06
233	 4 	 CO2 	 CO2 	 0.0018112386221042442 	 0.0018112386221042442
233	 15 	 CH3 	 CH3 	 0.0005591752954329998 	 0.0005591752954329998
233	 3 	 CHN 	 CNH 	 0.0021732433544121277 	 0.0021732433544121277
233	 2 	 FLi 	 LiF 	 0.005489485135350434 	 0.005489485135350434
233	 7 	 CO 	 OC 	 4.152283684118069e-05 	 4.152283684118069e-05
233	 25 	 Li 	 Li 	 0.0001278577242219621 	 0.0001278577242219621
233	 18 	 H3N 	 NH3 	 0.0009383682522173629 	 0.0009383682522173629
233	 12 	 HN 	 NH 	 0.003110581482966861 	 0.003110581482966861
233	 11 	 NO2 	 NO2 	 0.014149431350281199 	 0.014149431350281199
233	 13 	 O3 	 O3 	 0.015757037583013497 	 0.015757037583013497
234	 9 	 Na2 	 Na2 	 9.07752936199428e-06 	 9.07752936199428e-06
234	 8 	 HLi 	 LiH 	 2.7056728371527356e-09 	 2.7056728371527356e-09
234	 11 	 NO2 	 NO2 	 0.014148016286163871 	 0.014148016286163871
234	 13 	 O3 	 O3 	 0.01572205825857345 	 0.01572205825857345
234	 4 	 CO2 	 CO2 	 0.0018160874667002952 	 0.0018160874667002952
234	 17 	 H2O 	 OH2 	 9.661091539614538e-06 	 9.661091539614538e-06
234	 2 	 FLi 	 LiF 	 0.005500598606308207 	 0.005500598606308207
234	 20 	 CH 	 CH 	 1.631692615900574e-05 	 1.631692615900574e-05
234	 12 	 HN 	 NH 	 0.0031102446360548675 	 0.0031102446360548675
234	 18 	 H3N 	 NH3 	 0.0009391622776833951 	 0.0009391622776833951
234	 3 	 CHN 	 CNH 	 0.0021525632670144107 	 0.0021525632670144107
234	 15 	 CH3 	 CH3 	 0.0005594068322531513 	 0.0005594068322531513
234	 21 	 HN2O 	 HON2 	 0.009544575613834672 	 0.009544575613834672
234	 24 	 C 	 C 	 2.3849183611065273e-06 	 2.3849183611065273e-06
234	 19 	 HO 	 OH 	 6.593323022656199e-09 	 6.593323022656199e-09
234	 14 	 N2O 	 N2O 	 0.011404159868253381 	 0.011404159868253381
234	 25 	 Li 	 Li 	 0.0001326151863733968 	 0.0001326151863733968
234	 10 	 NO 	 NO 	 0.0005855296580447287 	 0.0005855296580447287
234	 5 	 F2 	 F2 	 0.00035214097240826564 	 0.00035214097240826564
234	 23 	 HF2 	 HF2 	 0.0038462908087605286 	 0.0038462908087605286
234	 22 	 CH4O 	 CH4O 	 0.00043744610174190074 	 0.00043744610174190074
234	 6 	 C2H2 	 C2H2 	 1.2060440197300588 	 1.2060440197300588
234	 1 	 N2 	 N2 	 8.631728815750104e-05 	 8.631728815750104e-05
234	 7 	 CO 	 OC 	 4.1361223829602814e-05 	 4.1361223829602814e-05
234	 0 	 H2 	 H2 	 5.264682147950079e-06 	 5.264682147950079e-06
234	 16 	 CH2 	 CH2 	 0.006068763635523038 	 0.006068763635523038
235	 8 	 HLi 	 LiH 	 4.002982314266444e-09 	 4.002982314266444e-09
235	 1 	 N2 	 N2 	 8.639208790811974e-05 	 8.639208790811974e-05
235	 21 	 HN2O 	 HON2 	 0.009544559064416145 	 0.009544559064416145
235	 19 	 HO 	 OH 	 3.231250534503307e-09 	 3.231250534503307e-09
235	 16 	 CH2 	 CH2 	 0.006068305216381341 	 0.006068305216381341
235	 10 	 NO 	 NO 	 0.0005844178173407584 	 0.0005844178173407584
235	 0 	 H2 	 H2 	 5.580608032370808e-06 	 5.580608032370808e-06
235	 2 	 FLi 	 LiF 	 0.005488022167006899 	 0.005488022167006899
235	 20 	 CH 	 CH 	 1.6367801129411078e-05 	 1.6367801129411078e-05
235	 22 	 CH4O 	 CH4O 	 0.0004374480301865674 	 0.0004374480301865674
235	 23 	 HF2 	 HF2 	 0.0038462881165666355 	 0.0038462881165666355
235	 3 	 CHN 	 CNH 	 0.002167045160453601 	 0.002167045160453601
235	 12 	 HN 	 NH 	 0.003110806294091383 	 0.003110806294091383
235	 24 	 C 	 C 	 2.3839451522294926e-06 	 2.3839451522294926e-06
235	 9 	 Na2 	 Na2 	 9.082140580810565e-06 	 9.082140580810565e-06
235	 7 	 CO 	 OC 	 4.139512692928122e-05 	 4.139512692928122e-05
235	 13 	 O3 	 O3 	 0.0157225642747346 	 0.0157225642747346
235	 4 	 CO2 	 CO2 	 0.0018104310024404453 	 0.0018104310024404453
235	 5 	 F2 	 F2 	 0.00035216033152341914 	 0.00035216033152341914
235	 25 	 Li 	 Li 	 0.0001289725960319022 	 0.0001289725960319022
235	 14 	 N2O 	 N2O 	 0.011410355448177038 	 0.011410355448177038
235	 18 	 H3N 	 NH3 	 0.0009383484332008904 	 0.0009383484332008904
235	 17 	 H2O 	 OH2 	 9.35536334828014e-06 	 9.35536334828014e-06
235	 6 	 C2H2 	 C2H2 	 2.4613376661275543 	 2.4613376661275543
235	 15 	 CH3 	 CH3 	 0.0005584901065868708 	 0.0005584901065868708
235	 11 	 NO2 	 NO2 	 0.014148692835358776 	 0.014148692835358776
236	 18 	 H3N 	 NH3 	 0.0009378283969210149 	 0.0009378283969210149
236	 23 	 HF2 	 HF2 	 0.003846284568583471 	 0.003846284568583471
236	 20 	 CH 	 CH 	 1.6321012031849314e-05 	 1.6321012031849314e-05
236	 1 	 N2 	 N2 	 8.647012817892436e-05 	 8.647012817892436e-05
236	 25 	 Li 	 Li 	 0.00012648344550289788 	 0.00012648344550289788
236	 2 	 FLi 	 LiF 	 0.005493796595558472 	 0.005493796595558472
236	 0 	 H2 	 H2 	 4.724529018740664e-06 	 4.724529018740664e-06
236	 19 	 HO 	 OH 	 6.071018060056528e-09 	 6.071018060056528e-09
236	 22 	 CH4O 	 CH4O 	 0.0004374463783686186 	 0.0004374463783686186
236	 3 	 CHN 	 CNH 	 0.002146240889440708 	 0.002146240889440708
236	 4 	 CO2 	 CO2 	 0.001814501572364752 	 0.001814501572364752
236	 16 	 CH2 	 CH2 	 0.006068453769976134 	 0.006068453769976134
236	 8 	 HLi 	 LiH 	 6.432058873142197e-09 	 6.432058873142197e-09
236	 21 	 HN2O 	 HON2 	 0.009544567446495669 	 0.009544567446495669
236	 5 	 F2 	 F2 	 0.0003523083127119333 	 0.0003523083127119333
236	 12 	 HN 	 NH 	 0.003111605123136269 	 0.003111605123136269
236	 17 	 H2O 	 OH2 	 9.744514745894016e-06 	 9.744514745894016e-06
236	 13 	 O3 	 O3 	 0.01572212839133512 	 0.01572212839133512
236	 15 	 CH3 	 CH3 	 0.000558313113322657 	 0.000558313113322657
236	 7 	 CO 	 OC 	 4.133877787428765e-05 	 4.133877787428765e-05
236	 14 	 N2O 	 N2O 	 0.011412295409920302 	 0.011412295409920302
236	 24 	 C 	 C 	 2.351462002475054e-06 	 2.351462002475054e-06
236	 11 	 NO2 	 NO2 	 0.014124713800582198 	 0.014124713800582198
236	 10 	 NO 	 NO 	 0.0005842606867828085 	 0.0005842606867828085
236	 6 	 C2H2 	 C2H2 	 1.5561614006838986 	 1.5561614006838986
236	 9 	 Na2 	 Na2 	 9.064685785450923e-06 	 9.064685785450923e-06
237	 15 	 CH3 	 CH3 	 0.0005593100824757213 	 0.0005593100824757213
237	 24 	 C 	 C 	 2.367104514021793e-06 	 2.367104514021793e-06
237	 14 	 N2O 	 N2O 	 0.011402685769242587 	 0.011402685769242587
237	 17 	 H2O 	 OH2 	 9.696808147009187e-06 	 9.696808147009187e-06
237	 16 	 CH2 	 CH2 	 0.006069603073593938 	 0.006069603073593938
237	 21 	 HN2O 	 HON2 	 0.00954455197552702 	 0.00954455197552702
237	 3 	 CHN 	 CNH 	 0.0021777222437821373 	 0.0021777222437821373
237	 19 	 HO 	 OH 	 6.8655206143382795e-09 	 6.8655206143382795e-09
237	 6 	 C2H2 	 C2H2 	 2.4979720368962015 	 2.4979720368962015
237	 12 	 HN 	 NH 	 0.0031105380804921077 	 0.0031105380804921077
237	 5 	 F2 	 F2 	 0.00035228691312814834 	 0.00035228691312814834
237	 4 	 CO2 	 CO2 	 0.0018161205122135485 	 0.0018161205122135485
237	 11 	 NO2 	 NO2 	 0.014149719973674878 	 0.014149719973674878
237	 10 	 NO 	 NO 	 0.0005851995044252568 	 0.0005851995044252568
237	 2 	 FLi 	 LiF 	 0.005498721132923314 	 0.005498721132923314
237	 22 	 CH4O 	 CH4O 	 0.00043744481765429567 	 0.00043744481765429567
237	 23 	 HF2 	 HF2 	 0.003846285769232977 	 0.003846285769232977
237	 7 	 CO 	 OC 	 4.137949603616609e-05 	 4.137949603616609e-05
237	 8 	 HLi 	 LiH 	 2.9618216869440796e-09 	 2.9618216869440796e-09
237	 20 	 CH 	 CH 	 1.6339420499734e-05 	 1.6339420499734e-05
237	 18 	 H3N 	 NH3 	 0.0009393482929438323 	 0.0009393482929438323
237	 1 	 N2 	 N2 	 8.658162122499831e-05 	 8.658162122499831e-05
237	 9 	 Na2 	 Na2 	 9.072275332254272e-06 	 9.072275332254272e-06
237	 0 	 H2 	 H2 	 5.390859813634722e-06 	 5.390859813634722e-06
237	 13 	 O3 	 O3 	 0.015721418897377645 	 0.015721418897377645
237	 25 	 Li 	 Li 	 0.00012899545401139626 	 0.00012899545401139626
238	 8 	 HLi 	 LiH 	 4.182204510493199e-09 	 4.182204510493199e-09
238	 22 	 CH4O 	 CH4O 	 0.0004374440690635193 	 0.0004374440690635193
238	 24 	 C 	 C 	 2.419257129131128e-06 	 2.419257129131128e-06
238	 19 	 HO 	 OH 	 6.7447918676398425e-09 	 6.7447918676398425e-09
238	 4 	 CO2 	 CO2 	 0.0018117022619738078 	 0.0018117022619738078
238	 25 	 Li 	 Li 	 0.0001258958237146772 	 0.0001258958237146772
238	 1 	 N2 	 N2 	 8.663259308781549e-05 	 8.663259308781549e-05
238	 20 	 CH 	 CH 	 1.6280353259795653e-05 	 1.6280353259795653e-05
238	 10 	 NO 	 NO 	 0.00058536117223058 	 0.00058536117223058
238	 2 	 FLi 	 LiF 	 0.005494739100829868 	 0.005494739100829868
238	 17 	 H2O 	 OH2 	 9.707264648379458e-06 	 9.707264648379458e-06
238	 16 	 CH2 	 CH2 	 0.006069603487121099 	 0.006069603487121099
238	 6 	 C2H2 	 C2H2 	 1.5414451956871413 	 1.5414451956871413
238	 18 	 H3N 	 NH3 	 0.000939094564759009 	 0.000939094564759009
238	 11 	 NO2 	 NO2 	 0.014126312417450028 	 0.014126312417450028
238	 21 	 HN2O 	 HON2 	 0.009544528880594167 	 0.009544528880594167
238	 12 	 HN 	 NH 	 0.003111033574586793 	 0.003111033574586793
238	 23 	 HF2 	 HF2 	 0.003846287318963627 	 0.003846287318963627
238	 9 	 Na2 	 Na2 	 9.081152405128915e-06 	 9.081152405128915e-06
238	 15 	 CH3 	 CH3 	 0.0005591006933612317 	 0.0005591006933612317
238	 3 	 CHN 	 CNH 	 0.0021493536175115993 	 0.0021493536175115993
238	 0 	 H2 	 H2 	 5.156787663281024e-06 	 5.156787663281024e-06
238	 13 	 O3 	 O3 	 0.015758247715686183 	 0.015758247715686183
238	 5 	 F2 	 F2 	 0.0003520547587837709 	 0.0003520547587837709
238	 14 	 N2O 	 N2O 	 0.01140294472714677 	 0.01140294472714677
238	 7 	 CO 	 OC 	 4.147937366569183e-05 	 4.147937366569183e-05
239	 20 	 CH 	 CH 	 1.6349655558266077e-05 	 1.6349655558266077e-05
239	 6 	 C2H2 	 C2H2 	 0.9962374795937047 	 0.9962374795937047
239	 15 	 CH3 	 CH3 	 0.0005592335847239485 	 0.0005592335847239485
239	 23 	 HF2 	 HF2 	 0.003846286906202688 	 0.003846286906202688
239	 7 	 CO 	 OC 	 4.1748202819500284e-05 	 4.1748202819500284e-05
239	 18 	 H3N 	 NH3 	 0.0009373557441233176 	 0.0009373557441233176
239	 0 	 H2 	 H2 	 4.9737764917344225e-06 	 4.9737764917344225e-06
239	 13 	 O3 	 O3 	 0.015723727408436403 	 0.015723727408436403
239	 11 	 NO2 	 NO2 	 0.014149013548322426 	 0.014149013548322426
239	 24 	 C 	 C 	 2.4324695756737837e-06 	 2.4324695756737837e-06
239	 1 	 N2 	 N2 	 8.410600721507767e-05 	 8.410600721507767e-05
239	 9 	 Na2 	 Na2 	 9.090357324360448e-06 	 9.090357324360448e-06
239	 2 	 FLi 	 LiF 	 0.005497814320812636 	 0.005497814320812636
239	 25 	 Li 	 Li 	 0.00012904310843773196 	 0.00012904310843773196
239	 10 	 NO 	 NO 	 0.0005856145621080006 	 0.0005856145621080006
239	 4 	 CO2 	 CO2 	 0.0018105579058010877 	 0.0018105579058010877
239	 12 	 HN 	 NH 	 0.0031109769711467586 	 0.0031109769711467586
239	 3 	 CHN 	 CNH 	 0.002173684310062539 	 0.002173684310062539
239	 17 	 H2O 	 OH2 	 9.396630545288129e-06 	 9.396630545288129e-06
239	 21 	 HN2O 	 HON2 	 0.009544527782782483 	 0.009544527782782483
239	 14 	 N2O 	 N2O 	 0.01140250409837593 	 0.01140250409837593
239	 5 	 F2 	 F2 	 0.00035219813308415076 	 0.00035219813308415076
239	 16 	 CH2 	 CH2 	 0.006067943547855634 	 0.006067943547855634
239	 19 	 HO 	 OH 	 3.563578070782846e-09 	 3.563578070782846e-09
239	 22 	 CH4O 	 CH4O 	 0.0004374435491097282 	 0.0004374435491097282
239	 8 	 HLi 	 LiH 	 2.798216768259532e-09 	 2.798216768259532e-09
240	 25 	 Li 	 Li 	 0.00012932512166356598 	 0.00012932512166356598
240	 16 	 CH2 	 CH2 	 0.006069421609199322 	 0.006069421609199322
240	 10 	 NO 	 NO 	 0.0005843083151402598 	 0.0005843083151402598
240	 5 	 F2 	 F2 	 0.0003521280072223924 	 0.0003521280072223924
240	 19 	 HO 	 OH 	 6.579032199966705e-09 	 6.579032199966705e-09
240	 12 	 HN 	 NH 	 0.0031108620441112835 	 0.0031108620441112835
240	 15 	 CH3 	 CH3 	 0.0005594431239150353 	 0.0005594431239150353
240	 7 	 CO 	 OC 	 4.1722311443157144e-05 	 4.1722311443157144e-05
240	 2 	 FLi 	 LiF 	 0.005499313790788989 	 0.005499313790788989
240	 21 	 HN2O 	 HON2 	 0.009544524789202534 	 0.009544524789202534
240	 0 	 H2 	 H2 	 6.0984048616849994e-06 	 6.0984048616849994e-06
240	 6 	 C2H2 	 C2H2 	 2.3367159870719076 	 2.3367159870719076
240	 14 	 N2O 	 N2O 	 0.011400315766323953 	 0.011400315766323953
240	 9 	 Na2 	 Na2 	 9.07082919566058e-06 	 9.07082919566058e-06
240	 24 	 C 	 C 	 2.387593528135589e-06 	 2.387593528135589e-06
240	 1 	 N2 	 N2 	 8.520178860768302e-05 	 8.520178860768302e-05
240	 4 	 CO2 	 CO2 	 0.0018093277695752392 	 0.0018093277695752392
240	 22 	 CH4O 	 CH4O 	 0.00043744299824188945 	 0.00043744299824188945
240	 13 	 O3 	 O3 	 0.015757856259003056 	 0.015757856259003056
240	 8 	 HLi 	 LiH 	 2.914360488587438e-09 	 2.914360488587438e-09
240	 17 	 H2O 	 OH2 	 9.442385685551937e-06 	 9.442385685551937e-06
240	 11 	 NO2 	 NO2 	 0.014146959742500792 	 0.014146959742500792
240	 23 	 HF2 	 HF2 	 0.0038462790498239767 	 0.0038462790498239767
240	 20 	 CH 	 CH 	 1.6328739401136506e-05 	 1.6328739401136506e-05
240	 3 	 CHN 	 CNH 	 0.0021524708484327694 	 0.0021524708484327694
240	 18 	 H3N 	 NH3 	 0.0009391514662314943 	 0.0009391514662314943
241	 21 	 HN2O 	 HON2 	 0.009544510960962378 	 0.009544510960962378
241	 20 	 CH 	 CH 	 1.634721210070894e-05 	 1.634721210070894e-05
241	 10 	 NO 	 NO 	 0.0005840705149350567 	 0.0005840705149350567
241	 1 	 N2 	 N2 	 8.649604750751647e-05 	 8.649604750751647e-05
241	 15 	 CH3 	 CH3 	 0.0005589943395618522 	 0.0005589943395618522
241	 13 	 O3 	 O3 	 0.01572072384094036 	 0.01572072384094036
241	 6 	 C2H2 	 C2H2 	 2.2571554698470706 	 2.2571554698470706
