#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
154	 9 	 Na2 	 Na2 	 3.650687740154514e-07 	 3.650687740154514e-07
154	 8 	 HLi 	 LiH 	 1.8971855513488541e-06 	 1.8971855513488541e-06
155	 13 	 O3 	 O3 	 0.0034152954352485413 	 0.0034152954352485413
155	 7 	 CO 	 OC 	 0.0004111072662201804 	 0.0004111072662201804
155	 24 	 C 	 C 	 2.6449947215084963e-05 	 2.6449947215084963e-05
155	 10 	 NO 	 NO 	 7.352399893708945e-05 	 7.352399893708945e-05
155	 2 	 FLi 	 LiF 	 0.007297780188530947 	 0.007297780188530947
155	 23 	 HF2 	 HF2 	 0.002617739114880941 	 0.002617739114880941
155	 6 	 C2H2 	 C2H2 	 0.0001845218149036009 	 0.0001845218149036009
155	 16 	 CH2 	 CH2 	 0.0026204715581977255 	 0.0026204715581977255
155	 8 	 HLi 	 LiH 	 1.9012345787186198e-06 	 1.9012345787186198e-06
155	 11 	 NO2 	 NO2 	 0.004218424258438094 	 0.004218424258438094
155	 0 	 H2 	 H2 	 1.4484514756627402e-06 	 1.4484514756627402e-06
155	 15 	 CH3 	 CH3 	 9.73185980757915e-07 	 9.73185980757915e-07
155	 20 	 CH 	 CH 	 7.498949562349025e-07 	 7.498949562349025e-07
155	 21 	 HN2O 	 HON2 	 0.003920046596459253 	 0.003920046596459253
155	 9 	 Na2 	 Na2 	 3.6558020770394836e-07 	 3.6558020770394836e-07
155	 3 	 CHN 	 CNH 	 0.00394886282712382 	 0.00394886282712382
155	 18 	 H3N 	 NH3 	 0.0003932669979958542 	 0.0003932669979958542
155	 5 	 F2 	 F2 	 0.00017972427429182838 	 0.00017972427429182838
155	 17 	 H2O 	 OH2 	 0.00022127652821751217 	 0.00022127652821751217
155	 25 	 Li 	 Li 	 3.5374985189988675e-05 	 3.5374985189988675e-05
155	 1 	 N2 	 N2 	 9.928737807338257e-07 	 9.928737807338257e-07
155	 12 	 HN 	 NH 	 0.0009108065190495476 	 0.0009108065190495476
155	 4 	 CO2 	 CO2 	 0.008027674214387853 	 0.008027674214387853
155	 19 	 HO 	 OH 	 1.1233597297465723e-05 	 1.1233597297465723e-05
155	 14 	 N2O 	 N2O 	 0.0033015238361414154 	 0.0033015238361414154
155	 22 	 CH4O 	 CH4O 	 0.00023508519919510123 	 0.00023508519919510123
156	 9 	 Na2 	 Na2 	 3.636231463016509e-07 	 3.636231463016509e-07
156	 21 	 HN2O 	 HON2 	 0.003920041882789942 	 0.003920041882789942
156	 23 	 HF2 	 HF2 	 0.00261773705106933 	 0.00261773705106933
156	 24 	 C 	 C 	 2.6190333727442374e-05 	 2.6190333727442374e-05
156	 17 	 H2O 	 OH2 	 0.00022124404686098476 	 0.00022124404686098476
156	 2 	 FLi 	 LiF 	 0.007292595242010286 	 0.007292595242010286
156	 12 	 HN 	 NH 	 0.0009101233535405756 	 0.0009101233535405756
156	 18 	 H3N 	 NH3 	 0.000393043671337954 	 0.000393043671337954
156	 22 	 CH4O 	 CH4O 	 0.00023508454442539394 	 0.00023508454442539394
156	 13 	 O3 	 O3 	 0.0034157440478580236 	 0.0034157440478580236
156	 4 	 CO2 	 CO2 	 0.00802475289187844 	 0.00802475289187844
156	 15 	 CH3 	 CH3 	 9.806895299315745e-07 	 9.806895299315745e-07
156	 10 	 NO 	 NO 	 7.359742776626515e-05 	 7.359742776626515e-05
156	 8 	 HLi 	 LiH 	 1.932326646718016e-06 	 1.932326646718016e-06
156	 20 	 CH 	 CH 	 7.423844660638785e-07 	 7.423844660638785e-07
156	 7 	 CO 	 OC 	 0.0004109171090214368 	 0.0004109171090214368
156	 1 	 N2 	 N2 	 1.0283231809126619e-06 	 1.0283231809126619e-06
156	 16 	 CH2 	 CH2 	 0.002620476643458709 	 0.002620476643458709
156	 6 	 C2H2 	 C2H2 	 0.00018022539431449976 	 0.00018022539431449976
156	 5 	 F2 	 F2 	 0.0001796033090630355 	 0.0001796033090630355
156	 19 	 HO 	 OH 	 1.1228588280249035e-05 	 1.1228588280249035e-05
156	 11 	 NO2 	 NO2 	 0.004217948283674847 	 0.004217948283674847
156	 3 	 CHN 	 CNH 	 0.003947785578959204 	 0.003947785578959204
156	 14 	 N2O 	 N2O 	 0.003299004827968059 	 0.003299004827968059
156	 25 	 Li 	 Li 	 3.720292822346821e-05 	 3.720292822346821e-05
156	 0 	 H2 	 H2 	 1.5560538606929358e-06 	 1.5560538606929358e-06
157	 10 	 NO 	 NO 	 7.361279814615117e-05 	 7.361279814615117e-05
157	 9 	 Na2 	 Na2 	 3.624435762284521e-07 	 3.624435762284521e-07
157	 1 	 N2 	 N2 	 8.765621653762273e-07 	 8.765621653762273e-07
157	 5 	 F2 	 F2 	 0.00017952286203029913 	 0.00017952286203029913
157	 24 	 C 	 C 	 2.647143143372067e-05 	 2.647143143372067e-05
157	 8 	 HLi 	 LiH 	 1.8747326910040337e-06 	 1.8747326910040337e-06
157	 17 	 H2O 	 OH2 	 0.00022115494708610186 	 0.00022115494708610186
157	 20 	 CH 	 CH 	 7.386287216395094e-07 	 7.386287216395094e-07
157	 2 	 FLi 	 LiF 	 0.007295404831156009 	 0.007295404831156009
157	 16 	 CH2 	 CH2 	 0.002622356941554243 	 0.002622356941554243
157	 25 	 Li 	 Li 	 3.4827217803496386e-05 	 3.4827217803496386e-05
157	 11 	 NO2 	 NO2 	 0.0042177323795507034 	 0.0042177323795507034
157	 0 	 H2 	 H2 	 1.506501213709286e-06 	 1.506501213709286e-06
157	 14 	 N2O 	 N2O 	 0.003301491207698657 	 0.003301491207698657
157	 23 	 HF2 	 HF2 	 0.002617749068664509 	 0.002617749068664509
157	 6 	 C2H2 	 C2H2 	 0.00018299405287450929 	 0.00018299405287450929
157	 19 	 HO 	 OH 	 1.1214273684467379e-05 	 1.1214273684467379e-05
157	 18 	 H3N 	 NH3 	 0.00039257170100919067 	 0.00039257170100919067
157	 7 	 CO 	 OC 	 0.00041063499875127797 	 0.00041063499875127797
157	 22 	 CH4O 	 CH4O 	 0.0002350858058240079 	 0.0002350858058240079
157	 15 	 CH3 	 CH3 	 9.864123328043995e-07 	 9.864123328043995e-07
157	 4 	 CO2 	 CO2 	 0.00802482903759711 	 0.00802482903759711
157	 12 	 HN 	 NH 	 0.0009103663393094062 	 0.0009103663393094062
157	 3 	 CHN 	 CNH 	 0.003948737528035987 	 0.003948737528035987
157	 21 	 HN2O 	 HON2 	 0.0039200576243645785 	 0.0039200576243645785
157	 13 	 O3 	 O3 	 0.0034160120204603586 	 0.0034160120204603586
158	 19 	 HO 	 OH 	 1.1211835709586645e-05 	 1.1211835709586645e-05
158	 11 	 NO2 	 NO2 	 0.004217947208522812 	 0.004217947208522812
158	 1 	 N2 	 N2 	 1.014080026194403e-06 	 1.014080026194403e-06
158	 9 	 Na2 	 Na2 	 3.6337870631169434e-07 	 3.6337870631169434e-07
158	 15 	 CH3 	 CH3 	 9.867479389847864e-07 	 9.867479389847864e-07
158	 20 	 CH 	 CH 	 7.456180125755322e-07 	 7.456180125755322e-07
158	 22 	 CH4O 	 CH4O 	 0.00023508576376660555 	 0.00023508576376660555
158	 10 	 NO 	 NO 	 7.345360643984344e-05 	 7.345360643984344e-05
158	 4 	 CO2 	 CO2 	 0.008025979018152506 	 0.008025979018152506
158	 7 	 CO 	 OC 	 0.00041124420754292263 	 0.00041124420754292263
158	 21 	 HN2O 	 HON2 	 0.0039200628914057 	 0.0039200628914057
158	 12 	 HN 	 NH 	 0.0009110655527615447 	 0.0009110655527615447
158	 14 	 N2O 	 N2O 	 0.003300791619223706 	 0.003300791619223706
158	 6 	 C2H2 	 C2H2 	 0.00017764763195712198 	 0.00017764763195712198
158	 25 	 Li 	 Li 	 3.381958230073888e-05 	 3.381958230073888e-05
158	 13 	 O3 	 O3 	 0.0034161627209280997 	 0.0034161627209280997
158	 5 	 F2 	 F2 	 0.0001796828545132501 	 0.0001796828545132501
158	 18 	 H3N 	 NH3 	 0.00039245934250011643 	 0.00039245934250011643
158	 17 	 H2O 	 OH2 	 0.00022118874353345874 	 0.00022118874353345874
158	 0 	 H2 	 H2 	 9.65978958485346e-07 	 9.65978958485346e-07
158	 2 	 FLi 	 LiF 	 0.007305740100579617 	 0.007305740100579617
158	 3 	 CHN 	 CNH 	 0.003947537401451824 	 0.003947537401451824
158	 24 	 C 	 C 	 2.643902943292218e-05 	 2.643902943292218e-05
158	 8 	 HLi 	 LiH 	 1.852778327988682e-06 	 1.852778327988682e-06
158	 16 	 CH2 	 CH2 	 0.0026198056820743256 	 0.0026198056820743256
158	 23 	 HF2 	 HF2 	 0.002617752673236772 	 0.002617752673236772
159	 3 	 CHN 	 CNH 	 0.00394969216280463 	 0.00394969216280463
159	 19 	 HO 	 OH 	 1.122314444058827e-05 	 1.122314444058827e-05
159	 2 	 FLi 	 LiF 	 0.007291335199308047 	 0.007291335199308047
159	 7 	 CO 	 OC 	 0.00041060558734521107 	 0.00041060558734521107
159	 12 	 HN 	 NH 	 0.0009106859260121919 	 0.0009106859260121919
159	 6 	 C2H2 	 C2H2 	 0.0001776073248508198 	 0.0001776073248508198
159	 5 	 F2 	 F2 	 0.00017960446095996097 	 0.00017960446095996097
159	 13 	 O3 	 O3 	 0.0034161936507859643 	 0.0034161936507859643
159	 1 	 N2 	 N2 	 8.466132219296367e-07 	 8.466132219296367e-07
159	 18 	 H3N 	 NH3 	 0.00039286273078431284 	 0.00039286273078431284
159	 15 	 CH3 	 CH3 	 9.6662387585087e-07 	 9.6662387585087e-07
159	 16 	 CH2 	 CH2 	 0.0026205840327858596 	 0.0026205840327858596
159	 14 	 N2O 	 N2O 	 0.003300309057165167 	 0.003300309057165167
159	 10 	 NO 	 NO 	 7.364150734636419e-05 	 7.364150734636419e-05
159	 0 	 H2 	 H2 	 1.068848720380992e-06 	 1.068848720380992e-06
159	 4 	 CO2 	 CO2 	 0.0080273650664238 	 0.0080273650664238
159	 8 	 HLi 	 LiH 	 1.8516712143347135e-06 	 1.8516712143347135e-06
159	 22 	 CH4O 	 CH4O 	 0.0002350864461200596 	 0.0002350864461200596
159	 23 	 HF2 	 HF2 	 0.0026177568728762974 	 0.0026177568728762974
159	 17 	 H2O 	 OH2 	 0.00022151578162231015 	 0.00022151578162231015
159	 9 	 Na2 	 Na2 	 3.600070623512127e-07 	 3.600070623512127e-07
159	 24 	 C 	 C 	 2.6511037956783716e-05 	 2.6511037956783716e-05
159	 21 	 HN2O 	 HON2 	 0.003920073792037611 	 0.003920073792037611
159	 25 	 Li 	 Li 	 3.474251055016931e-05 	 3.474251055016931e-05
159	 11 	 NO2 	 NO2 	 0.004219796255626083 	 0.004219796255626083
159	 20 	 CH 	 CH 	 7.419543846092251e-07 	 7.419543846092251e-07
160	 23 	 HF2 	 HF2 	 0.0026177553063294694 	 0.0026177553063294694
160	 12 	 HN 	 NH 	 0.0009102360356271927 	 0.0009102360356271927
160	 14 	 N2O 	 N2O 	 0.003298137763577805 	 0.003298137763577805
160	 13 	 O3 	 O3 	 0.003415179879782935 	 0.003415179879782935
160	 0 	 H2 	 H2 	 1.1049845603676023e-06 	 1.1049845603676023e-06
160	 17 	 H2O 	 OH2 	 0.0002213560936269433 	 0.0002213560936269433
160	 9 	 Na2 	 Na2 	 3.6758502440904166e-07 	 3.6758502440904166e-07
160	 10 	 NO 	 NO 	 7.355261233443376e-05 	 7.355261233443376e-05
160	 8 	 HLi 	 LiH 	 1.9005645204284578e-06 	 1.9005645204284578e-06
160	 3 	 CHN 	 CNH 	 0.0039487941238877675 	 0.0039487941238877675
160	 2 	 FLi 	 LiF 	 0.007292632408354016 	 0.007292632408354016
160	 19 	 HO 	 OH 	 1.1230228416284186e-05 	 1.1230228416284186e-05
160	 4 	 CO2 	 CO2 	 0.008021667662898949 	 0.008021667662898949
160	 6 	 C2H2 	 C2H2 	 0.00018434537073863422 	 0.00018434537073863422
160	 11 	 NO2 	 NO2 	 0.004220329610643359 	 0.004220329610643359
160	 21 	 HN2O 	 HON2 	 0.003920077869731661 	 0.003920077869731661
160	 22 	 CH4O 	 CH4O 	 0.00023508635790797246 	 0.00023508635790797246
160	 20 	 CH 	 CH 	 7.48582899795493e-07 	 7.48582899795493e-07
160	 18 	 H3N 	 NH3 	 0.0003926184217297876 	 0.0003926184217297876
160	 25 	 Li 	 Li 	 3.713901682786209e-05 	 3.713901682786209e-05
160	 7 	 CO 	 OC 	 0.00041072956963204653 	 0.00041072956963204653
160	 1 	 N2 	 N2 	 1.024626344992475e-06 	 1.024626344992475e-06
160	 16 	 CH2 	 CH2 	 0.0026204432435554667 	 0.0026204432435554667
160	 24 	 C 	 C 	 2.6144648575208712e-05 	 2.6144648575208712e-05
160	 15 	 CH3 	 CH3 	 1.0119981924220086e-06 	 1.0119981924220086e-06
160	 5 	 F2 	 F2 	 0.00017965342092514033 	 0.00017965342092514033
161	 6 	 C2H2 	 C2H2 	 0.0001779553498058509 	 0.0001779553498058509
161	 16 	 CH2 	 CH2 	 0.002621137158887709 	 0.002621137158887709
161	 10 	 NO 	 NO 	 7.355832928067649e-05 	 7.355832928067649e-05
161	 24 	 C 	 C 	 2.6420094605918464e-05 	 2.6420094605918464e-05
161	 17 	 H2O 	 OH2 	 0.00022134706756074448 	 0.00022134706756074448
161	 20 	 CH 	 CH 	 7.468015439809472e-07 	 7.468015439809472e-07
161	 19 	 HO 	 OH 	 1.1243771267024929e-05 	 1.1243771267024929e-05
161	 1 	 N2 	 N2 	 1.0343701579937273e-06 	 1.0343701579937273e-06
161	 21 	 HN2O 	 HON2 	 0.003920087306213195 	 0.003920087306213195
161	 22 	 CH4O 	 CH4O 	 0.00023508723337701024 	 0.00023508723337701024
161	 0 	 H2 	 H2 	 1.2562794177381144e-06 	 1.2562794177381144e-06
161	 18 	 H3N 	 NH3 	 0.00039319730939932416 	 0.00039319730939932416
161	 12 	 HN 	 NH 	 0.0009107346823051248 	 0.0009107346823051248
161	 11 	 NO2 	 NO2 	 0.004218869683846828 	 0.004218869683846828
161	 2 	 FLi 	 LiF 	 0.007287241073025219 	 0.007287241073025219
161	 8 	 HLi 	 LiH 	 1.8899755907956308e-06 	 1.8899755907956308e-06
161	 4 	 CO2 	 CO2 	 0.008017822647760929 	 0.008017822647760929
161	 5 	 F2 	 F2 	 0.00017971721351134147 	 0.00017971721351134147
161	 9 	 Na2 	 Na2 	 3.6266613975753987e-07 	 3.6266613975753987e-07
161	 3 	 CHN 	 CNH 	 0.003946681794297333 	 0.003946681794297333
161	 7 	 CO 	 OC 	 0.00041107425823237417 	 0.00041107425823237417
161	 23 	 HF2 	 HF2 	 0.0026177615200182326 	 0.0026177615200182326
161	 14 	 N2O 	 N2O 	 0.0032992423264180384 	 0.0032992423264180384
161	 25 	 Li 	 Li 	 3.3601643298572e-05 	 3.3601643298572e-05
161	 13 	 O3 	 O3 	 0.003413029197476493 	 0.003413029197476493
161	 15 	 CH3 	 CH3 	 9.84620140834205e-07 	 9.84620140834205e-07
162	 10 	 NO 	 NO 	 7.365905465358406e-05 	 7.365905465358406e-05
162	 21 	 HN2O 	 HON2 	 0.003920092636814918 	 0.003920092636814918
162	 0 	 H2 	 H2 	 1.1607911815532193e-06 	 1.1607911815532193e-06
162	 22 	 CH4O 	 CH4O 	 0.00023508686120211054 	 0.00023508686120211054
162	 16 	 CH2 	 CH2 	 0.002621528044702574 	 0.002621528044702574
162	 20 	 CH 	 CH 	 7.42918357732813e-07 	 7.42918357732813e-07
162	 15 	 CH3 	 CH3 	 9.937537541008427e-07 	 9.937537541008427e-07
162	 24 	 C 	 C 	 2.6547332833166232e-05 	 2.6547332833166232e-05
162	 2 	 FLi 	 LiF 	 0.007298798968164194 	 0.007298798968164194
162	 8 	 HLi 	 LiH 	 1.8615247356819917e-06 	 1.8615247356819917e-06
162	 17 	 H2O 	 OH2 	 0.00022105904173994317 	 0.00022105904173994317
162	 13 	 O3 	 O3 	 0.0034155343590873085 	 0.0034155343590873085
162	 1 	 N2 	 N2 	 1.0172380194759732e-06 	 1.0172380194759732e-06
162	 14 	 N2O 	 N2O 	 0.003301617103166373 	 0.003301617103166373
162	 3 	 CHN 	 CNH 	 0.003948353111607703 	 0.003948353111607703
162	 11 	 NO2 	 NO2 	 0.004219502216555902 	 0.004219502216555902
162	 5 	 F2 	 F2 	 0.00017959690959066195 	 0.00017959690959066195
162	 9 	 Na2 	 Na2 	 3.6208520883974223e-07 	 3.6208520883974223e-07
162	 19 	 HO 	 OH 	 1.1221915442740299e-05 	 1.1221915442740299e-05
162	 18 	 H3N 	 NH3 	 0.00039397367323971353 	 0.00039397367323971353
162	 6 	 C2H2 	 C2H2 	 0.00018230868694034787 	 0.00018230868694034787
162	 7 	 CO 	 OC 	 0.00041070726834156285 	 0.00041070726834156285
162	 12 	 HN 	 NH 	 0.0009108375897274193 	 0.0009108375897274193
162	 4 	 CO2 	 CO2 	 0.008018813824938022 	 0.008018813824938022
162	 23 	 HF2 	 HF2 	 0.0026177670656605686 	 0.0026177670656605686
162	 25 	 Li 	 Li 	 3.3699215344315585e-05 	 3.3699215344315585e-05
163	 8 	 HLi 	 LiH 	 1.900231344588282e-06 	 1.900231344588282e-06
163	 7 	 CO 	 OC 	 0.00041074827477104484 	 0.00041074827477104484
163	 20 	 CH 	 CH 	 7.397452326192907e-07 	 7.397452326192907e-07
163	 17 	 H2O 	 OH2 	 0.0002213471806374637 	 0.0002213471806374637
163	 19 	 HO 	 OH 	 1.121691872812834e-05 	 1.121691872812834e-05
163	 1 	 N2 	 N2 	 1.0180643245083223e-06 	 1.0180643245083223e-06
163	 6 	 C2H2 	 C2H2 	 0.00018350147500803419 	 0.00018350147500803419
163	 13 	 O3 	 O3 	 0.003416243096753391 	 0.003416243096753391
163	 3 	 CHN 	 CNH 	 0.003945783303821242 	 0.003945783303821242
163	 24 	 C 	 C 	 2.6498626349151906e-05 	 2.6498626349151906e-05
163	 22 	 CH4O 	 CH4O 	 0.00023508736628238583 	 0.00023508736628238583
163	 16 	 CH2 	 CH2 	 0.0026201075985734603 	 0.0026201075985734603
163	 4 	 CO2 	 CO2 	 0.008024571906474811 	 0.008024571906474811
163	 18 	 H3N 	 NH3 	 0.0003933458763995155 	 0.0003933458763995155
163	 15 	 CH3 	 CH3 	 9.85668360464e-07 	 9.85668360464e-07
163	 14 	 N2O 	 N2O 	 0.0032991324273605647 	 0.0032991324273605647
163	 11 	 NO2 	 NO2 	 0.004217338571422174 	 0.004217338571422174
163	 21 	 HN2O 	 HON2 	 0.003920099305974779 	 0.003920099305974779
163	 5 	 F2 	 F2 	 0.00017962564905326428 	 0.00017962564905326428
163	 9 	 Na2 	 Na2 	 3.684501626952768e-07 	 3.684501626952768e-07
163	 2 	 FLi 	 LiF 	 0.0072942945945300266 	 0.0072942945945300266
163	 0 	 H2 	 H2 	 1.09380933772774e-06 	 1.09380933772774e-06
163	 25 	 Li 	 Li 	 3.616238141268827e-05 	 3.616238141268827e-05
163	 10 	 NO 	 NO 	 7.359502050053178e-05 	 7.359502050053178e-05
163	 12 	 HN 	 NH 	 0.0009103873217441637 	 0.0009103873217441637
163	 23 	 HF2 	 HF2 	 0.0026177708384115756 	 0.0026177708384115756
164	 4 	 CO2 	 CO2 	 0.008019069596108397 	 0.008019069596108397
164	 20 	 CH 	 CH 	 7.442520761634215e-07 	 7.442520761634215e-07
164	 3 	 CHN 	 CNH 	 0.003946871684418089 	 0.003946871684418089
164	 6 	 C2H2 	 C2H2 	 0.0001843608412370762 	 0.0001843608412370762
164	 15 	 CH3 	 CH3 	 1.0095710058796863e-06 	 1.0095710058796863e-06
164	 11 	 NO2 	 NO2 	 0.004218931518791001 	 0.004218931518791001
164	 17 	 H2O 	 OH2 	 0.00022101267503413311 	 0.00022101267503413311
164	 1 	 N2 	 N2 	 1.0127480293127132e-06 	 1.0127480293127132e-06
164	 0 	 H2 	 H2 	 1.4817249415400215e-06 	 1.4817249415400215e-06
164	 8 	 HLi 	 LiH 	 1.8808476744368263e-06 	 1.8808476744368263e-06
164	 18 	 H3N 	 NH3 	 0.00039291952158944946 	 0.00039291952158944946
164	 19 	 HO 	 OH 	 1.1212663018310619e-05 	 1.1212663018310619e-05
164	 7 	 CO 	 OC 	 0.0004107521905406315 	 0.0004107521905406315
164	 5 	 F2 	 F2 	 0.0001797718783138788 	 0.0001797718783138788
164	 25 	 Li 	 Li 	 3.6124990524773255e-05 	 3.6124990524773255e-05
164	 9 	 Na2 	 Na2 	 3.6460738901539243e-07 	 3.6460738901539243e-07
164	 12 	 HN 	 NH 	 0.0009106643456334643 	 0.0009106643456334643
164	 14 	 N2O 	 N2O 	 0.0032992088939835474 	 0.0032992088939835474
164	 13 	 O3 	 O3 	 0.003415264538550717 	 0.003415264538550717
164	 10 	 NO 	 NO 	 7.344673675644517e-05 	 7.344673675644517e-05
164	 21 	 HN2O 	 HON2 	 0.003920109389161435 	 0.003920109389161435
164	 22 	 CH4O 	 CH4O 	 0.00023508806417779746 	 0.00023508806417779746
164	 2 	 FLi 	 LiF 	 0.007302889615644249 	 0.007302889615644249
164	 24 	 C 	 C 	 2.6485968359120187e-05 	 2.6485968359120187e-05
164	 16 	 CH2 	 CH2 	 0.0026208264579125574 	 0.0026208264579125574
164	 23 	 HF2 	 HF2 	 0.0026177761238930994 	 0.0026177761238930994
165	 2 	 FLi 	 LiF 	 0.007299503406549723 	 0.007299503406549723
165	 21 	 HN2O 	 HON2 	 0.003920117645310569 	 0.003920117645310569
165	 1 	 N2 	 N2 	 9.90129767139391e-07 	 9.90129767139391e-07
165	 3 	 CHN 	 CNH 	 0.003947699864562336 	 0.003947699864562336
165	 22 	 CH4O 	 CH4O 	 0.0002350903294360427 	 0.0002350903294360427
165	 23 	 HF2 	 HF2 	 0.0026177763323635226 	 0.0026177763323635226
165	 0 	 H2 	 H2 	 1.2823469809651385e-06 	 1.2823469809651385e-06
165	 12 	 HN 	 NH 	 0.0009107249407676305 	 0.0009107249407676305
165	 24 	 C 	 C 	 2.6244449238268667e-05 	 2.6244449238268667e-05
165	 18 	 H3N 	 NH3 	 0.0003932261036664236 	 0.0003932261036664236
165	 17 	 H2O 	 OH2 	 0.00022117797699849025 	 0.00022117797699849025
165	 19 	 HO 	 OH 	 1.12133826790546e-05 	 1.12133826790546e-05
165	 20 	 CH 	 CH 	 7.466060478712382e-07 	 7.466060478712382e-07
165	 13 	 O3 	 O3 	 0.00341569441306656 	 0.00341569441306656
165	 14 	 N2O 	 N2O 	 0.0033003261540770932 	 0.0033003261540770932
165	 6 	 C2H2 	 C2H2 	 0.0001843286122008576 	 0.0001843286122008576
165	 25 	 Li 	 Li 	 3.7817828223862696e-05 	 3.7817828223862696e-05
165	 15 	 CH3 	 CH3 	 9.875364531102245e-07 	 9.875364531102245e-07
165	 5 	 F2 	 F2 	 0.00017966163233176113 	 0.00017966163233176113
165	 9 	 Na2 	 Na2 	 3.64674635162061e-07 	 3.64674635162061e-07
165	 11 	 NO2 	 NO2 	 0.004219506043633041 	 0.004219506043633041
165	 7 	 CO 	 OC 	 0.00041093492381038594 	 0.00041093492381038594
165	 4 	 CO2 	 CO2 	 0.008022178097791512 	 0.008022178097791512
165	 16 	 CH2 	 CH2 	 0.002621585200886065 	 0.002621585200886065
165	 10 	 NO 	 NO 	 7.35807990777974e-05 	 7.35807990777974e-05
165	 8 	 HLi 	 LiH 	 1.9339627993164514e-06 	 1.9339627993164514e-06
166	 18 	 H3N 	 NH3 	 0.0003928911718370476 	 0.0003928911718370476
166	 3 	 CHN 	 CNH 	 0.003947134605874103 	 0.003947134605874103
166	 0 	 H2 	 H2 	 1.073601272713105e-06 	 1.073601272713105e-06
166	 12 	 HN 	 NH 	 0.0009110647600475084 	 0.0009110647600475084
166	 23 	 HF2 	 HF2 	 0.0026177743008198966 	 0.0026177743008198966
166	 1 	 N2 	 N2 	 1.0412672385971142e-06 	 1.0412672385971142e-06
166	 6 	 C2H2 	 C2H2 	 0.00017765411108125326 	 0.00017765411108125326
166	 20 	 CH 	 CH 	 7.526728481304922e-07 	 7.526728481304922e-07
166	 25 	 Li 	 Li 	 3.41757193599585e-05 	 3.41757193599585e-05
166	 21 	 HN2O 	 HON2 	 0.003920121747273225 	 0.003920121747273225
166	 15 	 CH3 	 CH3 	 1.0164477136823158e-06 	 1.0164477136823158e-06
166	 10 	 NO 	 NO 	 7.369202228494723e-05 	 7.369202228494723e-05
166	 19 	 HO 	 OH 	 1.1223465634437387e-05 	 1.1223465634437387e-05
166	 4 	 CO2 	 CO2 	 0.008027526133299654 	 0.008027526133299654
166	 5 	 F2 	 F2 	 0.00017973921550717826 	 0.00017973921550717826
166	 24 	 C 	 C 	 2.616247532531153e-05 	 2.616247532531153e-05
166	 13 	 O3 	 O3 	 0.0034144500399159714 	 0.0034144500399159714
166	 16 	 CH2 	 CH2 	 0.0026212564619383385 	 0.0026212564619383385
166	 9 	 Na2 	 Na2 	 3.629314934073865e-07 	 3.629314934073865e-07
166	 17 	 H2O 	 OH2 	 0.00022144048315346276 	 0.00022144048315346276
166	 14 	 N2O 	 N2O 	 0.003300248480310179 	 0.003300248480310179
166	 22 	 CH4O 	 CH4O 	 0.00023508913229291145 	 0.00023508913229291145
166	 11 	 NO2 	 NO2 	 0.004219420248106522 	 0.004219420248106522
166	 7 	 CO 	 OC 	 0.0004113388514189664 	 0.0004113388514189664
166	 8 	 HLi 	 LiH 	 1.8711586443456084e-06 	 1.8711586443456084e-06
166	 2 	 FLi 	 LiF 	 0.007304815309678581 	 0.007304815309678581
167	 3 	 CHN 	 CNH 	 0.003946639023058145 	 0.003946639023058145
167	 11 	 NO2 	 NO2 	 0.004217174521069907 	 0.004217174521069907
167	 10 	 NO 	 NO 	 7.363439476537492e-05 	 7.363439476537492e-05
167	 16 	 CH2 	 CH2 	 0.002620702940771219 	 0.002620702940771219
167	 23 	 HF2 	 HF2 	 0.002617778815058435 	 0.002617778815058435
167	 4 	 CO2 	 CO2 	 0.008020379267049658 	 0.008020379267049658
167	 24 	 C 	 C 	 2.6213289505272648e-05 	 2.6213289505272648e-05
167	 8 	 HLi 	 LiH 	 1.8782155486876454e-06 	 1.8782155486876454e-06
167	 2 	 FLi 	 LiF 	 0.0072930038845456045 	 0.0072930038845456045
167	 18 	 H3N 	 NH3 	 0.00039234415589008424 	 0.00039234415589008424
167	 15 	 CH3 	 CH3 	 9.563875104056537e-07 	 9.563875104056537e-07
167	 7 	 CO 	 OC 	 0.00041081005997496277 	 0.00041081005997496277
167	 0 	 H2 	 H2 	 1.3777782770838248e-06 	 1.3777782770838248e-06
167	 21 	 HN2O 	 HON2 	 0.003920126385229729 	 0.003920126385229729
167	 12 	 HN 	 NH 	 0.0009104157038577082 	 0.0009104157038577082
167	 17 	 H2O 	 OH2 	 0.0002211640960430585 	 0.0002211640960430585
167	 1 	 N2 	 N2 	 9.105220362331811e-07 	 9.105220362331811e-07
167	 13 	 O3 	 O3 	 0.0034160567244661427 	 0.0034160567244661427
