#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
36	 12 	 HN 	 NH 	 0.0009004205871305258 	 0.0009004205871305258
36	 9 	 Na2 	 Na2 	 1.5581290475239058e-07 	 1.5581290475239058e-07
36	 11 	 NO2 	 NO2 	 0.0043909107747216155 	 0.0043909107747216155
36	 2 	 FLi 	 LiF 	 0.007646445969882114 	 0.007646445969882114
36	 3 	 CHN 	 CNH 	 0.004887707290492709 	 0.004887707290492709
36	 15 	 CH3 	 CH3 	 1.2554690475146957e-05 	 1.2554690475146957e-05
36	 18 	 H3N 	 NH3 	 0.0004327256863237806 	 0.0004327256863237806
36	 21 	 HN2O 	 HON2 	 0.0040867341865684454 	 0.0040867341865684454
36	 8 	 HLi 	 LiH 	 4.977180223892788e-06 	 4.977180223892788e-06
36	 1 	 N2 	 N2 	 2.0520986058725372e-06 	 2.0520986058725372e-06
36	 24 	 C 	 C 	 8.159130245855853e-06 	 8.159130245855853e-06
36	 19 	 HO 	 OH 	 5.278223287136232e-06 	 5.278223287136232e-06
36	 14 	 N2O 	 N2O 	 0.0031159560638584745 	 0.0031159560638584745
36	 16 	 CH2 	 CH2 	 0.002941452591743227 	 0.002941452591743227
36	 0 	 H2 	 H2 	 3.9781780408797515e-06 	 3.9781780408797515e-06
36	 5 	 F2 	 F2 	 0.0001503658059580966 	 0.0001503658059580966
36	 25 	 Li 	 Li 	 3.129638740211121e-05 	 3.129638740211121e-05
36	 4 	 CO2 	 CO2 	 0.008140387318940488 	 0.008140387318940488
36	 10 	 NO 	 NO 	 8.34842218811168e-05 	 8.34842218811168e-05
36	 17 	 H2O 	 OH2 	 0.00016046046044471346 	 0.00016046046044471346
36	 20 	 CH 	 CH 	 5.53257802061584e-06 	 5.53257802061584e-06
36	 22 	 CH4O 	 CH4O 	 0.00025434625065274977 	 0.00025434625065274977
37	 1 	 N2 	 N2 	 2.237646699775325e-06 	 2.237646699775325e-06
37	 6 	 C2H2 	 C2H2 	 0.00023567761773091996 	 0.00023567761773091996
37	 15 	 CH3 	 CH3 	 1.2747728239498664e-05 	 1.2747728239498664e-05
37	 3 	 CHN 	 CNH 	 0.004874090267903424 	 0.004874090267903424
37	 2 	 FLi 	 LiF 	 0.0076458622350507694 	 0.0076458622350507694
37	 16 	 CH2 	 CH2 	 0.002945765653619125 	 0.002945765653619125
37	 18 	 H3N 	 NH3 	 0.00043455924523450447 	 0.00043455924523450447
37	 19 	 HO 	 OH 	 5.3276424212254235e-06 	 5.3276424212254235e-06
37	 23 	 HF2 	 HF2 	 0.0023965835338357576 	 0.0023965835338357576
37	 7 	 CO 	 OC 	 0.0004704953336132466 	 0.0004704953336132466
37	 22 	 CH4O 	 CH4O 	 0.0002550497718686633 	 0.0002550497718686633
37	 17 	 H2O 	 OH2 	 0.00016114742691143266 	 0.00016114742691143266
37	 25 	 Li 	 Li 	 2.8869234274363026e-05 	 2.8869234274363026e-05
37	 4 	 CO2 	 CO2 	 0.00809540322166933 	 0.00809540322166933
37	 14 	 N2O 	 N2O 	 0.003146109010214638 	 0.003146109010214638
37	 8 	 HLi 	 LiH 	 4.927299137314734e-06 	 4.927299137314734e-06
37	 24 	 C 	 C 	 8.68179734778772e-06 	 8.68179734778772e-06
37	 11 	 NO2 	 NO2 	 0.004439500714698652 	 0.004439500714698652
37	 0 	 H2 	 H2 	 4.163708143334189e-06 	 4.163708143334189e-06
37	 10 	 NO 	 NO 	 8.537136171128844e-05 	 8.537136171128844e-05
37	 20 	 CH 	 CH 	 5.589150811976133e-06 	 5.589150811976133e-06
37	 9 	 Na2 	 Na2 	 1.6998327536815312e-07 	 1.6998327536815312e-07
37	 21 	 HN2O 	 HON2 	 0.004122458369451965 	 0.004122458369451965
37	 5 	 F2 	 F2 	 0.00015343923405111335 	 0.00015343923405111335
37	 13 	 O3 	 O3 	 0.0038471516444038836 	 0.0038471516444038836
37	 12 	 HN 	 NH 	 0.0009115310517956355 	 0.0009115310517956355
38	 25 	 Li 	 Li 	 3.1175827718297805e-05 	 3.1175827718297805e-05
38	 18 	 H3N 	 NH3 	 0.00043905117114489056 	 0.00043905117114489056
38	 12 	 HN 	 NH 	 0.0009117460374704381 	 0.0009117460374704381
38	 5 	 F2 	 F2 	 0.0001536034494892374 	 0.0001536034494892374
38	 20 	 CH 	 CH 	 5.59140153132786e-06 	 5.59140153132786e-06
38	 22 	 CH4O 	 CH4O 	 0.00025608936258733937 	 0.00025608936258733937
38	 3 	 CHN 	 CNH 	 0.004844506874950273 	 0.004844506874950273
38	 24 	 C 	 C 	 8.973005926434038e-06 	 8.973005926434038e-06
38	 9 	 Na2 	 Na2 	 1.7382200198037722e-07 	 1.7382200198037722e-07
38	 15 	 CH3 	 CH3 	 1.3554751706476587e-05 	 1.3554751706476587e-05
38	 17 	 H2O 	 OH2 	 0.0001619616282110119 	 0.0001619616282110119
38	 0 	 H2 	 H2 	 4.384514982756211e-06 	 4.384514982756211e-06
38	 7 	 CO 	 OC 	 0.00046483437999681533 	 0.00046483437999681533
38	 13 	 O3 	 O3 	 0.0038577845303130703 	 0.0038577845303130703
38	 6 	 C2H2 	 C2H2 	 0.00022461330806123944 	 0.00022461330806123944
38	 23 	 HF2 	 HF2 	 0.00241002942192647 	 0.00241002942192647
38	 8 	 HLi 	 LiH 	 4.9825419800620955e-06 	 4.9825419800620955e-06
38	 10 	 NO 	 NO 	 8.626869926986603e-05 	 8.626869926986603e-05
38	 1 	 N2 	 N2 	 1.7579433368714739e-06 	 1.7579433368714739e-06
38	 19 	 HO 	 OH 	 5.465351473812938e-06 	 5.465351473812938e-06
38	 11 	 NO2 	 NO2 	 0.004464324170678778 	 0.004464324170678778
38	 4 	 CO2 	 CO2 	 0.00804197816902783 	 0.00804197816902783
38	 2 	 FLi 	 LiF 	 0.00760679047064315 	 0.00760679047064315
38	 16 	 CH2 	 CH2 	 0.002958685918819454 	 0.002958685918819454
38	 21 	 HN2O 	 HON2 	 0.004134676610111221 	 0.004134676610111221
38	 14 	 N2O 	 N2O 	 0.003193405998250808 	 0.003193405998250808
39	 0 	 H2 	 H2 	 4.3465047707520636e-06 	 4.3465047707520636e-06
39	 17 	 H2O 	 OH2 	 0.00016254467919071358 	 0.00016254467919071358
39	 18 	 H3N 	 NH3 	 0.000441162487501677 	 0.000441162487501677
39	 20 	 CH 	 CH 	 5.578562151061212e-06 	 5.578562151061212e-06
39	 14 	 N2O 	 N2O 	 0.0032022724013848532 	 0.0032022724013848532
39	 22 	 CH4O 	 CH4O 	 0.0002567973603543205 	 0.0002567973603543205
39	 9 	 Na2 	 Na2 	 1.7847078296487724e-07 	 1.7847078296487724e-07
39	 23 	 HF2 	 HF2 	 0.0024172358301882404 	 0.0024172358301882404
39	 15 	 CH3 	 CH3 	 1.393744225557058e-05 	 1.393744225557058e-05
39	 21 	 HN2O 	 HON2 	 0.004146266553033723 	 0.004146266553033723
39	 5 	 F2 	 F2 	 0.00015568429898206232 	 0.00015568429898206232
39	 8 	 HLi 	 LiH 	 5.060632865445854e-06 	 5.060632865445854e-06
39	 10 	 NO 	 NO 	 8.714220728584988e-05 	 8.714220728584988e-05
39	 3 	 CHN 	 CNH 	 0.004822031247445437 	 0.004822031247445437
39	 25 	 Li 	 Li 	 3.060080782629178e-05 	 3.060080782629178e-05
39	 13 	 O3 	 O3 	 0.0038818795365268004 	 0.0038818795365268004
39	 7 	 CO 	 OC 	 0.00046095538655136994 	 0.00046095538655136994
39	 4 	 CO2 	 CO2 	 0.00800983428661376 	 0.00800983428661376
39	 2 	 FLi 	 LiF 	 0.00759541949220732 	 0.00759541949220732
39	 12 	 HN 	 NH 	 0.0009207626774920202 	 0.0009207626774920202
39	 16 	 CH2 	 CH2 	 0.002966358138625025 	 0.002966358138625025
39	 11 	 NO2 	 NO2 	 0.004505598434634404 	 0.004505598434634404
39	 19 	 HO 	 OH 	 5.555977343923081e-06 	 5.555977343923081e-06
39	 24 	 C 	 C 	 9.730950072978914e-06 	 9.730950072978914e-06
39	 6 	 C2H2 	 C2H2 	 0.00022108823454161856 	 0.00022108823454161856
39	 1 	 N2 	 N2 	 1.3834571885518975e-06 	 1.3834571885518975e-06
40	 5 	 F2 	 F2 	 0.00015709548068211886 	 0.00015709548068211886
40	 4 	 CO2 	 CO2 	 0.007974862004128667 	 0.007974862004128667
40	 20 	 CH 	 CH 	 5.61278651059297e-06 	 5.61278651059297e-06
40	 19 	 HO 	 OH 	 5.606325465630676e-06 	 5.606325465630676e-06
40	 7 	 CO 	 OC 	 0.0004561914010989737 	 0.0004561914010989737
40	 10 	 NO 	 NO 	 8.898527536723645e-05 	 8.898527536723645e-05
40	 9 	 Na2 	 Na2 	 1.8917519122768992e-07 	 1.8917519122768992e-07
40	 8 	 HLi 	 LiH 	 4.942364276780206e-06 	 4.942364276780206e-06
40	 25 	 Li 	 Li 	 3.389842255227245e-05 	 3.389842255227245e-05
40	 12 	 HN 	 NH 	 0.0009283968642485663 	 0.0009283968642485663
40	 15 	 CH3 	 CH3 	 1.4705609715402433e-05 	 1.4705609715402433e-05
40	 11 	 NO2 	 NO2 	 0.004552353295659888 	 0.004552353295659888
40	 16 	 CH2 	 CH2 	 0.0029787986869734768 	 0.0029787986869734768
40	 21 	 HN2O 	 HON2 	 0.004185012412683646 	 0.004185012412683646
40	 24 	 C 	 C 	 1.0076656843291893e-05 	 1.0076656843291893e-05
40	 22 	 CH4O 	 CH4O 	 0.0002590299822225442 	 0.0002590299822225442
40	 6 	 C2H2 	 C2H2 	 0.00022512596357257742 	 0.00022512596357257742
40	 2 	 FLi 	 LiF 	 0.007576965010867909 	 0.007576965010867909
40	 18 	 H3N 	 NH3 	 0.00044757986665531574 	 0.00044757986665531574
40	 0 	 H2 	 H2 	 4.779552918123025e-06 	 4.779552918123025e-06
40	 23 	 HF2 	 HF2 	 0.0024380859163804424 	 0.0024380859163804424
40	 14 	 N2O 	 N2O 	 0.003273189366057484 	 0.003273189366057484
40	 3 	 CHN 	 CNH 	 0.004792459217890776 	 0.004792459217890776
40	 17 	 H2O 	 OH2 	 0.00016339907201104513 	 0.00016339907201104513
40	 1 	 N2 	 N2 	 1.2583013014295357e-06 	 1.2583013014295357e-06
40	 13 	 O3 	 O3 	 0.0039521167314525 	 0.0039521167314525
41	 7 	 CO 	 OC 	 0.0004526572283548797 	 0.0004526572283548797
41	 14 	 N2O 	 N2O 	 0.003275190342040814 	 0.003275190342040814
41	 25 	 Li 	 Li 	 3.072592560946439e-05 	 3.072592560946439e-05
41	 21 	 HN2O 	 HON2 	 0.004190582951850402 	 0.004190582951850402
41	 16 	 CH2 	 CH2 	 0.0029786431272267213 	 0.0029786431272267213
41	 17 	 H2O 	 OH2 	 0.00016369885497809656 	 0.00016369885497809656
41	 11 	 NO2 	 NO2 	 0.004565020923164795 	 0.004565020923164795
41	 0 	 H2 	 H2 	 3.766119129035969e-06 	 3.766119129035969e-06
41	 24 	 C 	 C 	 1.0319819359112585e-05 	 1.0319819359112585e-05
41	 2 	 FLi 	 LiF 	 0.007577106943474607 	 0.007577106943474607
41	 22 	 CH4O 	 CH4O 	 0.000259188973859267 	 0.000259188973859267
41	 15 	 CH3 	 CH3 	 1.4643820085588563e-05 	 1.4643820085588563e-05
41	 6 	 C2H2 	 C2H2 	 0.00022373035160371972 	 0.00022373035160371972
41	 13 	 O3 	 O3 	 0.003956557708320062 	 0.003956557708320062
41	 8 	 HLi 	 LiH 	 4.803650083318002e-06 	 4.803650083318002e-06
41	 3 	 CHN 	 CNH 	 0.004780795860076616 	 0.004780795860076616
41	 10 	 NO 	 NO 	 9.007550550419236e-05 	 9.007550550419236e-05
41	 20 	 CH 	 CH 	 5.59804814657863e-06 	 5.59804814657863e-06
41	 9 	 Na2 	 Na2 	 1.8657902337757272e-07 	 1.8657902337757272e-07
41	 5 	 F2 	 F2 	 0.00015975376767734438 	 0.00015975376767734438
41	 23 	 HF2 	 HF2 	 0.002441427708404894 	 0.002441427708404894
41	 1 	 N2 	 N2 	 1.2606299823777373e-06 	 1.2606299823777373e-06
41	 12 	 HN 	 NH 	 0.0009326080180199543 	 0.0009326080180199543
41	 4 	 CO2 	 CO2 	 0.007903070701372342 	 0.007903070701372342
41	 18 	 H3N 	 NH3 	 0.0004472517392108369 	 0.0004472517392108369
41	 19 	 HO 	 OH 	 5.713077027875412e-06 	 5.713077027875412e-06
42	 21 	 HN2O 	 HON2 	 0.004195785435869659 	 0.004195785435869659
42	 4 	 CO2 	 CO2 	 0.007892193079538009 	 0.007892193079538009
42	 16 	 CH2 	 CH2 	 0.0029791350717554804 	 0.0029791350717554804
42	 6 	 C2H2 	 C2H2 	 0.00022105834510594162 	 0.00022105834510594162
42	 17 	 H2O 	 OH2 	 0.00016392548310676717 	 0.00016392548310676717
42	 12 	 HN 	 NH 	 0.0009375333433547558 	 0.0009375333433547558
42	 14 	 N2O 	 N2O 	 0.0033133789455516826 	 0.0033133789455516826
42	 19 	 HO 	 OH 	 5.738974046884636e-06 	 5.738974046884636e-06
42	 5 	 F2 	 F2 	 0.0001620379068699315 	 0.0001620379068699315
42	 24 	 C 	 C 	 1.0889074918443879e-05 	 1.0889074918443879e-05
42	 11 	 NO2 	 NO2 	 0.0046167206045237925 	 0.0046167206045237925
42	 2 	 FLi 	 LiF 	 0.007549972111106423 	 0.007549972111106423
42	 23 	 HF2 	 HF2 	 0.00245750135558158 	 0.00245750135558158
42	 8 	 HLi 	 LiH 	 4.8597732888206565e-06 	 4.8597732888206565e-06
42	 1 	 N2 	 N2 	 1.0442878779402458e-06 	 1.0442878779402458e-06
42	 7 	 CO 	 OC 	 0.0004462267552045803 	 0.0004462267552045803
42	 20 	 CH 	 CH 	 5.641267720385388e-06 	 5.641267720385388e-06
42	 10 	 NO 	 NO 	 9.243247019383383e-05 	 9.243247019383383e-05
42	 15 	 CH3 	 CH3 	 1.5628506942724354e-05 	 1.5628506942724354e-05
42	 3 	 CHN 	 CNH 	 0.004749638760858766 	 0.004749638760858766
42	 18 	 H3N 	 NH3 	 0.00045378609159833923 	 0.00045378609159833923
42	 0 	 H2 	 H2 	 4.352507970513359e-06 	 4.352507970513359e-06
42	 25 	 Li 	 Li 	 3.116671181256938e-05 	 3.116671181256938e-05
42	 9 	 Na2 	 Na2 	 2.0351294012252038e-07 	 2.0351294012252038e-07
42	 22 	 CH4O 	 CH4O 	 0.000261404472337242 	 0.000261404472337242
42	 13 	 O3 	 O3 	 0.004029127078269032 	 0.004029127078269032
43	 14 	 N2O 	 N2O 	 0.0033451228093593598 	 0.0033451228093593598
43	 20 	 CH 	 CH 	 5.634878786673289e-06 	 5.634878786673289e-06
43	 10 	 NO 	 NO 	 9.291655300147701e-05 	 9.291655300147701e-05
43	 5 	 F2 	 F2 	 0.00016364884320052572 	 0.00016364884320052572
43	 16 	 CH2 	 CH2 	 0.0029940959528985287 	 0.0029940959528985287
43	 13 	 O3 	 O3 	 0.00402964807555745 	 0.00402964807555745
43	 12 	 HN 	 NH 	 0.000946176640738141 	 0.000946176640738141
43	 8 	 HLi 	 LiH 	 4.902410250428949e-06 	 4.902410250428949e-06
43	 15 	 CH3 	 CH3 	 1.5768378428316483e-05 	 1.5768378428316483e-05
43	 2 	 FLi 	 LiF 	 0.007559390526460698 	 0.007559390526460698
43	 6 	 C2H2 	 C2H2 	 0.0002113075820233599 	 0.0002113075820233599
43	 25 	 Li 	 Li 	 3.064165302630762e-05 	 3.064165302630762e-05
43	 21 	 HN2O 	 HON2 	 0.004236633375803802 	 0.004236633375803802
43	 3 	 CHN 	 CNH 	 0.004734997201096663 	 0.004734997201096663
43	 4 	 CO2 	 CO2 	 0.007808798239822326 	 0.007808798239822326
43	 1 	 N2 	 N2 	 7.170297788090771e-07 	 7.170297788090771e-07
43	 7 	 CO 	 OC 	 0.00044173554858317505 	 0.00044173554858317505
43	 23 	 HF2 	 HF2 	 0.0024667816478771165 	 0.0024667816478771165
43	 22 	 CH4O 	 CH4O 	 0.00026163309224212864 	 0.00026163309224212864
43	 0 	 H2 	 H2 	 4.07289545184031e-06 	 4.07289545184031e-06
43	 11 	 NO2 	 NO2 	 0.004661418208883617 	 0.004661418208883617
43	 24 	 C 	 C 	 1.1762628309875213e-05 	 1.1762628309875213e-05
43	 17 	 H2O 	 OH2 	 0.00016535793359040952 	 0.00016535793359040952
43	 9 	 Na2 	 Na2 	 2.188629987773197e-07 	 2.188629987773197e-07
43	 18 	 H3N 	 NH3 	 0.0004558748482008674 	 0.0004558748482008674
43	 19 	 HO 	 OH 	 5.9350854855734006e-06 	 5.9350854855734006e-06
44	 4 	 CO2 	 CO2 	 0.007771945712951265 	 0.007771945712951265
44	 17 	 H2O 	 OH2 	 0.0001652950944454703 	 0.0001652950944454703
44	 11 	 NO2 	 NO2 	 0.004679762858609511 	 0.004679762858609511
44	 8 	 HLi 	 LiH 	 4.799638324338399e-06 	 4.799638324338399e-06
44	 20 	 CH 	 CH 	 5.645621649740364e-06 	 5.645621649740364e-06
44	 6 	 C2H2 	 C2H2 	 0.0002146358084628118 	 0.0002146358084628118
44	 24 	 C 	 C 	 1.2144075847300348e-05 	 1.2144075847300348e-05
44	 7 	 CO 	 OC 	 0.00043688423233248844 	 0.00043688423233248844
44	 5 	 F2 	 F2 	 0.00016671364343534968 	 0.00016671364343534968
44	 3 	 CHN 	 CNH 	 0.004705361694356866 	 0.004705361694356866
44	 19 	 HO 	 OH 	 5.982518625252236e-06 	 5.982518625252236e-06
44	 10 	 NO 	 NO 	 9.552428840026759e-05 	 9.552428840026759e-05
44	 21 	 HN2O 	 HON2 	 0.004276582717911018 	 0.004276582717911018
44	 12 	 HN 	 NH 	 0.0009582749672922535 	 0.0009582749672922535
44	 22 	 CH4O 	 CH4O 	 0.00026349673297383993 	 0.00026349673297383993
44	 9 	 Na2 	 Na2 	 2.185055253751795e-07 	 2.185055253751795e-07
44	 0 	 H2 	 H2 	 3.674264051293844e-06 	 3.674264051293844e-06
44	 18 	 H3N 	 NH3 	 0.00045986435111767783 	 0.00045986435111767783
44	 13 	 O3 	 O3 	 0.004106250287370638 	 0.004106250287370638
44	 15 	 CH3 	 CH3 	 1.6430783407955407e-05 	 1.6430783407955407e-05
44	 25 	 Li 	 Li 	 3.203694361789406e-05 	 3.203694361789406e-05
44	 14 	 N2O 	 N2O 	 0.0034207407259298694 	 0.0034207407259298694
44	 16 	 CH2 	 CH2 	 0.003006663353114145 	 0.003006663353114145
44	 1 	 N2 	 N2 	 6.230043936276351e-07 	 6.230043936276351e-07
44	 2 	 FLi 	 LiF 	 0.007528055744475434 	 0.007528055744475434
44	 23 	 HF2 	 HF2 	 0.0024865680089478075 	 0.0024865680089478075
45	 15 	 CH3 	 CH3 	 1.6613265395154192e-05 	 1.6613265395154192e-05
45	 12 	 HN 	 NH 	 0.0009591016614949027 	 0.0009591016614949027
45	 8 	 HLi 	 LiH 	 4.72032038223635e-06 	 4.72032038223635e-06
45	 4 	 CO2 	 CO2 	 0.007714193897710389 	 0.007714193897710389
45	 6 	 C2H2 	 C2H2 	 0.00021205161249189392 	 0.00021205161249189392
45	 23 	 HF2 	 HF2 	 0.0024881999091611122 	 0.0024881999091611122
45	 19 	 HO 	 OH 	 6.044397413749746e-06 	 6.044397413749746e-06
45	 2 	 FLi 	 LiF 	 0.007512903934326731 	 0.007512903934326731
45	 3 	 CHN 	 CNH 	 0.004688011740441769 	 0.004688011740441769
45	 11 	 NO2 	 NO2 	 0.004733559106475205 	 0.004733559106475205
45	 24 	 C 	 C 	 1.2672868310709674e-05 	 1.2672868310709674e-05
45	 9 	 Na2 	 Na2 	 2.1878538478936827e-07 	 2.1878538478936827e-07
45	 18 	 H3N 	 NH3 	 0.0004606332628785302 	 0.0004606332628785302
45	 20 	 CH 	 CH 	 5.613342584452238e-06 	 5.613342584452238e-06
45	 1 	 N2 	 N2 	 5.970503506089939e-07 	 5.970503506089939e-07
45	 25 	 Li 	 Li 	 3.4075564336705427e-05 	 3.4075564336705427e-05
45	 13 	 O3 	 O3 	 0.004133653842969938 	 0.004133653842969938
45	 17 	 H2O 	 OH2 	 0.00016652695915107422 	 0.00016652695915107422
45	 14 	 N2O 	 N2O 	 0.0034520501629626285 	 0.0034520501629626285
45	 22 	 CH4O 	 CH4O 	 0.0002647072477369243 	 0.0002647072477369243
45	 16 	 CH2 	 CH2 	 0.003011741247422425 	 0.003011741247422425
45	 0 	 H2 	 H2 	 3.7629649207741157e-06 	 3.7629649207741157e-06
45	 7 	 CO 	 OC 	 0.00043046122643833676 	 0.00043046122643833676
45	 21 	 HN2O 	 HON2 	 0.004305285761334067 	 0.004305285761334067
45	 5 	 F2 	 F2 	 0.00016996196475504297 	 0.00016996196475504297
45	 10 	 NO 	 NO 	 9.742566197443455e-05 	 9.742566197443455e-05
46	 6 	 C2H2 	 C2H2 	 0.00020956754119407856 	 0.00020956754119407856
46	 22 	 CH4O 	 CH4O 	 0.0002647385126723024 	 0.0002647385126723024
46	 7 	 CO 	 OC 	 0.0004303573009409936 	 0.0004303573009409936
46	 23 	 HF2 	 HF2 	 0.0024989164661392963 	 0.0024989164661392963
46	 4 	 CO2 	 CO2 	 0.0076665117734576686 	 0.0076665117734576686
46	 8 	 HLi 	 LiH 	 4.765131157464e-06 	 4.765131157464e-06
46	 25 	 Li 	 Li 	 3.254711120935819e-05 	 3.254711120935819e-05
46	 3 	 CHN 	 CNH 	 0.004668630741098378 	 0.004668630741098378
46	 19 	 HO 	 OH 	 6.142808308022736e-06 	 6.142808308022736e-06
46	 16 	 CH2 	 CH2 	 0.003015736860738986 	 0.003015736860738986
46	 0 	 H2 	 H2 	 3.906075835375989e-06 	 3.906075835375989e-06
46	 24 	 C 	 C 	 1.3120570795910362e-05 	 1.3120570795910362e-05
46	 18 	 H3N 	 NH3 	 0.00046399325781763985 	 0.00046399325781763985
46	 20 	 CH 	 CH 	 5.611969864918477e-06 	 5.611969864918477e-06
46	 9 	 Na2 	 Na2 	 2.1987987334850988e-07 	 2.1987987334850988e-07
46	 10 	 NO 	 NO 	 9.844867391936007e-05 	 9.844867391936007e-05
46	 14 	 N2O 	 N2O 	 0.0034872024298315987 	 0.0034872024298315987
46	 15 	 CH3 	 CH3 	 1.7368560563882473e-05 	 1.7368560563882473e-05
46	 1 	 N2 	 N2 	 2.995214364489047e-07 	 2.995214364489047e-07
46	 2 	 FLi 	 LiF 	 0.007500503978713269 	 0.007500503978713269
46	 13 	 O3 	 O3 	 0.004177120926385555 	 0.004177120926385555
46	 5 	 F2 	 F2 	 0.00017173568592366794 	 0.00017173568592366794
46	 12 	 HN 	 NH 	 0.0009731822352914885 	 0.0009731822352914885
46	 17 	 H2O 	 OH2 	 0.000167260403639495 	 0.000167260403639495
46	 21 	 HN2O 	 HON2 	 0.004327253772395836 	 0.004327253772395836
46	 11 	 NO2 	 NO2 	 0.0047919386853676 	 0.0047919386853676
47	 24 	 C 	 C 	 1.3584872713127922e-05 	 1.3584872713127922e-05
47	 2 	 FLi 	 LiF 	 0.007484869796587813 	 0.007484869796587813
47	 0 	 H2 	 H2 	 4.046394568548402e-06 	 4.046394568548402e-06
47	 5 	 F2 	 F2 	 0.00017194908895786003 	 0.00017194908895786003
47	 18 	 H3N 	 NH3 	 0.0004659575452859887 	 0.0004659575452859887
47	 20 	 CH 	 CH 	 5.568475042080532e-06 	 5.568475042080532e-06
47	 21 	 HN2O 	 HON2 	 0.0043268736969469986 	 0.0043268736969469986
47	 23 	 HF2 	 HF2 	 0.0025098150111267092 	 0.0025098150111267092
47	 8 	 HLi 	 LiH 	 4.7396110724211844e-06 	 4.7396110724211844e-06
47	 15 	 CH3 	 CH3 	 1.7506269169683258e-05 	 1.7506269169683258e-05
47	 13 	 O3 	 O3 	 0.004174410841988436 	 0.004174410841988436
47	 17 	 H2O 	 OH2 	 0.00016775628792650498 	 0.00016775628792650498
47	 19 	 HO 	 OH 	 6.343609437292162e-06 	 6.343609437292162e-06
47	 11 	 NO2 	 NO2 	 0.004793675402304232 	 0.004793675402304232
47	 7 	 CO 	 OC 	 0.00042552483660332865 	 0.00042552483660332865
47	 22 	 CH4O 	 CH4O 	 0.0002654578785068581 	 0.0002654578785068581
47	 10 	 NO 	 NO 	 9.884256981916406e-05 	 9.884256981916406e-05
47	 14 	 N2O 	 N2O 	 0.003499291099555662 	 0.003499291099555662
47	 25 	 Li 	 Li 	 3.34243889739219e-05 	 3.34243889739219e-05
47	 3 	 CHN 	 CNH 	 0.004650048930354782 	 0.004650048930354782
47	 1 	 N2 	 N2 	 2.9431349645129055e-07 	 2.9431349645129055e-07
47	 16 	 CH2 	 CH2 	 0.0030231525039709547 	 0.0030231525039709547
47	 4 	 CO2 	 CO2 	 0.007618055684386185 	 0.007618055684386185
47	 12 	 HN 	 NH 	 0.0009773651824738611 	 0.0009773651824738611
47	 6 	 C2H2 	 C2H2 	 0.00020027396178740915 	 0.00020027396178740915
47	 9 	 Na2 	 Na2 	 2.2362447594638125e-07 	 2.2362447594638125e-07
48	 19 	 HO 	 OH 	 6.401110557087604e-06 	 6.401110557087604e-06
48	 22 	 CH4O 	 CH4O 	 0.0002660808524064652 	 0.0002660808524064652
48	 1 	 N2 	 N2 	 2.3186157751552245e-07 	 2.3186157751552245e-07
48	 2 	 FLi 	 LiF 	 0.0074895501159341765 	 0.0074895501159341765
48	 4 	 CO2 	 CO2 	 0.007582351793331778 	 0.007582351793331778
48	 16 	 CH2 	 CH2 	 0.0030277701173183893 	 0.0030277701173183893
48	 6 	 C2H2 	 C2H2 	 0.00020307391299272462 	 0.00020307391299272462
48	 11 	 NO2 	 NO2 	 0.004828853486722964 	 0.004828853486722964
48	 9 	 Na2 	 Na2 	 2.292087057122184e-07 	 2.292087057122184e-07
48	 10 	 NO 	 NO 	 0.00010053946735292453 	 0.00010053946735292453
48	 17 	 H2O 	 OH2 	 0.0001689636129651873 	 0.0001689636129651873
48	 18 	 H3N 	 NH3 	 0.00047149435110915486 	 0.00047149435110915486
48	 13 	 O3 	 O3 	 0.0042234825559651825 	 0.0042234825559651825
48	 7 	 CO 	 OC 	 0.0004203886443261853 	 0.0004203886443261853
48	 15 	 CH3 	 CH3 	 1.837245346305339e-05 	 1.837245346305339e-05
48	 14 	 N2O 	 N2O 	 0.0035466529350139456 	 0.0035466529350139456
48	 24 	 C 	 C 	 1.4432643203700935e-05 	 1.4432643203700935e-05
48	 12 	 HN 	 NH 	 0.0009848193560152746 	 0.0009848193560152746
48	 20 	 CH 	 CH 	 5.6315890607788274e-06 	 5.6315890607788274e-06
48	 25 	 Li 	 Li 	 3.606709553618806e-05 	 3.606709553618806e-05
48	 8 	 HLi 	 LiH 	 4.692207176488975e-06 	 4.692207176488975e-06
48	 0 	 H2 	 H2 	 4.077065428180302e-06 	 4.077065428180302e-06
48	 23 	 HF2 	 HF2 	 0.002530356233980713 	 0.002530356233980713
48	 21 	 HN2O 	 HON2 	 0.004370100376195114 	 0.004370100376195114
48	 5 	 F2 	 F2 	 0.0001757302000033121 	 0.0001757302000033121
48	 3 	 CHN 	 CNH 	 0.004618442753948735 	 0.004618442753948735
49	 2 	 FLi 	 LiF 	 0.007468269997353484 	 0.007468269997353484
49	 4 	 CO2 	 CO2 	 0.007530508056724286 	 0.007530508056724286
49	 1 	 N2 	 N2 	 1.5325801319776946e-07 	 1.5325801319776946e-07
49	 9 	 Na2 	 Na2 	 2.427922057973079e-07 	 2.427922057973079e-07
49	 14 	 N2O 	 N2O 	 0.0035722619823416067 	 0.0035722619823416067
49	 18 	 H3N 	 NH3 	 0.00047321159121362934 	 0.00047321159121362934
49	 24 	 C 	 C 	 1.4935753634882104e-05 	 1.4935753634882104e-05
49	 20 	 CH 	 CH 	 5.662012265447416e-06 	 5.662012265447416e-06
